rebalance_date,hold_end,turnover,tc,signal_EFA,w_EFA,signal_IWM,w_IWM,signal_SPY,w_SPY,signal_TLT,w_TLT
2017-09-28,2017-10-26,0.7,0.0007,-0.0016834014095366001,0.16160348907412625,-0.03438914194703102,0.02559424218598014,0.046965666115283966,0.2128022687398936,-0.033044349402189255,0.6
2017-10-27,2017-11-27,0.12214670147311005,0.00012214670147311005,0.04611709713935852,0.1279078143849206,0.05710891634225845,0.08666759292253515,0.05898243561387062,0.18542459269254422,-0.011301402002573013,0.6
2017-11-28,2017-12-27,0.10458962247186641,0.00010458962247186642,-0.00010566459968686104,0.1476211229639134,-0.009993137791752815,0.034372781686601975,0.014227084815502167,0.21800609534948467,0.027138713747262955,0.6
