rebalance_date,hold_end,turnover,tc,signal_EFA,w_EFA,signal_IWM,w_IWM,signal_SPY,w_SPY,signal_TLT,w_TLT
2020-12-30,2021-01-29,0.6999999999999997,0.0006999999999999998,-0.016599075868725777,0.14504646965099702,0.09597986191511154,0.10066380774520216,-0.002057025209069252,0.15428972260380097,-0.031136861070990562,0.6
2021-02-01,2021-03-02,0.04149871164667028,4.149871164667028e-05,0.03489626944065094,0.1657958254743321,-0.05545829236507416,0.0818339394451422,-0.006764037534594536,0.15237023508052575,0.0013120528310537338,0.6
2021-03-03,2021-03-31,0.03995092000867302,3.995092000867302e-05,0.03686992824077606,0.1724880307939233,0.027495043352246284,0.06185847944080568,-0.024516550824046135,0.16565348976527106,-0.009943263605237007,0.6
