loss,mae,val_loss,val_mae
0.19682516157627106,0.3075030446052551,0.06400182098150253,0.1845957338809967
0.15722574293613434,0.24763724207878113,0.03539295494556427,0.14110372960567474
0.07880740612745285,0.20012420415878296,0.023074230179190636,0.11406691372394562
0.06614580005407333,0.1855752319097519,0.01718156971037388,0.09778916090726852
0.07891480624675751,0.17022398114204407,0.013283143751323223,0.08483391255140305
0.05603786185383797,0.15545286238193512,0.010726146399974823,0.07419078052043915
0.04767869412899017,0.1461244374513626,0.009613468311727047,0.0697721391916275
0.03741404786705971,0.13381828367710114,0.008918408304452896,0.0680205300450325
0.033552385866642,0.12490938603878021,0.008320395834743977,0.06579755991697311
0.028086110949516296,0.11752146482467651,0.007535469252616167,0.061804406344890594
0.029730096459388733,0.11021938920021057,0.007008268032222986,0.05916982144117355
0.0201822891831398,0.09985394775867462,0.006691877264529467,0.05749015882611275
0.025042347609996796,0.10271206498146057,0.006460893899202347,0.05629110336303711
0.024972405284643173,0.09544159471988678,0.006177112460136414,0.05457089841365814
0.017018355429172516,0.09118515998125076,0.006144627463072538,0.05453990399837494
0.01822483167052269,0.08851294964551926,0.005760491359978914,0.05256716161966324
0.016825711354613304,0.08696462959051132,0.005165207665413618,0.04938650503754616
0.013457736000418663,0.08019456267356873,0.004953715018928051,0.04849354550242424
0.014891203492879868,0.08252393454313278,0.0048278141766786575,0.0475902184844017
0.012884246185421944,0.07615482062101364,0.0047870515845716,0.0473012737929821
0.011835729703307152,0.07333486527204514,0.0044982959516346455,0.04565006494522095
0.014233281835913658,0.07149651646614075,0.004283079411834478,0.044461533427238464
0.010497781448066235,0.06691296398639679,0.0041267448104918,0.043686460703611374
0.009475394152104855,0.06480707228183746,0.003966855350881815,0.04268398880958557
0.00847814604640007,0.06353247165679932,0.003827954176813364,0.04166366532444954
0.008390410803258419,0.05952402949333191,0.0036921531427651644,0.04048646613955498
0.018641121685504913,0.0609072782099247,0.0035148034803569317,0.039256248623132706
0.008223163895308971,0.05911923572421074,0.0033660961780697107,0.0385332927107811
0.010937321931123734,0.05610219016671181,0.003163876011967659,0.036468785256147385
0.0085047772154212,0.05334654450416565,0.0031614257022738457,0.036366477608680725
0.006308931391686201,0.05149894207715988,0.0030092515517026186,0.035078100860118866
0.0060735298320651054,0.05059903860092163,0.002776921959593892,0.03310249745845795
0.008093887940049171,0.047320377081632614,0.002625530119985342,0.03188159689307213
0.006142255384474993,0.046790093183517456,0.0024873886723071337,0.030833382159471512
0.004639677237719297,0.04325418919324875,0.002360487589612603,0.029663389548659325
0.007544646505266428,0.043858397752046585,0.0022297489922493696,0.028169289231300354
0.004520026501268148,0.04262429103255272,0.0021173281129449606,0.026970846578478813
0.004660258535295725,0.04151448979973793,0.0020419692154973745,0.025994732975959778
0.004075761418789625,0.03925415500998497,0.0020124330185353756,0.025670697912573814
0.005522439256310463,0.03854260966181755,0.0019495486048981547,0.025029035285115242
