loss,mae,val_loss,val_mae
0.10877738147974014,0.2338239550590515,0.022478437051177025,0.11733204126358032
0.09245338290929794,0.1930524706840515,0.016903216019272804,0.10064396262168884
0.059276264160871506,0.15955406427383423,0.012735199183225632,0.08693280816078186
0.04927524924278259,0.14405103027820587,0.010572879575192928,0.07916062325239182
0.040708888322114944,0.13457472622394562,0.008607382886111736,0.07103817164897919
0.04580749571323395,0.12612314522266388,0.006917127408087254,0.06287262588739395
0.0338904932141304,0.11490999907255173,0.005868600215762854,0.056552063673734665
0.03408234566450119,0.10971671342849731,0.005113570485264063,0.05232858657836914
0.02534419298171997,0.0984039306640625,0.004526828415691853,0.04834369197487831
0.024274110794067383,0.09691314399242401,0.003980428446084261,0.04435192421078682
0.022062141448259354,0.08932093530893326,0.0039634183049201965,0.04427071660757065
0.019527044147253036,0.08573625236749649,0.0034909527748823166,0.04080474376678467
0.016204681247472763,0.07956654578447342,0.003085469827055931,0.037951670587062836
0.016479266807436943,0.07775715738534927,0.0029453153256326914,0.03694673627614975
0.01652790792286396,0.07355474680662155,0.0026847838889807463,0.03445831313729286
0.013703353703022003,0.07053036987781525,0.0025287058670073748,0.033002376556396484
0.01227117795497179,0.06431235373020172,0.002401587087661028,0.03114951401948929
0.010342457331717014,0.060196686536073685,0.0022743353620171547,0.029876388609409332
0.012002712115645409,0.062248531728982925,0.0021873959340155125,0.02892189659178257
0.010024752467870712,0.058462437242269516,0.0020694867707788944,0.027932506054639816
0.009350806474685669,0.05565594136714935,0.001993410289287567,0.027085214853286743
0.007681916933506727,0.0525030717253685,0.0019345819018781185,0.026429124176502228
0.008937763050198555,0.052715007215738297,0.001881591510027647,0.02554725483059883
0.008007068186998367,0.04931432753801346,0.0018027799669653177,0.024790329858660698
0.007183263078331947,0.04860565438866615,0.001736887264996767,0.02403661236166954
0.007665203884243965,0.04837101325392723,0.0016827919753268361,0.02329898439347744
0.006232119165360928,0.04439060017466545,0.0016510721761733294,0.023035915568470955
0.005419599357992411,0.041764914989471436,0.0016179776284843683,0.02257968857884407
0.0059650433249771595,0.042544808238744736,0.0015774128260090947,0.02188452146947384
0.005649826489388943,0.04091455042362213,0.001545456936582923,0.02138610929250717
0.004379010293632746,0.03950265422463417,0.0015145436627790332,0.020921088755130768
0.004405159503221512,0.03792751953005791,0.0014772400027140975,0.02017352543771267
0.004942818079143763,0.03844650089740753,0.0014388735871762037,0.01949242502450943
0.004482639487832785,0.03615918383002281,0.0014103178400546312,0.019031664356589317
0.004257408902049065,0.03566547855734825,0.0013715801760554314,0.018611246719956398
0.003859441028907895,0.03345230594277382,0.001338583999313414,0.01811242662370205
0.004737078212201595,0.03511108458042145,0.0013005479704588652,0.017739204689860344
0.003335227258503437,0.03219970688223839,0.0012685995316132903,0.017163729295134544
0.004091922659426928,0.03373240679502487,0.0012329810997471213,0.016477661207318306
0.0031415342818945646,0.030142100527882576,0.0012056523701176047,0.016035690903663635
