loss,mae,val_loss,val_mae
0.11372649669647217,0.20499442517757416,0.025198359042406082,0.1181769073009491
0.08048451691865921,0.15600882470607758,0.014966470189392567,0.08811675757169724
0.0569072850048542,0.13343314826488495,0.007212928030639887,0.05946473032236099
0.05328330025076866,0.12530788779258728,0.006604847963899374,0.05664419010281563
0.038549672812223434,0.11431952565908432,0.00641578808426857,0.05616616830229759
0.033370792865753174,0.10676661133766174,0.0054530007764697075,0.05070338025689125
0.038899198174476624,0.10314606130123138,0.004648082889616489,0.046478625386953354
0.0247862059623003,0.09347348660230637,0.004280423745512962,0.04455605894327164
0.020869022235274315,0.08742435276508331,0.004034232813864946,0.04327641800045967
0.021452153101563454,0.08253062516450882,0.004011768847703934,0.04314407333731651
0.025656066834926605,0.08272790908813477,0.004249194171279669,0.04474996030330658
0.01751788705587387,0.07655211538076401,0.004191000480204821,0.04425203055143356
0.01820116490125656,0.07645835727453232,0.00394057109951973,0.042576733976602554
0.012563331983983517,0.0679452195763588,0.003639917355030775,0.040625251829624176
0.013278535567224026,0.0691351667046547,0.0033698559273034334,0.0388207882642746
0.01349529717117548,0.06723669171333313,0.003160665277391672,0.03729706257581711
0.013065350241959095,0.0667615532875061,0.002937306184321642,0.03565410524606705
0.012131319381296635,0.0628373995423317,0.0027808910235762596,0.034421589225530624
0.014942605048418045,0.06172306090593338,0.0027394050266593695,0.03388147056102753
0.01106872409582138,0.05861224979162216,0.0026898838113993406,0.033239394426345825
0.011532630771398544,0.05923666059970856,0.002616148442029953,0.03234880417585373
0.010531831532716751,0.057452719658613205,0.0025645459536463022,0.03175288438796997
0.012467184104025364,0.05292215570807457,0.0022903219796717167,0.029437456279993057
0.008262835443019867,0.05183756723999977,0.002209985861554742,0.028670532628893852
0.009821658954024315,0.05401894822716713,0.00220789504237473,0.028576338663697243
0.009014662355184555,0.0500250943005085,0.0023482954129576683,0.029825257137417793
0.006201476790010929,0.04551102966070175,0.002397878561168909,0.030221154913306236
0.006568836513906717,0.04592413082718849,0.002178940689191222,0.028487706556916237
0.005999995395541191,0.04476257413625717,0.001991512253880501,0.0267042126506567
0.005821604747325182,0.044588539749383926,0.0018946346826851368,0.025762414559721947
0.0064014410600066185,0.044812873005867004,0.0018288125284016132,0.02510135993361473
0.00803686585277319,0.04342015087604523,0.0019008422968909144,0.025805342942476273
0.004772210959345102,0.038919806480407715,0.0018814140930771828,0.025621464475989342
0.007091113831847906,0.03964845463633537,0.001759095350280404,0.02442733384668827
0.005738871172070503,0.039395563304424286,0.0016570462612435222,0.02332710102200508
0.006256906781345606,0.040610626339912415,0.0016289536142721772,0.022935904562473297
0.007396078668534756,0.04038342833518982,0.0015634611481800675,0.022131063044071198
0.0046983687207102776,0.037196334451436996,0.0015599257312715054,0.021988406777381897
0.003935934975743294,0.034561146050691605,0.0016062970971688628,0.02235344424843788
0.004120719153434038,0.03566060587763786,0.0016089220298454165,0.0222869161516428
