,net_ann_return,net_ann_return,net_ann_vol,net_ann_vol,net_sharpe,net_sharpe,net_sortino,net_sortino,net_cumulative_return,net_cumulative_return,net_max_drawdown,net_max_drawdown,turnover_total,turnover_total,tc_total,tc_total
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,,,,,,,
dnn_only,0.13205423953056306,0.3624247490199617,0.13970710476452497,0.08451028951367924,1.0822610052326183,2.277922257139357,2.124375350068072,3.6996788205851234,0.021000822936152318,0.08762492535281785,-0.06666906983970922,0.0633988667774013,2.912208820342778,0.6222703448639328,0.0029122088203427775,0.000622270344863933
