split,model,train_start,train_end,test_start,test_end,n_reb,turnover_total,tc_total,net_ann_return,net_ann_vol,net_sharpe,net_sortino,net_cumulative_return,net_max_drawdown
split_029_2022-03-31_2024-07-03,dnn_only,2022-03-31,2024-04-03,2024-04-04,2024-07-03,3,2.9670807969669406,0.0029670807969669408,0.12064475875959602,0.10984489718180694,1.0913203041007578,1.559299303681283,0.028885367997201428,-0.04612805465957881
split_030_2022-07-01_2024-10-02,dnn_only,2022-07-01,2024-07-03,2024-07-05,2024-10-02,3,2.48549308641956,0.00248549308641956,0.1779817301861446,0.11697909286750882,1.4583233183777384,2.158935434381429,0.04180068514350266,-0.057547639436785425
split_031_2022-09-30_2025-01-02,dnn_only,2022-09-30,2024-10-02,2024-10-03,2025-01-02,3,2.4,0.0024,-0.12088423397461157,0.09887916004822603,-1.2539103768480853,-1.6209659295155328,-0.03169646534690962,-0.05571280836754533
split_032_2022-12-30_2025-04-04,dnn_only,2022-12-30,2025-01-02,2025-01-03,2025-04-04,3,2.385099061753727,0.002385099061753727,-0.2700817032468228,0.1506013264175876,-2.014534325364458,-2.4488483124213514,-0.07568806132066608,-0.11321777600967897
split_033_2023-04-03_2025-07-08,dnn_only,2023-04-03,2025-04-04,2025-04-07,2025-07-08,3,3.0568025337149205,0.0030568025337149207,0.6090025226656632,0.20115737007403126,2.463938596287636,4.661384844397625,0.12626135155750062,-0.03328204154968262
split_034_2023-07-05_2025-10-06,dnn_only,2023-07-05,2025-07-08,2025-07-09,2025-10-06,3,1.7664858321414587,0.0017664858321414588,0.30994631847339615,0.09231627224823895,2.971440789019611,5.339813195359172,0.06982655748580568,-0.02363366695555036
