split,variant,family,family_label,removed_features,n_removed_features,mae,rmse,direction_acc,pred_real_corr,train_mae,train_rmse,n_train_rows,n_test_rows,net_ann_return,net_ann_vol,net_sharpe,net_sortino,net_cumulative_return,net_max_drawdown,turnover_total,tc_total,n_reb
split_008_2016-12-28_2019-04-01,without_volatility,volatility,Volatility family,"ret_std_5, ret_std_10, ret_std_20, ret_std_60",4,0.020096052438020706,0.02875519171357155,0.48412698412698413,-0.016719032395509918,0.012090389616787434,0.017064068466424942,2016,252,0.6193622549825801,0.09845692132749585,4.948727888474336,9.855382327010384,0.12806987885095844,-0.013607140382130956,3.1735742814697225,0.0031735742814697227,3
split_008_2016-12-28_2019-04-01,without_momentum,momentum,Momentum family,"mom_5, mom_10, mom_20, mom_60",4,0.028423674404621124,0.04415403679013252,0.49206349206349204,0.0403299808579158,0.01453750766813755,0.022473737597465515,2016,252,0.6136731559444786,0.1035891714078415,4.674536904180233,8.405106568510286,0.12707779484589943,-0.017738534799416894,2.5689095236853134,0.0025689095236853133,3
split_008_2016-12-28_2019-04-01,without_macd,macd,MACD family,"macd_12_26, macd_signal_9, macd_hist",3,0.024516338482499123,0.036309219896793365,0.5515873015873016,0.13432204128561323,0.015269848518073559,0.023784730583429337,2016,252,0.691421814830512,0.07470134181012765,7.079616980690041,14.482585493573737,0.14041515988178066,-0.010288327966768596,3.2666666666666666,0.003266666666666667,3
split_008_2016-12-28_2019-04-01,without_rsi,rsi,RSI family,rsi_14,1,0.022122114896774292,0.034150153398513794,0.4722222222222222,-0.004050489589537594,0.012266968376934528,0.0205400250852108,2016,252,0.8460222405479723,0.12091215382508018,5.13547423718402,9.495334015307632,0.1656260165931165,-0.019396396102520752,2.3655648410336267,0.002365564841033627,3
split_008_2016-12-28_2019-04-01,without_volume,volume,Volume family,"volume, volume_chg, volume_roll_mean_20",3,0.02679780125617981,0.039636339992284775,0.5674603174603174,0.023701383634269428,0.016251463443040848,0.027321413159370422,2016,252,0.706360438825703,0.11233069022924255,4.817052091451867,9.153668506987946,0.14292489726836188,-0.020881974449000862,2.6927307686468707,0.002692730768646871,3
split_009_2017-03-30_2019-07-01,full,full,Full model,,0,0.024217011407017708,0.031237175688147545,0.5436507936507936,0.05950865459409836,0.025195477530360222,0.036827582865953445,2016,252,0.2759814866342063,0.07882742838518979,3.13198541268672,5.562512005975613,0.06282336493064666,-0.020822357303286743,2.8205606661733937,0.002820560666173394,3
split_009_2017-03-30_2019-07-01,without_return_level,return_level,Return-level family,"ret_mean_5, ret_mean_10, ret_mean_20, ret_mean_60",4,0.01199137233197689,0.01626364141702652,0.5515873015873016,0.03424173596341784,0.011837516911327839,0.017237786203622818,2016,252,-0.0036580878928822447,0.0995249583916062,0.012394478237940546,0.015642897104727285,-0.0009157791826438499,-0.057666571493320884,2.185869994785389,0.002185869994785389,3
split_009_2017-03-30_2019-07-01,without_volatility,volatility,Volatility family,"ret_std_5, ret_std_10, ret_std_20, ret_std_60",4,0.014699824154376984,0.0194172952324152,0.42063492063492064,-0.05506306807907273,0.013708940707147121,0.020473938435316086,2016,252,0.14295021615814396,0.10041359082957968,1.380458237566509,2.0005120726591983,0.033967358195594155,-0.049597098691850694,2.466666666666667,0.002466666666666667,3
split_009_2017-03-30_2019-07-01,without_momentum,momentum,Momentum family,"mom_5, mom_10, mom_20, mom_60",4,0.014224636368453503,0.01869288459420204,0.47619047619047616,-0.010778460508206696,0.0165737085044384,0.025706127285957336,2016,252,0.37625911001007406,0.08544868549738294,3.781769452683259,7.66176850394539,0.08311620032914302,-0.02205169013498043,3.9299608302487794,0.003929960830248779,3
split_009_2017-03-30_2019-07-01,without_macd,macd,MACD family,"macd_12_26, macd_signal_9, macd_hist",3,0.014254468493163586,0.018268512561917305,0.4880952380952381,-0.060491688532881456,0.0157924871891737,0.02331220917403698,2016,252,-0.06564177839749386,0.11233304280692467,-0.5487110538650943,-0.6782774044731236,-0.016830600752778535,-0.07668247810513784,3.031921734931559,0.0030319217349315587,3
