#{"t_start": 1773781573.2456949, "env_id": "None"}
r,l,t
-1.907826,24,0.098087
6.519509,24,0.244831
6.532836,24,0.405481
3.897715,24,0.47945
-4.997773,24,0.568643
6.985115,24,0.682817
17.724683,24,0.790188
4.494674,24,0.858674
11.576601,24,0.962834
34.065706,24,1.059092
18.103259,24,1.194748
12.630271,24,1.270735
2.729155,24,1.345566
26.231356,24,1.499919
31.870485,24,1.600791
6.682448,24,1.660183
8.008448,24,1.766225
11.239373,24,1.832426
20.475864,24,1.96375
4.281756,24,2.086231
5.994002,24,2.196058
-6.008854,24,2.328121
0.78352,24,2.458083
13.640592,24,2.571263
28.221382,24,4.762896
9.414822,24,4.871621
22.088383,24,5.005557
18.280267,24,5.105182
16.559014,24,5.192828
17.152036,24,5.313376
15.454153,24,5.394802
2.168162,24,5.467265
-5.138281,24,5.586963
10.384417,24,5.761197
23.68559,24,5.869301
46.985509,24,5.932466
9.047891,24,6.009277
29.701258,24,6.145993
15.599283,24,6.247418
8.955862,24,6.338473
21.831528,24,6.477897
14.193728,24,6.540987
9.282055,24,6.777095
47.295852,24,6.883155
25.295012,24,6.958039
33.068145,24,7.079926
26.438107,24,7.155893
23.789168,24,7.236733
29.90493,24,7.420559
9.543633,24,7.517133
33.95837,24,7.64649
27.322853,24,7.747409
32.849567,24,7.835171
30.204313,24,7.932908
42.973451,24,7.99835
0.904666,24,8.070736
38.420098,24,8.196896
16.052723,24,8.283474
30.934105,24,8.415227
12.217149,24,8.503278
32.554608,24,8.582762
45.741611,24,8.711955
10.474386,24,8.801088
50.995628,24,8.882209
19.832317,24,9.018943
30.654774,24,9.112164
21.329147,24,9.255116
2.459339,24,9.32338
24.15106,24,9.391162
41.610355,24,9.510921
26.788973,24,9.601719
28.534597,24,9.690515
40.513384,24,9.815747
35.429217,24,9.894845
45.316003,24,10.024138
34.444199,24,10.105622
52.564426,24,10.206208
43.669088,24,10.316333
42.074378,24,10.392472
46.815741,24,10.46357
42.888955,24,10.591052
37.569452,24,10.680138
26.118301,24,10.786808
32.692011,24,10.856878
37.187816,24,10.931168
43.952551,24,11.049496
32.225273,24,11.123764
36.352772,24,11.187181
46.427321,24,11.3054
38.543654,24,11.376722
56.723078,24,11.498842
41.024616,24,11.569202
18.176959,24,11.642613
34.163119,24,11.750408
15.010102,24,11.827538
40.625619,24,11.898136
35.21294,24,11.997122
18.479902,24,12.059736
40.076444,24,12.205141
34.245524,24,12.294217
45.357791,24,12.392302
27.519732,24,12.523877
44.678218,24,12.616926
49.660145,24,12.697949
41.157342,24,12.819037
43.093306,24,12.901906
38.267346,24,13.049163
40.213895,24,13.152379
36.890641,24,13.228058
48.297981,24,13.345025
43.749284,24,13.422312
36.834564,24,13.492721
38.596192,24,13.604515
33.405071,24,13.66958
57.513108,24,13.792086
47.999692,24,13.879033
51.044148,24,13.957442
40.118044,24,14.072984
49.747965,24,14.160772
61.136593,24,14.237606
55.101099,24,14.356409
40.65287,24,14.460287
54.568353,24,14.593695
54.584745,24,14.708993
55.925933,24,14.792838
50.395619,24,14.916432
23.078306,24,15.010377
44.037332,24,15.092268
45.982756,24,15.205992
39.253142,24,15.29724
57.477676,24,15.406332
46.079315,24,15.476529
47.271177,24,15.556141
37.062176,24,15.687808
35.788804,24,15.753896
55.171092,24,15.843434
59.789476,24,15.951511
42.598315,24,16.02964
48.098445,24,16.143259
54.075715,24,16.224155
48.10917,24,16.298892
43.252097,24,16.411095
44.439826,24,16.489424
30.096488,24,16.566775
47.544142,24,16.676372
56.035074,24,16.754174
42.259807,24,16.865632
39.420327,24,16.943963
52.771646,24,17.030295
53.81237,24,17.172394
54.123763,24,17.254597
39.729974,24,17.336008
55.117593,24,18.684884
53.148771,24,18.845264
47.007486,24,19.085428
48.839759,24,19.187974
53.262245,24,19.265757
54.545655,24,19.37687
48.666056,24,19.452629
54.449425,24,19.547951
66.071205,24,19.700355
49.239912,24,19.79842
59.261415,24,19.935829
45.502707,24,20.01663
45.845805,24,20.101397
49.140793,24,20.233338
56.738838,24,20.327233
53.12498,24,20.409015
48.552422,24,20.539087
46.782337,24,20.629895
54.342644,24,20.761259
58.092504,24,20.854301
59.818245,24,20.933389
40.991317,24,21.075326
49.450561,24,21.171341
41.438666,24,21.257231
52.347135,24,21.375557
57.92482,24,21.458427
52.812501,24,21.595645
51.18982,24,21.681567
58.167594,24,21.771921
46.935361,24,21.886678
50.665274,24,21.971991
50.222111,24,22.052884
51.538962,24,22.190993
44.308769,24,22.285058
56.82469,24,22.405616
46.947014,24,22.503712
48.733636,24,22.61108
51.581485,24,22.758499
46.609658,24,22.868756
48.084116,24,22.957472
55.454714,24,23.077589
38.882997,24,23.172318
53.485182,24,23.305786
38.758321,24,23.398779
49.020867,24,23.487407
39.923193,24,23.603128
52.296125,24,23.680225
56.258391,24,23.761772
52.745797,24,23.903227
52.47655,24,24.016637
55.929794,24,24.133443
45.238857,24,24.231124
49.5972,24,24.32173
51.089139,24,24.443616
50.569666,24,24.519804
49.868828,24,24.590239
62.635407,24,24.70643
45.034591,24,24.789294
