#{"t_start": 1773781931.30514, "env_id": "None"}
r,l,t
-26.595858,24,0.090121
-15.574369,24,0.173096
-10.089468,24,0.324927
-3.441713,24,0.45825
-12.86456,24,0.606874
-6.903658,24,1.046308
-10.392833,24,1.165184
-15.453369,24,1.301584
-2.640838,24,1.551183
-2.133319,24,1.653927
-17.540841,24,1.783189
-0.347119,24,1.86433
-15.965961,24,1.952633
-7.59576,24,2.065263
-10.620765,24,2.154734
-12.937113,24,2.228317
-15.31406,24,2.395397
-11.174777,24,2.457653
-18.102104,24,2.572144
-11.612534,24,2.65853
-8.353215,24,2.745234
-9.918646,24,2.870048
-5.499955,24,2.96594
-3.083088,24,3.051622
-29.123984,24,3.201046
-8.184819,24,3.317255
-8.57082,24,3.428085
-28.622395,24,3.523077
-14.641874,24,3.61024
-12.015069,24,3.746723
-16.825859,24,3.858499
-5.384363,24,3.957666
-19.855408,24,4.10182
-13.593223,24,4.18484
-22.098368,24,4.34165
-20.865239,24,4.486008
-10.072585,24,4.679262
-12.300567,24,7.126176
-8.95267,24,7.282768
-6.261793,24,7.415654
-19.768681,24,7.659881
-15.984146,24,7.770743
-7.350764,24,7.988315
1.668083,24,8.091352
-6.292927,24,8.186798
-5.579858,24,8.315005
-2.695749,24,8.398539
-13.162356,24,8.487237
-3.636384,24,8.621384
-6.022713,24,8.716067
-22.274259,24,8.849291
-10.990126,24,8.970857
-6.507627,24,9.079852
-10.085736,24,9.193274
-1.284991,24,9.284882
-14.641869,24,9.372298
1.058809,24,9.497819
1.803335,24,9.579425
-2.471558,24,9.69552
-2.660472,24,9.777437
-3.235717,24,9.85387
-4.084908,24,9.988172
-4.124855,24,10.061683
-11.507143,24,10.130032
-14.097104,24,10.248817
-5.838133,24,10.33044
-5.733734,24,10.452699
-4.532964,24,10.521869
-13.700844,24,10.600161
-2.454137,24,10.715143
-6.85508,24,10.801152
-0.946886,24,10.871092
-13.262962,24,10.995399
-8.381091,24,11.105284
-1.76368,24,11.239098
-9.280881,24,11.344085
-3.884885,24,11.420912
-16.011978,24,11.542958
-8.760194,24,11.626584
4.011618,24,11.703391
-2.204133,24,11.845183
-5.29168,24,11.944274
-3.000101,24,12.06455
-14.406112,24,12.155235
5.563741,24,12.232132
-2.11511,24,12.348952
-2.460172,24,12.449742
-0.175387,24,12.534422
6.989233,24,12.667386
8.373015,24,12.752541
3.543932,24,12.886267
1.944689,24,12.979092
-0.596809,24,13.056817
6.177152,24,13.178064
-7.998346,24,13.26024
11.613508,24,13.334205
2.46465,24,13.463251
13.287447,24,13.547599
3.602462,24,13.672659
8.365428,24,13.758838
-1.544775,24,13.838296
7.902231,24,13.948512
5.723598,24,14.030561
6.106987,24,14.089248
6.037265,24,14.226073
9.517278,24,14.325835
6.1314,24,14.45851
6.821794,24,14.553881
2.740541,24,14.664838
5.846999,24,14.820381
9.189414,24,14.90316
-4.422936,24,14.989382
-1.263423,24,15.124469
8.225721,24,15.211001
1.724617,24,15.342044
5.568483,24,15.431619
-2.71133,24,15.509371
17.035894,24,15.640492
-1.916348,24,15.731891
5.220099,24,15.829129
3.822054,24,15.994269
10.305816,24,16.095871
5.040071,24,16.204776
8.373733,24,16.297047
0.741782,24,16.372348
14.672083,24,16.531777
15.527995,24,16.617965
13.837145,24,16.721728
11.65771,24,16.893799
10.520217,24,16.996681
8.06744,24,17.120256
1.403242,24,17.197271
12.175409,24,17.278115
0.108141,24,17.418448
12.507061,24,17.544901
16.800693,24,17.664502
14.288731,24,17.881032
14.822068,24,18.028915
6.835906,24,18.232189
8.129773,24,18.379884
18.379504,24,18.481661
15.404927,24,18.679331
16.262277,24,18.892707
16.941741,24,19.038778
14.396749,24,19.193859
12.505114,24,19.295093
9.618011,24,19.45879
13.053225,24,19.556639
10.910866,24,19.681997
13.601914,24,20.022313
11.686396,24,20.219473
8.041273,24,20.424297
14.05467,24,21.999525
12.13773,24,22.171487
7.647282,24,22.329052
18.192858,24,22.424244
15.682477,24,22.523624
21.193904,24,22.68365
14.727741,24,22.803699
17.306695,24,22.890317
18.957493,24,23.083836
19.798318,24,23.192894
14.251503,24,23.337462
16.126737,24,23.444493
15.408192,24,23.534624
19.018215,24,23.662125
16.335511,24,23.756526
19.404054,24,23.86714
8.545677,24,23.999738
19.108216,24,24.094649
17.092936,24,24.267662
17.456247,24,24.392797
15.723122,24,24.486024
13.106591,24,24.638117
11.949718,24,24.752609
18.226702,24,24.844578
24.308685,24,25.010357
21.863305,24,25.132912
10.841362,24,25.270153
20.015361,24,25.404736
16.282354,24,25.515531
19.910304,24,25.659343
17.652007,24,25.772242
22.005703,24,25.862911
18.422338,24,26.036593
19.486209,24,26.15214
20.627089,24,26.284398
25.634381,24,26.403845
16.936172,24,26.498935
20.359464,24,26.666372
21.605039,24,26.771536
24.276761,24,26.866095
13.666991,24,27.046986
21.770405,24,27.148227
20.514616,24,27.306473
23.992243,24,27.410992
18.623278,24,27.510447
16.906893,24,27.639748
20.983723,24,27.729817
24.81652,24,27.83195
22.661345,24,28.012043
25.807374,24,28.12345
21.07164,24,28.258992
20.29736,24,28.358016
19.834752,24,28.452357
19.660977,24,28.635482
25.573442,24,28.746941
22.060788,24,28.835442
24.553561,24,28.983382
21.847559,24,29.080194
