#{"t_start": 1773781549.2658162, "env_id": "None"}
r,l,t
14.197925,24,0.091197
19.373385,24,0.158689
33.094545,24,0.280446
-1.044647,24,0.374027
12.735198,24,0.462374
3.936573,24,0.567671
23.325293,24,0.647473
-4.083386,24,0.729888
-10.32476,24,0.871087
-13.181002,24,0.947405
-22.765519,24,1.087735
13.753235,24,1.174703
12.394938,24,1.240905
1.609085,24,1.361065
-19.208352,24,1.442301
31.988143,24,1.503582
23.113984,24,1.661728
2.928174,24,1.749684
-3.589481,24,1.876791
15.172163,24,1.949277
1.905656,24,2.030636
-10.524708,24,2.15315
-1.054652,24,2.228835
22.376561,24,2.298379
37.123309,24,2.407741
24.498266,24,2.476306
24.964363,24,2.576547
0.692274,24,2.659709
3.861266,24,2.725909
32.770591,24,2.86166
34.26644,24,2.945764
33.893334,24,3.01072
18.650719,24,3.121524
23.518852,24,3.194474
18.470247,24,3.312127
14.82809,24,3.385386
19.480071,24,3.458301
9.360807,24,3.574504
17.355302,24,3.650983
3.746246,24,3.724441
16.110717,24,3.877259
29.302165,24,3.970888
13.552581,24,4.099872
17.15647,24,4.19007
-0.504322,24,4.267933
10.765667,24,4.380908
18.372738,24,4.461946
-3.761874,24,4.532284
12.339131,24,4.639944
4.576615,24,4.7109
0.876529,24,4.842583
8.76887,24,4.939843
11.275573,24,5.022692
13.93627,24,5.151308
10.171413,24,5.21586
23.680798,24,5.286433
2.245866,24,5.401027
-0.435179,24,5.471945
-3.670341,24,5.588734
26.67209,24,5.663488
-7.790118,24,5.748263
-20.039781,24,5.876969
4.482183,24,5.976562
15.74285,24,6.045857
28.609901,24,6.153959
14.407931,24,6.214423
33.115046,24,6.324039
28.467169,24,6.396042
15.290903,24,6.456907
11.074308,24,6.559071
7.610098,24,6.63121
16.930616,24,6.702032
33.080682,24,6.81381
34.192719,24,6.887502
-1.838525,24,7.00907
30.014448,24,7.087676
24.498335,24,7.155313
9.63046,24,7.260508
34.999147,24,7.332358
29.662191,24,7.394759
12.53449,24,7.510082
23.554988,24,7.59193
19.243833,24,7.699137
34.894889,24,7.772354
37.612395,24,7.836737
51.721658,24,7.958269
27.107984,24,8.05797
9.548709,24,8.125825
38.901052,24,8.25633
45.882141,24,8.345152
38.68704,24,8.449841
22.054752,24,8.528145
0.203233,24,8.601403
32.116607,24,8.717894
35.251261,24,8.788901
28.496259,24,8.865977
29.764216,24,8.9787
36.866815,24,9.075831
31.801499,24,9.204937
49.429245,24,9.28523
15.214616,24,9.358006
28.881751,24,9.500012
50.410351,24,9.579443
35.243441,24,9.653057
38.288622,24,9.767644
31.939038,24,9.857589
20.18444,24,9.997676
36.786888,24,10.087651
38.108457,24,10.168026
49.307799,24,10.28149
43.939977,24,10.368093
31.797799,24,10.448242
46.578006,24,10.56298
33.796214,24,10.64421
46.336096,24,10.781452
40.755417,24,10.892474
29.539997,24,10.982635
36.454132,24,11.12956
43.362055,24,11.251846
45.853093,24,11.351687
47.686806,24,13.206754
41.210092,24,13.32343
21.39455,24,13.442199
32.844568,24,13.529642
49.777722,24,13.616703
45.665794,24,13.721483
32.800111,24,13.803505
45.796591,24,13.877854
34.842349,24,14.017077
31.624895,24,14.108926
46.74903,24,14.226766
60.147422,24,14.301416
46.893523,24,14.387288
47.408384,24,14.524776
54.078699,24,14.627502
37.042667,24,14.703429
59.743934,24,14.829441
51.185786,24,14.914095
49.241628,24,15.043495
59.105877,24,15.134032
51.286948,24,15.211056
29.469301,24,15.320425
50.749993,24,15.405276
48.650266,24,15.491568
28.659193,24,15.614851
44.92537,24,15.690349
37.323785,24,15.813153
59.454655,24,15.891535
54.440274,24,15.967026
60.156925,24,16.11308
63.469564,24,16.207929
54.651253,24,16.291478
59.940344,24,16.4292
53.460465,24,16.506709
52.312738,24,16.628966
57.679319,24,16.712923
57.174619,24,16.798193
55.177657,24,16.911435
62.283185,24,16.982162
58.051016,24,17.063519
59.34883,24,17.200381
35.042333,24,17.289322
52.18784,24,17.413563
58.843118,24,17.507045
65.490976,24,17.602743
59.49733,24,17.728615
55.426565,24,17.815989
34.757568,24,17.899487
62.483292,24,18.044556
52.014082,24,18.128865
52.212851,24,18.248898
42.393655,24,18.328233
65.580522,24,18.418438
45.562656,24,18.534163
43.00586,24,18.626928
47.271504,24,18.713834
56.507694,24,18.827481
45.757727,24,18.91058
57.109383,24,19.065
47.274565,24,19.159213
66.713866,24,19.256103
52.145924,24,19.372764
56.428642,24,19.457043
61.198251,24,19.53177
56.486895,24,19.655416
59.504093,24,19.73197
49.986859,24,19.858829
57.228113,24,19.950603
65.124809,24,20.062306
51.441304,24,20.212016
57.898261,24,20.326106
65.18749,24,20.433825
63.60703,24,20.600668
60.629852,24,20.707457
62.790093,24,20.861409
58.452777,24,20.980914
64.90767,24,21.087659
59.352186,24,21.253959
48.719871,24,21.374121
44.719432,24,21.479052
57.305144,24,21.71457
49.175882,24,21.816629
65.878016,24,21.974372
68.251785,24,22.099772
62.463221,24,22.206418
70.218816,24,22.351043
58.892141,24,22.46054
62.174023,24,22.548625
58.104447,24,22.704355
67.57165,24,22.828276
