#{"t_start": 1773781770.8732946, "env_id": "None"}
r,l,t
-59.082002,24,0.745542
-62.041543,24,0.877145
-59.579666,24,1.877301
-50.307651,24,2.026851
-64.487047,24,2.22185
-55.616157,24,2.383379
-51.709537,24,2.475648
-48.28728,24,2.552489
-49.585759,24,2.676845
-51.027175,24,2.767934
-65.65604,24,2.905132
-53.242731,24,2.984169
-52.384948,24,3.060415
-70.714537,24,3.182852
-48.712852,24,3.260037
-52.024356,24,3.342019
-62.089044,24,3.486521
-56.901257,24,3.554473
-48.401398,24,3.665921
-64.52189,24,3.754967
-51.230475,24,3.854514
-57.982037,24,3.968328
-43.664023,24,4.038962
-57.527328,24,4.111718
-50.924792,24,4.312555
-53.777124,24,4.412013
-58.997221,24,4.536941
-44.263177,24,4.632442
-57.164349,24,4.709348
-51.866244,24,4.854778
-43.206166,24,4.969609
-51.881702,24,5.059659
-51.77491,24,5.237724
-54.056244,24,5.335698
-39.231003,24,5.475671
-54.489809,24,5.572664
-40.278653,24,5.665496
-58.794884,24,5.801395
-56.049949,24,5.875653
-60.713039,24,5.971192
-60.542336,24,6.146501
-51.976618,24,6.244201
-49.071812,24,6.379107
-46.135398,24,6.477196
-45.143012,24,6.572269
-51.502041,24,6.737357
-73.130077,24,6.829668
-61.152348,24,6.917399
-44.626013,24,7.072121
-55.003034,24,7.160393
-54.160838,24,7.30311
-55.575312,24,7.405864
-60.643062,24,7.500369
-47.43525,24,7.646047
-44.041047,24,7.739395
-71.079357,24,7.82631
-50.682275,24,7.984221
-52.102834,24,8.079523
-44.184062,24,8.214635
-47.423378,24,8.30104
-42.498469,24,8.378818
-51.258548,24,8.50533
-64.481996,24,8.578656
-52.997786,24,8.644586
-58.831806,24,8.784634
-42.524616,24,8.868811
-53.543241,24,8.990406
-50.68661,24,9.06603
-49.358149,24,9.136966
-49.232673,24,9.256219
-43.014185,24,9.330909
-45.521037,24,9.399305
-66.318936,24,9.513417
-51.89705,24,9.59111
-53.141262,24,9.697889
-43.486996,24,9.779602
-50.420072,24,9.857397
-40.79854,24,9.969258
-53.934726,24,10.049381
-53.185358,24,10.121703
-59.02927,24,10.25046
-49.539673,24,10.328241
-58.641932,24,10.442886
-45.282244,24,10.513537
-62.5442,24,10.587273
-64.925464,24,10.705992
-60.889469,24,10.775051
-53.215913,24,10.838053
-43.9478,24,10.942914
-51.689778,24,11.0106
-49.863332,24,11.113775
-43.441289,24,11.177761
-47.926604,24,11.256299
-43.893454,24,11.381655
-57.694348,24,11.460038
-44.040368,24,11.529535
-49.590623,24,11.640362
-52.281693,24,11.707342
-46.076326,24,11.824547
-57.62368,24,11.899245
-48.143387,24,11.992067
-40.612813,24,12.108017
-52.236427,24,12.17365
-50.536165,24,12.239112
-63.447643,24,12.367874
-59.576051,24,12.452856
-55.839096,24,12.578207
-55.954264,24,12.667781
-54.455839,24,12.748065
-44.747625,24,12.887622
-49.43605,24,12.978601
-60.616716,24,13.10448
-38.714778,24,13.235275
-44.449033,24,13.315396
-36.4279,24,13.42661
-61.321813,24,13.494654
-54.129521,24,13.563691
-45.699833,24,13.681443
-58.194685,24,13.805896
-39.238623,24,13.882991
-47.956937,24,14.007575
-62.712252,24,14.077929
-53.921404,24,14.2018
-50.044122,24,14.285674
-37.425428,24,14.373208
-49.411445,24,14.494521
-42.083998,24,14.579422
-40.549916,24,14.682434
-46.640245,24,14.811143
-39.554581,24,14.904282
-43.244441,24,16.897622
-42.095035,24,17.127678
-56.730025,24,17.239235
-36.584333,24,17.401142
-47.937943,24,17.502597
-50.694897,24,17.618459
-46.532223,24,17.853696
-46.441869,24,17.991627
-51.294365,24,18.173131
-36.303197,24,18.30274
-39.609542,24,18.403538
-39.901861,24,18.570628
-43.611199,24,18.689301
-36.881238,24,18.792056
-51.72754,24,18.97455
-42.752529,24,19.094228
-59.598732,24,19.27744
-38.917717,24,19.357719
-52.041546,24,19.434779
-42.006207,24,19.616311
-36.432888,24,19.769739
-47.357032,24,19.859058
-36.30002,24,19.974417
-46.906101,24,20.096018
-31.62656,24,20.258043
-37.14824,24,20.337674
-36.933876,24,20.461645
-56.945998,24,20.57463
-53.229384,24,20.669009
-52.442236,24,20.768687
-56.973784,24,20.931084
-51.237913,24,21.015523
-44.055333,24,21.127419
-55.445446,24,21.206666
-44.543634,24,21.294942
-47.070792,24,21.413512
-51.817737,24,21.496742
-49.2218,24,21.60456
-48.80339,24,21.77296
-45.692577,24,21.852623
-43.848161,24,21.982397
-45.481488,24,22.089842
-47.706847,24,22.183285
-51.385542,24,22.306971
-55.181009,24,22.392014
-36.546179,24,22.47038
-47.918662,24,22.605344
-46.1367,24,22.710458
-50.920462,24,22.925935
-42.098576,24,23.061575
-47.517745,24,23.205576
-46.827024,24,23.376755
-61.205163,24,23.489839
-41.478584,24,23.63883
-44.514673,24,23.869316
-46.469528,24,24.00367
-45.070182,24,24.206559
-51.499535,24,24.462653
-44.74663,24,24.640253
-53.542596,24,24.843152
-49.378193,24,24.983372
-45.844397,24,25.080079
-58.312063,24,25.284025
-53.120773,24,25.443744
-49.641667,24,25.613823
-61.09033,24,25.752448
-48.364118,24,25.8752
-51.784981,24,26.048015
-53.155319,24,26.158322
-48.973959,24,26.257575
-51.808557,24,26.42929
-47.624238,24,26.526026
-41.232617,24,26.693496
-53.169345,24,26.818597
-44.508156,24,26.952326
-51.889291,24,27.145886
-48.291235,24,27.273663
-51.010739,24,27.363584
-43.251882,24,27.574314
-63.52141,24,27.767802
