#{"t_start": 1773781427.603938, "env_id": "None"}
r,l,t
-15.274761,24,0.090874
-44.296752,24,0.16464
-59.561898,24,0.301727
-28.161096,24,0.409775
-41.603301,24,0.499875
-45.053051,24,0.607626
-17.921035,24,0.675446
-30.168326,24,0.739865
-15.614022,24,0.977545
-9.506021,24,1.081457
-7.571085,24,1.217654
-42.566703,24,1.323933
-12.982011,24,1.415678
-12.510346,24,1.530556
-14.351887,24,1.620113
-43.865046,24,1.765493
-50.056382,24,1.941
-21.269545,24,2.047427
-29.614188,24,2.204793
-37.767364,24,2.314536
-28.165895,24,2.404643
-37.028125,24,2.616106
-34.726771,24,2.739106
-25.898309,24,2.899597
-34.801591,24,3.056354
-47.794307,24,3.185874
-32.231172,24,3.297486
-48.904226,24,3.382966
-26.028728,24,3.449421
-47.93233,24,3.559033
-29.071191,24,3.652488
-53.607999,24,3.742551
-23.73392,24,3.894062
-12.500462,24,4.015421
-18.041647,24,4.156729
-29.920837,24,4.251203
-33.075575,24,4.348758
-29.932009,24,4.48698
-29.493044,24,4.560783
2.398096,24,4.640957
-25.281642,24,4.767439
-16.819882,24,4.839265
-2.585193,24,4.951292
-10.413439,24,5.028515
-13.749535,24,5.120076
-9.009526,24,5.244095
-5.347699,24,5.331463
6.993463,24,5.42392
-21.586553,24,5.583365
-15.348683,24,5.66967
-4.390571,24,5.77627
-6.26251,24,5.844766
3.897562,24,5.949223
-19.146961,24,6.08169
-14.297503,24,6.162763
-25.802476,24,6.251536
-5.223484,24,6.379874
-0.91508,24,6.46897
-1.207714,24,6.585266
-27.687294,24,6.662114
7.342874,24,6.737397
3.370574,24,6.862547
-24.147476,24,6.959715
8.216756,24,7.043987
6.31975,24,7.194802
1.39005,24,7.283525
10.762114,24,7.411225
0.672846,24,7.512188
-3.791688,24,7.594439
15.8005,24,7.75205
-36.853265,24,7.845149
7.764436,24,7.940067
-1.820245,24,8.11186
8.37546,24,8.235995
6.475852,24,8.362897
4.679577,24,8.515646
-6.049847,24,8.59783
10.367396,24,8.826161
22.681373,24,8.934735
-25.08171,24,9.062192
7.828803,24,9.2541
3.168681,24,9.474988
-5.817631,24,11.914129
4.081343,24,12.086963
-12.123164,24,12.2023
-23.141986,24,12.398027
-5.685776,24,12.530935
-12.339825,24,12.62676
-10.05464,24,12.792945
-17.326235,24,12.90009
-21.317822,24,13.051826
-13.011144,24,13.172695
-26.865895,24,13.26423
-13.724271,24,13.385856
-4.469981,24,13.48455
-14.424639,24,13.573805
1.813361,24,13.700809
-23.170853,24,13.796018
4.338379,24,13.92676
12.912033,24,14.018795
11.150892,24,14.105056
11.09177,24,14.248965
3.372464,24,14.36551
9.115378,24,14.459668
21.464624,24,14.632228
15.068273,24,14.723805
6.363662,24,14.880209
14.065267,24,14.988294
-6.741474,24,15.080446
11.850307,24,15.209502
17.082642,24,15.330656
6.776201,24,15.415024
18.381272,24,15.572815
14.728398,24,15.663393
12.6044,24,15.804611
8.325647,24,15.893885
8.263224,24,16.002097
7.681452,24,16.134745
22.821472,24,16.251447
12.530596,24,16.334736
14.527751,24,16.475316
17.953469,24,16.581904
11.839136,24,16.704302
29.265545,24,16.803525
16.179559,24,16.903556
18.547598,24,17.043521
10.549689,24,17.134308
5.371093,24,17.222708
11.045778,24,17.360617
10.871507,24,17.473212
12.830611,24,17.593296
3.585795,24,17.685037
24.682517,24,17.772402
12.465654,24,17.932864
1.456111,24,18.051569
15.359628,24,18.139049
18.713471,24,18.292764
14.406652,24,18.397884
13.434643,24,18.535764
15.927045,24,18.668016
19.298417,24,18.761769
17.322408,24,18.908362
17.812291,24,18.996418
21.858564,24,19.094362
20.567991,24,19.250833
16.629683,24,19.343165
13.71345,24,19.478752
1.755093,24,19.565861
15.734705,24,19.673253
11.182474,24,19.81945
20.93123,24,19.943289
-3.195391,24,20.028659
19.940527,24,20.23011
18.070908,24,20.328557
7.97488,24,20.469756
11.766359,24,20.596212
14.637131,24,20.695375
23.864427,24,20.858929
20.532501,24,20.969157
19.03658,24,21.082721
3.797096,24,21.265579
27.976216,24,21.367665
24.488838,24,21.518831
19.333166,24,21.641771
8.2743,24,21.766798
15.988589,24,21.950977
23.834062,24,22.07611
17.720205,24,22.166279
17.650885,24,22.321121
0.290189,24,22.413252
17.631432,24,22.533354
25.131402,24,22.630376
26.060724,24,22.729748
16.673305,24,22.875347
21.255578,24,22.984027
20.626174,24,23.093236
22.505478,24,23.283713
23.27421,24,23.421694
10.695508,24,23.587204
28.594215,24,23.696799
13.255406,24,23.776719
16.956254,24,23.920856
18.044338,24,24.056412
21.50528,24,24.158412
27.430752,24,24.303488
10.66773,24,24.384022
24.522177,24,26.452161
26.22428,24,26.609617
22.946082,24,26.738653
17.931338,24,26.917368
17.425305,24,27.01344
18.884952,24,27.125354
29.707334,24,27.367766
17.066399,24,27.487189
18.873972,24,27.673291
27.61689,24,27.798303
16.902077,24,27.913005
18.544253,24,28.095154
16.405239,24,28.494787
27.636128,24,28.731302
26.477722,24,30.575959
22.714507,24,30.720443
20.009523,24,30.903687
14.683927,24,31.027593
21.967668,24,31.126909
20.063495,24,31.245147
21.101739,24,31.345227
24.867664,24,31.443124
22.216253,24,31.583796
17.390844,24,31.674679
