#{"t_start": 1773781523.340368, "env_id": "None"}
r,l,t
4.039369,24,0.07482
0.112651,24,0.139295
14.113745,24,0.245939
23.18841,24,0.320651
14.175715,24,0.440202
38.416008,24,0.553314
10.227323,24,0.621348
28.233365,24,0.681455
7.02602,24,0.774459
3.592168,24,0.851454
3.296304,24,0.985296
28.642784,24,1.050064
9.559414,24,1.118481
10.509931,24,1.218051
38.586224,24,1.299705
15.044078,24,1.367978
6.399375,24,1.498653
-7.128668,24,1.566447
7.858774,24,1.669531
7.235794,24,1.75095
7.502029,24,1.817581
38.62554,24,1.934085
-0.35609,24,2.000149
14.926652,24,2.071837
18.024357,24,2.199681
15.766602,24,2.280988
18.851844,24,2.39755
52.601861,24,2.496083
9.25022,24,2.581133
30.441473,24,2.692454
32.030544,24,2.778101
8.748969,24,2.863917
13.042105,24,3.038627
23.892665,24,3.117852
42.637524,24,3.239733
31.455661,24,3.310579
26.212838,24,3.386539
27.977001,24,3.536668
32.114219,24,3.603984
42.59923,24,3.672483
17.646523,24,3.79883
27.127532,24,3.873993
28.826024,24,3.987412
25.837222,24,4.055989
28.572092,24,4.131109
12.285049,24,4.236141
8.840025,24,4.302287
42.25882,24,4.379411
45.833183,24,4.504594
10.209177,24,4.591831
48.67588,24,4.702398
28.867511,24,4.773991
31.102019,24,4.862007
37.959395,24,4.971781
49.183932,24,5.043707
25.607664,24,5.113783
11.977109,24,5.223334
33.037696,24,5.305372
20.681246,24,5.420401
57.265965,24,5.518953
37.055862,24,5.600976
24.874664,24,5.732916
41.803815,24,5.822289
54.675947,24,5.895035
41.123004,24,6.00267
55.605523,24,6.072291
24.100202,24,6.195178
26.042502,24,6.287181
58.77829,24,6.371857
19.392644,24,6.49258
49.244463,24,6.568855
30.770791,24,6.637748
47.287372,24,6.75413
45.797144,24,6.823815
36.72033,24,6.937735
24.904079,24,7.041535
49.251731,24,7.129745
44.468406,24,7.3956
29.975049,24,7.556693
34.226163,24,7.708591
49.562552,24,9.158949
37.577194,24,9.319478
47.403699,24,9.49786
52.713427,24,9.61001
47.071207,24,9.702718
53.648167,24,9.804956
46.730223,24,9.902554
56.407917,24,9.971378
50.164738,24,10.090361
38.172981,24,10.181861
53.235352,24,10.323818
50.435914,24,10.410948
42.163139,24,10.495029
53.642597,24,10.614264
36.495906,24,10.703558
50.792311,24,10.803386
56.88554,24,10.925374
30.38893,24,11.016063
22.654742,24,11.138358
41.788155,24,11.220259
47.780482,24,11.291679
50.595829,24,11.412165
45.838428,24,11.491445
39.198236,24,11.581699
25.99585,24,11.696654
35.653737,24,11.770407
52.308432,24,11.88307
48.823109,24,11.986089
38.396729,24,12.065857
53.44696,24,12.186949
63.328534,24,12.274384
36.077543,24,12.350555
50.633817,24,12.460286
54.180756,24,12.548213
57.829591,24,12.679525
39.56375,24,12.759686
69.107608,24,12.834777
68.042448,24,12.942955
51.821635,24,13.031019
57.594697,24,13.123555
59.118703,24,13.265736
42.183844,24,13.36606
62.169882,24,13.472827
33.645398,24,13.556847
55.368928,24,13.651443
73.106756,24,13.761051
52.53798,24,13.855626
70.540834,24,13.948125
58.739038,24,14.081769
48.685439,24,14.174631
43.688255,24,14.281914
54.309095,24,14.366129
44.049384,24,14.446225
50.22481,24,14.592481
50.297471,24,14.679535
61.015897,24,14.760947
57.973283,24,14.879187
49.943774,24,14.970967
51.377487,24,15.09219
48.60613,24,15.166416
43.161778,24,15.2515
49.913951,24,15.381457
53.112559,24,15.47541
48.431262,24,15.558294
40.137094,24,15.678448
64.759953,24,15.751487
56.600008,24,15.883808
68.949096,24,15.988518
59.526594,24,16.088464
64.712106,24,16.224503
60.178644,24,16.31699
67.642261,24,16.408907
55.179124,24,16.538419
52.315535,24,16.639369
58.484315,24,16.766136
65.965219,24,16.853208
61.814153,24,16.946803
61.509905,24,17.070843
45.235818,24,17.159236
50.499752,24,17.257513
66.661617,24,17.394509
55.295677,24,17.477695
47.018568,24,17.594186
55.278565,24,17.695631
65.542612,24,17.781703
63.450277,24,17.907291
57.522865,24,18.02935
59.501171,24,18.11551
60.036539,24,18.258019
60.659498,24,18.345237
62.176194,24,18.482733
63.542916,24,18.573085
64.226112,24,18.664271
58.819399,24,18.803414
59.399136,24,18.898258
52.899641,24,18.992388
60.645007,24,19.106881
56.419117,24,19.196488
57.387962,24,19.313798
62.735974,24,19.414414
65.127079,24,19.494195
50.236926,24,19.623224
58.592291,24,19.725468
64.565686,24,19.814733
59.481774,24,19.963141
58.667836,24,20.076643
58.587173,24,20.24276
56.55736,24,20.364593
66.930751,24,20.473572
64.509316,24,20.589443
51.325679,24,20.686846
69.858602,24,20.776324
58.887929,24,20.909095
65.664184,24,21.030314
63.031694,24,21.197644
53.309287,24,21.313814
61.477731,24,21.399627
65.084854,24,21.530697
66.678795,24,21.628547
67.12763,24,21.722399
66.553319,24,21.888089
60.424598,24,22.010349
63.499812,24,22.165207
62.179315,24,22.422197
65.120707,24,22.616363
67.128967,24,24.254642
66.35708,24,24.443819
61.911977,24,24.569706
71.687935,24,24.716754
60.670295,24,24.836434
