#{"t_start": 1773715935.6269445, "env_id": "None"}
r,l,t
-22.753786,24,0.078996
-28.275156,24,0.167404
-37.00959,24,0.286036
-22.833889,24,0.354824
-32.35733,24,0.443117
-34.557014,24,0.546632
-10.349364,24,0.617547
-24.235788,24,0.687086
-13.308566,24,0.826639
-19.405229,24,0.9262
-20.504135,24,1.164491
-18.086797,24,1.299526
-19.392782,24,1.455445
-23.512359,24,1.645717
-22.437009,24,1.757785
-19.985551,24,1.834852
-35.494705,24,1.981271
-16.306552,24,2.072532
-26.331529,24,2.217129
-39.334645,24,2.328578
-24.836082,24,2.447728
-31.053365,24,2.635284
-15.373046,24,2.767286
-32.366668,24,2.858062
-39.250919,24,3.011766
-19.302409,24,3.113868
-22.38816,24,3.240081
-26.397598,24,3.326991
-1.120234,24,3.422092
-23.988274,24,3.550887
-12.902802,24,3.628082
-31.149455,24,3.704242
-37.209611,24,3.821451
-20.357027,24,3.908154
-19.325338,24,4.036351
-34.377831,24,4.111402
-31.766904,24,4.200273
-15.890479,24,4.322346
-35.633207,24,4.406192
-22.091362,24,4.48218
-30.128284,24,4.633303
-36.836258,24,4.706632
-27.436885,24,4.833167
-18.310308,24,4.916243
-13.197874,24,4.994818
-19.030247,24,5.131535
-18.356618,24,5.225414
-22.4982,24,5.314419
-15.814996,24,5.451739
-24.179656,24,5.539787
-9.754066,24,5.664957
-20.500679,24,5.75773
-12.601984,24,5.853595
-9.880705,24,6.00337
-14.579325,24,6.083007
-22.68237,24,6.159692
-18.253233,24,6.296029
-17.340022,24,6.384703
-3.805018,24,6.50317
-11.35813,24,6.591092
-14.294926,24,6.674583
0.699326,24,6.797023
-15.560448,24,6.885983
-10.983665,24,6.960452
-13.740007,24,7.076898
-2.413089,24,7.152286
-17.015402,24,7.260119
-15.744435,24,7.350032
-14.180159,24,7.424727
5.121296,24,7.563699
-23.077756,24,7.655856
-4.515671,24,7.735445
-18.096027,24,7.873151
7.396439,24,7.9728
-7.784593,24,8.102325
4.023533,24,8.1971
-3.485948,24,8.286092
-4.883476,24,8.409773
0.875821,24,8.492709
-2.750145,24,8.571727
-0.949532,24,8.693796
-12.972623,24,8.772603
6.201701,24,8.893145
-4.257947,24,8.970887
-0.269442,24,9.052146
-13.435958,24,9.158751
1.979516,24,9.258567
-11.419441,24,9.337272
-4.031237,24,9.487516
1.050103,24,9.604466
2.211957,24,9.772985
-13.105255,24,9.892898
4.121297,24,10.000895
2.165788,24,12.264969
-4.721733,24,12.389507
-14.543373,24,12.501862
9.784359,24,12.636945
-0.576861,24,12.72481
7.100811,24,12.886032
5.846268,24,12.982845
8.129601,24,13.079928
5.684112,24,13.188313
-4.321598,24,13.275472
3.06863,24,13.357989
-1.628969,24,13.471551
1.060926,24,13.557882
0.609404,24,13.674257
-1.39766,24,13.756696
-10.241806,24,13.84515
7.590069,24,13.970177
11.798141,24,14.052033
3.505622,24,14.134449
1.958362,24,14.271499
7.747266,24,14.354795
13.48349,24,14.472688
6.02193,24,14.564281
7.849354,24,14.649085
10.145723,24,14.785599
11.774662,24,14.863604
15.107772,24,14.958775
9.140847,24,15.090758
11.096143,24,15.182101
8.646997,24,15.30116
7.930661,24,15.393896
5.18244,24,15.496359
3.464684,24,15.622644
6.234912,24,15.701396
2.242573,24,15.783346
7.725217,24,15.927083
6.798618,24,16.019424
16.980287,24,16.135228
-0.072483,24,16.221154
10.166379,24,16.323241
13.638904,24,16.463057
8.686252,24,16.550327
14.836999,24,16.633319
9.055437,24,16.774558
19.869314,24,16.888695
14.174492,24,17.036009
10.839278,24,17.15623
18.646698,24,17.257369
16.3584,24,17.374401
16.419129,24,17.46675
11.731323,24,17.553648
17.846702,24,17.679918
13.911957,24,17.769388
14.641262,24,17.891145
15.232619,24,17.982973
17.662727,24,18.077911
13.090748,24,18.207709
9.824003,24,18.313276
10.308614,24,18.398598
15.95119,24,18.528614
8.748321,24,18.604924
16.330986,24,18.734835
22.10893,24,18.832175
12.170544,24,18.928037
21.446061,24,19.048284
16.292828,24,19.129837
16.168112,24,19.2153
12.083904,24,19.351096
15.13649,24,19.442988
11.567685,24,19.565796
19.71847,24,19.654143
16.959818,24,19.7491
13.391903,24,19.885043
14.123166,24,19.971586
18.386865,24,20.056386
19.604133,24,20.183171
13.446621,24,20.267159
21.945643,24,20.392447
17.221968,24,20.498022
21.141772,24,20.593834
21.620738,24,20.727015
20.229039,24,20.816108
18.552571,24,20.903266
23.069974,24,21.023739
26.513427,24,21.117228
15.84828,24,21.240597
24.174278,24,21.344433
16.380513,24,21.438506
24.920328,24,21.570724
25.174015,24,21.677607
22.682259,24,21.761466
20.938914,24,21.920206
23.163603,24,22.00834
16.233779,24,22.136952
20.812429,24,22.227915
18.599733,24,22.310686
21.945647,24,22.42423
28.130926,24,22.519529
26.215866,24,22.597834
26.237368,24,22.726887
18.53041,24,22.834639
20.796348,24,22.959807
23.249963,24,23.056427
22.434216,24,23.154466
16.474784,24,23.291237
24.696363,24,23.399001
23.416732,24,23.481266
30.369133,24,23.625199
27.320748,24,23.73396
24.648919,24,23.870827
28.487057,24,23.966588
22.451435,24,24.062528
29.560052,24,24.197546
23.488195,24,24.290772
27.348927,24,24.376126
28.532419,24,24.499794
22.94051,24,24.612076
