#{"t_start": 1773781680.4360826, "env_id": "None"}
r,l,t
-19.877653,24,0.08505
-23.662416,24,0.15701
-38.909903,24,0.762576
-35.175053,24,0.924445
-23.716878,24,1.056871
-17.628419,24,2.472859
-19.015503,24,2.612195
-27.379597,24,2.710037
-27.572381,24,2.832664
-24.68957,24,2.92803
-29.003037,24,3.067197
-20.857082,24,3.160931
-25.744421,24,3.239957
-32.307703,24,3.342708
-39.359409,24,3.414977
-24.690754,24,3.476104
-37.148513,24,3.615696
-6.923087,24,3.697587
-34.790044,24,3.822684
-27.635192,24,3.906924
-29.975418,24,3.97614
-19.333998,24,4.090541
-29.591654,24,4.164113
-43.69532,24,4.238644
-28.810837,24,4.368169
-27.975682,24,4.452329
-33.210639,24,4.587649
-39.522521,24,4.688445
-15.399445,24,4.779599
-22.969515,24,4.915225
-36.094899,24,4.992997
-29.043165,24,5.065024
-15.341529,24,5.204805
-25.17211,24,5.312953
-32.633422,24,5.435547
-31.227529,24,5.501171
-13.897201,24,5.57897
-45.326092,24,5.696591
-21.606227,24,5.76607
-20.951731,24,5.849193
-29.728006,24,5.993822
-35.840643,24,6.08072
-30.015627,24,6.205103
-31.417616,24,6.293175
-45.15367,24,6.366925
-29.118544,24,6.500368
-24.157776,24,6.595453
-18.467696,24,6.676956
-26.751569,24,6.804711
-30.494781,24,6.903426
-41.678588,24,7.031497
-26.074334,24,7.108665
-28.201586,24,7.191091
-31.79497,24,7.29973
-22.557237,24,7.372721
-16.468917,24,7.458077
-27.303767,24,7.619309
-17.527723,24,7.694069
-12.387093,24,7.80203
-43.838886,24,7.891727
-20.80301,24,7.974939
-14.765299,24,8.095869
-21.208366,24,8.162702
-24.373407,24,8.25043
-24.002696,24,8.389941
-35.141706,24,8.465922
-12.237461,24,8.590569
-29.232453,24,8.690506
-30.469098,24,8.771544
-25.990847,24,8.899753
-24.421758,24,8.983689
-31.654476,24,9.055429
-25.710405,24,9.201142
-37.355803,24,9.290953
-18.544927,24,9.401495
-28.016836,24,9.485072
-17.453956,24,9.559158
-28.052225,24,9.706199
-39.462669,24,9.797129
-20.260048,24,9.868124
-27.56458,24,9.986275
-22.705332,24,10.069835
-21.943684,24,10.168606
-29.318646,24,10.24653
-34.109665,24,10.325749
-35.29061,24,10.45606
-10.820107,24,10.53109
-25.233074,24,10.60724
-27.438964,24,10.720083
-23.673892,24,10.79761
-30.387661,24,10.919238
-15.995529,24,10.997227
-26.354534,24,11.084723
-19.367213,24,11.20974
-29.843513,24,11.291767
-27.991507,24,11.368949
-16.962223,24,11.473368
-10.77415,24,11.550761
-25.879139,24,11.698549
-30.759942,24,11.803105
-21.893832,24,11.909192
-11.0072,24,12.068011
-31.723033,24,12.180969
-31.389662,24,12.244095
-20.016425,24,12.362918
-13.245627,24,12.433421
-19.468993,24,12.550983
-18.144189,24,12.647182
-40.766867,24,12.734881
-21.767135,24,12.872397
-16.420296,24,12.973688
-28.772471,24,13.06439
-28.877925,24,13.223036
-10.713354,24,13.307843
-16.466477,24,13.415189
-29.002176,24,13.482375
-17.435877,24,13.571246
-24.662834,24,13.684425
-21.084325,24,13.762975
-25.073177,24,13.863324
-4.72262,24,14.05807
-16.627755,24,14.141134
-27.807057,24,14.266347
-17.733484,24,14.346285
-33.976076,24,14.428937
-9.617156,24,14.569036
-14.816973,24,14.692253
-15.202917,24,14.774494
-15.225397,24,14.943135
-17.587596,24,15.061747
-18.256566,24,15.206508
-25.678652,24,15.393936
-10.931993,24,15.514836
-24.579348,24,17.331357
-18.675021,24,17.417639
-23.103686,24,17.495844
-7.809676,24,17.642754
-16.358545,24,17.76791
-10.120005,24,17.908627
-16.454515,24,18.029819
-9.44207,24,18.123601
-7.892415,24,18.276565
-10.537941,24,18.370968
-2.779558,24,18.468032
-6.042602,24,18.605732
0.443095,24,18.694074
-9.569235,24,18.893134
-8.769614,24,19.020277
-18.308161,24,19.124905
-8.192873,24,19.305127
-5.873102,24,19.433673
-21.05118,24,19.524482
-16.454048,24,19.71384
2.174473,24,19.848025
-8.031448,24,20.078687
-11.228262,24,20.19901
-11.038162,24,20.306691
-1.887119,24,20.462506
-1.760719,24,20.600729
4.957075,24,20.716886
-9.225679,24,20.929164
5.688434,24,21.062411
1.007405,24,21.252428
-3.434007,24,21.397684
-2.061974,24,21.502888
-18.5121,24,21.668666
-12.289837,24,21.794277
-2.625799,24,21.881716
-6.834398,24,22.075444
-6.033758,24,22.166868
-9.497434,24,22.284996
4.229987,24,22.395537
-4.905152,24,22.493725
-17.065583,24,22.65431
-15.420173,24,22.764655
-20.973243,24,22.854454
8.498526,24,23.023866
-2.789273,24,23.134903
8.165071,24,23.303721
-6.66882,24,23.395633
-5.483356,24,23.499627
1.344631,24,23.651874
-7.411648,24,23.787353
-8.650884,24,23.87643
-8.60467,24,24.036072
-10.469673,24,24.139051
-6.414798,24,24.271341
0.692155,24,24.362955
0.190233,24,24.447661
-8.486683,24,24.58531
-7.839368,24,24.696424
3.266711,24,24.78713
-9.086869,24,24.937175
-0.517887,24,25.034461
-0.772837,24,25.181719
7.916341,24,25.279684
6.32064,24,25.387941
-4.384752,24,25.608346
9.815755,24,25.736053
-1.680599,24,25.86728
-7.436402,24,26.147821
-2.137293,24,26.25909
-0.814015,24,26.421121
-5.584631,24,26.55544
5.539952,24,26.650483
4.998188,24,26.811794
-1.353437,24,26.917707
-3.164417,24,27.013203
4.846057,24,27.176306
-5.304789,24,27.314579
