#{"t_start": 1773781372.024021, "env_id": "None"}
r,l,t
-20.765234,24,0.121011
-21.535618,24,0.209098
-18.335049,24,0.334615
-8.651422,24,0.418675
-23.911558,24,0.522183
0.088598,24,0.659746
-8.731753,24,0.740884
-9.843025,24,0.810854
-2.289605,24,0.919815
-9.664471,24,1.005089
-12.829702,24,1.137917
-4.307313,24,1.217303
0.098074,24,1.303701
-8.532437,24,1.431107
-13.466011,24,1.5074
-5.154152,24,1.575999
-13.880265,24,1.705604
4.954857,24,1.77975
-4.517578,24,1.909186
-8.685386,24,1.997389
-4.21917,24,2.070622
-11.371654,24,2.197281
-23.321436,24,2.276521
1.208838,24,2.366114
-16.736142,24,2.492788
-9.538321,24,2.570807
-7.693596,24,2.681888
5.903905,24,2.773305
-20.125285,24,2.848322
-17.311132,24,2.971974
5.637804,24,3.07489
-13.631032,24,3.155377
-9.65264,24,3.282813
-17.083976,24,3.381227
9.494968,24,3.514538
-7.237836,24,3.605052
-11.131848,24,3.70045
1.921529,24,3.832064
-17.709947,24,3.909632
-1.038494,24,3.990944
-15.38008,24,4.128092
-7.362043,24,4.214274
8.534663,24,4.341943
-13.43737,24,4.414951
-3.507397,24,4.50273
-17.864314,24,4.632199
-12.296957,24,4.720342
-2.627519,24,4.796477
-4.141462,24,4.915755
-15.878495,24,4.999727
9.057085,24,5.127851
-7.011655,24,5.221469
-7.539225,24,5.30957
4.084576,24,5.42673
10.140687,24,5.514544
-5.672985,24,5.605735
-10.801671,24,5.73324
0.419352,24,5.828364
-4.054398,24,5.944502
-18.03638,24,6.034905
-1.840965,24,6.155644
-1.945185,24,6.289423
-5.844007,24,6.39168
1.825155,24,6.463473
-9.44623,24,6.583209
-0.383368,24,6.686626
-6.200759,24,6.836574
-3.485612,24,6.961677
8.07423,24,7.045164
-2.366327,24,7.175929
4.064471,24,7.287484
-1.500733,24,7.391923
10.027995,24,7.556196
1.677114,24,7.670269
5.737947,24,7.858049
-5.429853,24,7.957746
18.53944,24,8.041667
5.539212,24,8.200909
3.412817,24,8.347012
-2.459617,24,8.433369
6.657911,24,8.584715
17.640686,24,8.70949
8.99965,24,8.859352
12.747163,24,8.960353
3.859866,24,9.053731
2.296329,24,9.204853
16.625795,24,9.32601
13.619354,24,9.416533
21.677364,24,9.547362
7.952679,24,9.640351
13.148492,24,9.805438
7.376388,24,9.92264
21.934475,24,10.02399
7.263822,24,10.160562
5.583266,24,10.253579
21.253964,24,10.369556
10.187942,24,10.581564
14.302674,24,10.720297
9.672776,24,10.939615
-3.132542,24,11.090439
25.39768,24,11.250546
14.320602,24,11.519985
14.487094,24,11.677021
12.321986,24,11.77044
18.956455,24,11.961226
12.012873,24,12.106961
16.900785,24,12.297708
15.515826,24,12.438392
14.478231,24,12.57432
22.061825,24,12.823807
19.199825,24,12.965949
4.523321,24,13.118119
20.228599,24,13.368009
11.437516,24,13.492919
23.720404,24,13.716449
12.48214,24,13.826345
21.790657,24,13.912657
2.856988,24,14.049986
25.3767,24,14.174998
24.833041,24,14.255629
16.299813,24,14.405855
24.150328,24,14.505549
24.56502,24,14.644025
18.144263,24,14.76972
24.658522,24,14.87891
28.764906,24,15.043642
14.39146,24,15.154661
11.799658,24,15.261959
19.180853,24,15.415917
23.205883,24,15.538354
9.309857,24,15.676685
29.068945,24,15.801159
18.403529,24,15.892262
20.577757,24,16.027645
23.246155,24,16.13589
27.82457,24,16.226918
32.091453,24,16.39883
22.148264,24,16.501773
22.098303,24,16.65776
24.493981,24,16.779664
16.584474,24,16.877644
25.012499,24,17.024484
21.19312,24,17.124427
22.412641,24,17.207938
12.788255,24,17.363369
35.288253,24,17.467449
12.648738,24,17.603194
27.396881,24,17.705495
24.142479,24,17.804205
15.520216,24,17.950823
30.764998,24,18.062872
21.247577,24,18.147366
28.781475,24,18.304933
23.030806,24,18.420765
23.670308,24,18.60657
34.31682,24,18.756078
33.82585,24,18.861073
30.741767,24,19.058332
31.849142,24,19.171245
24.699439,24,19.326673
27.181546,24,19.629409
26.190397,24,19.769948
28.304505,24,19.979065
27.563167,24,20.094487
26.345991,24,20.20182
24.398612,24,20.383542
20.277052,24,20.502067
31.213862,24,20.608
26.14749,24,20.797081
31.531482,24,20.912388
32.808167,24,21.086994
23.888823,24,21.205435
34.400465,24,21.343482
29.862056,24,21.543335
28.122233,24,21.664445
30.014001,24,21.75996
33.07953,24,21.939357
33.312559,24,22.039165
25.278296,24,22.184127
28.665493,24,22.297297
28.381189,24,22.398525
36.565694,24,22.551802
26.492731,24,22.656327
26.732906,24,22.737729
33.517084,24,22.904126
33.164401,24,23.046562
31.739302,24,23.227553
29.043008,24,23.41117
30.156896,24,23.604065
35.406753,24,23.895684
35.249429,24,24.017544
35.036312,24,24.131904
28.885482,24,24.322843
25.750166,24,24.461036
33.29161,24,24.640338
20.336422,24,24.783359
26.710943,24,24.878578
20.105751,24,25.0348
34.98886,24,25.212542
30.065505,24,25.349975
37.614957,24,25.526827
28.785421,24,25.630231
33.522388,24,25.79181
28.688569,24,25.91359
32.134825,24,26.003425
29.059813,24,26.171614
34.128085,24,26.293434
22.352611,24,26.369776
33.572207,24,26.541086
26.026453,24,26.652117
