#{"t_start": 1773781300.619566, "env_id": "None"}
r,l,t
4.782618,24,0.090486
-17.019673,24,0.198934
-24.994735,24,0.352209
-7.38782,24,0.442606
-16.824458,24,0.552511
-20.47007,24,0.687087
-8.569961,24,0.760776
-14.183221,24,0.834927
-5.561037,24,0.962302
-4.459687,24,1.042351
-9.335941,24,1.173661
-12.16477,24,1.257599
-12.192833,24,1.332884
-17.315617,24,1.440345
-9.279642,24,1.522126
-18.194728,24,1.591998
-14.993944,24,1.720825
-15.903278,24,1.798168
-18.028557,24,1.909101
-19.219066,24,1.986123
-2.009233,24,2.065014
-10.511512,24,2.199638
-15.362057,24,2.288193
-18.105845,24,2.366731
-18.122927,24,2.496493
-8.793986,24,2.583067
-15.696006,24,2.734794
-7.662822,24,2.84802
-3.701362,24,2.930795
-5.3478,24,3.07214
-2.114088,24,3.18504
-16.48844,24,3.261511
-17.667552,24,3.404576
14.553745,24,3.509532
-16.481523,24,3.646338
-11.783671,24,3.74496
0.441238,24,3.839706
-21.934179,24,3.965003
-0.427967,24,4.044005
-1.824696,24,4.134184
-2.118382,24,4.275437
-17.894727,24,4.359789
3.132872,24,4.498307
-10.831968,24,4.591254
-16.777336,24,4.680889
-7.920654,24,4.821262
-11.142172,24,4.925869
1.44914,24,5.010168
-6.013596,24,5.154574
-14.065174,24,5.246304
-6.910022,24,5.370762
-11.611262,24,5.475271
2.750924,24,5.57206
-8.101686,24,5.690717
-5.888076,24,5.784497
-17.099218,24,5.851691
-6.525259,24,5.974394
-7.488101,24,6.055302
2.252537,24,6.189877
-6.036728,24,6.269363
-1.635151,24,6.333697
6.019702,24,6.458385
-13.118133,24,6.552295
-0.65214,24,6.627649
2.500047,24,6.76057
-4.181222,24,6.852922
-2.264629,24,7.032316
5.257043,24,7.136403
-11.834054,24,7.226092
5.108581,24,7.363586
-5.280172,24,7.461493
2.034728,24,7.55083
-14.481347,24,7.708821
-7.035618,24,7.805777
-4.770678,24,7.942399
9.059856,24,8.051291
-5.286975,24,8.143951
2.382182,24,8.270408
2.368166,24,8.364871
-9.533272,24,8.443711
8.100069,24,8.589986
5.411537,24,8.666361
-6.155161,24,8.789459
8.231153,24,8.878605
-8.460886,24,8.955872
-5.682607,24,9.087811
-4.223469,24,9.188595
-10.625347,24,9.26935
-10.009466,24,9.413536
6.131242,24,9.514827
-14.088435,24,9.625612
0.091964,24,9.716901
4.246821,24,9.801806
2.519254,24,9.935428
0.835354,24,10.027539
9.85999,24,10.132785
7.360779,24,10.284559
3.658579,24,10.379051
1.670592,24,10.51526
2.901856,24,10.594157
5.07131,24,10.666627
3.009116,24,10.779153
9.315989,24,10.859185
4.252287,24,10.963051
13.280351,24,11.100487
5.524677,24,11.187995
7.259774,24,11.311956
4.508132,24,11.425652
-1.119436,24,11.500537
-0.273559,24,11.62571
10.630341,24,11.726623
8.277431,24,11.813827
11.721874,24,11.968816
11.473783,24,12.055315
8.146445,24,12.186852
5.228721,24,12.28059
11.775293,24,12.382025
8.916982,24,12.522442
7.679666,24,12.611547
4.658568,24,12.689788
9.378347,24,12.828785
10.209002,24,12.926191
7.235579,24,13.065534
9.894795,24,13.161172
10.546864,24,13.255794
14.600056,24,13.370546
7.269355,24,13.458267
9.637566,24,13.53607
10.661706,24,13.657102
8.628192,24,13.743819
10.914245,24,13.864836
13.103508,24,13.967653
13.201201,24,14.072314
14.741018,24,14.212359
14.118153,24,14.331544
15.193006,24,14.427173
16.121835,24,14.565863
14.997574,24,14.663137
15.88897,24,14.788159
10.095044,24,14.898202
15.425235,24,14.995119
15.706109,24,15.131125
11.442971,24,15.224521
12.807145,24,15.318292
16.981332,24,15.45439
14.946038,24,15.556591
14.173423,24,15.703072
16.828314,24,15.801862
17.840174,24,15.903729
13.141377,24,16.043122
16.042176,24,16.147878
17.457826,24,16.233515
15.129017,24,16.382745
13.681902,24,16.487455
16.308588,24,16.628726
24.43757,24,16.743548
21.302514,24,16.840672
18.05275,24,16.994927
18.443581,24,17.098399
22.124416,24,17.195323
18.884559,24,17.363667
17.096764,24,17.455646
19.250963,24,17.603259
17.557043,24,17.710835
14.2936,24,17.805449
17.871614,24,17.969253
19.382997,24,18.07019
22.415086,24,18.161114
15.723285,24,18.324336
18.648253,24,18.42407
22.017406,24,18.568204
19.785073,24,18.684811
23.014967,24,18.781322
20.327718,24,18.933903
14.467301,24,19.026417
19.531099,24,19.107099
20.484107,24,19.250928
24.16939,24,19.352619
17.123097,24,19.48583
19.356283,24,19.592314
17.997629,24,19.708845
23.771656,24,19.852222
20.396137,24,19.969362
21.151377,24,20.066327
20.516599,24,20.225172
20.554128,24,20.343677
20.306036,24,20.474124
19.606115,24,20.594511
19.908026,24,20.694303
20.093265,24,20.830079
22.274727,24,20.948419
23.100035,24,21.038619
18.74587,24,21.19075
18.34455,24,21.290484
21.404595,24,21.447058
22.223687,24,21.558318
20.795074,24,21.657348
19.311754,24,21.801895
20.822237,24,21.92357
22.992976,24,22.024618
22.495958,24,22.198069
21.564299,24,22.291972
21.420947,24,22.441444
23.767078,24,22.56264
19.939011,24,22.662508
19.539908,24,22.801318
22.637916,24,22.91238
20.686599,24,23.005253
21.830862,24,23.170764
22.316261,24,23.293786
