#{"t_start": 1773781460.6311314, "env_id": "None"}
r,l,t
-28.36315,24,0.114284
-19.700574,24,0.234807
-12.539714,24,0.412663
-14.866325,24,0.510985
-12.794861,24,0.616709
-27.546487,24,1.026114
-30.548452,24,1.563315
-11.930281,24,1.804396
-2.894542,24,2.943973
-11.468393,24,3.048376
-16.005031,24,3.266006
-10.126521,24,3.39687
-22.817226,24,3.479633
-30.292212,24,3.637009
2.295101,24,3.745647
-35.778925,24,3.812494
-16.126164,24,3.966073
-21.653825,24,4.050055
-28.156958,24,4.171971
-8.396239,24,4.274827
-8.23073,24,4.368083
-18.31966,24,4.50508
-33.154981,24,5.008233
3.827876,24,5.158705
-8.926528,24,6.981896
-21.813351,24,7.082601
-23.454237,24,7.221175
6.223002,24,7.321922
-5.814199,24,7.407449
-16.455193,24,7.540155
-26.099419,24,7.639772
-24.752781,24,7.719831
-14.711321,24,7.885012
-0.036893,24,7.999202
-10.932767,24,8.132679
-14.84712,24,8.203205
-34.601062,24,8.285702
17.33688,24,8.428886
-40.361544,24,8.519511
-8.746277,24,8.601158
-8.291773,24,8.750807
37.633558,24,8.836287
19.536066,24,8.972631
-18.781172,24,9.050023
10.784707,24,9.136321
-21.286137,24,9.240922
-7.675566,24,9.313761
16.48985,24,9.402621
6.785135,24,9.54265
8.203585,24,9.643704
-7.650134,24,9.781801
10.274712,24,9.870035
9.325694,24,9.982187
2.303372,24,10.123607
7.269128,24,10.221728
9.247398,24,10.322662
0.156225,24,10.488703
15.105536,24,10.582736
13.404238,24,10.72579
9.66214,24,10.819997
22.853068,24,10.902318
17.666292,24,11.033241
12.046067,24,11.132541
14.174152,24,11.201449
3.328461,24,11.322364
21.436574,24,11.403792
13.938481,24,11.544132
19.929506,24,11.644892
22.72998,24,11.738297
19.98194,24,11.852086
6.132722,24,11.931572
23.804686,24,12.034977
2.114164,24,12.1937
25.242453,24,12.290501
2.899999,24,12.425916
13.072436,24,12.552873
20.185848,24,12.652324
18.214179,24,12.792232
25.922485,24,12.90223
25.492431,24,12.981121
3.853117,24,13.150485
7.00964,24,13.273836
32.641453,24,13.480678
18.192994,24,13.626337
19.51308,24,13.743414
18.496734,24,13.929044
21.23356,24,14.070968
32.276703,24,14.237969
24.499346,24,14.384954
25.436431,24,14.510171
29.168027,24,14.722154
10.903128,24,14.847543
26.090371,24,14.939061
25.359494,24,15.11209
31.006189,24,15.280296
27.543914,24,15.439761
22.518485,24,15.663654
12.318407,24,15.821606
29.901293,24,15.956751
24.723155,24,16.073903
18.425761,24,16.169603
13.538363,24,16.295896
-4.256932,24,16.39565
28.24386,24,16.487335
27.295477,24,16.627834
30.901688,24,16.729528
-7.499144,24,16.867519
36.386008,24,16.975275
26.724287,24,17.062175
-1.021023,24,17.201135
37.142654,24,17.311456
34.696229,24,17.392078
31.544662,24,17.57861
37.761871,24,17.725981
32.133836,24,17.894229
19.03246,24,18.11662
22.10148,24,18.257334
25.755256,24,18.463934
37.341447,24,18.696224
28.585076,24,18.852645
26.346456,24,19.059478
34.554909,24,19.181658
32.571672,24,19.346638
18.163489,24,19.458734
28.20964,24,19.612216
39.881409,24,19.793723
31.514313,24,19.937481
29.497023,24,20.042113
31.934109,24,20.224083
33.351467,24,20.341892
20.06512,24,20.492864
30.902167,24,20.634614
20.213366,24,20.764819
38.65305,24,20.969912
33.263557,24,21.120455
21.655174,24,21.299257
37.496052,24,21.502623
31.636887,24,21.644921
31.32689,24,21.89639
36.815974,24,22.054674
37.299043,24,22.189465
37.803037,24,22.357669
37.104213,24,22.472586
42.205644,24,22.579397
36.903673,24,22.737726
37.87935,24,22.852301
39.479144,24,23.046228
36.353392,24,23.172471
37.991923,24,23.276351
25.458439,24,23.461874
34.067674,24,23.595503
33.005543,24,23.712865
28.138461,24,23.92499
26.974374,24,24.038878
26.253232,24,24.186452
31.359047,24,24.311713
29.6132,24,24.424434
36.699565,24,24.637983
27.482814,24,24.757182
32.984608,24,24.85896
34.195257,24,25.229877
25.55357,24,25.439258
30.222359,24,27.249773
35.569187,24,27.383499
35.963532,24,27.509392
37.521622,24,27.663471
23.760013,24,27.775129
29.982685,24,27.875163
36.896503,24,28.0495
31.314311,24,28.19973
34.568325,24,28.403502
30.784249,24,28.569653
32.741313,24,28.715236
30.69195,24,28.927324
29.407747,24,29.168364
27.534805,24,29.39797
30.109055,24,29.609989
26.047537,24,29.754213
25.445742,24,29.903644
30.203389,24,30.021324
28.518944,24,30.140554
26.463568,24,30.323593
35.96916,24,30.443324
35.514496,24,30.529496
30.001179,24,30.729944
35.679845,24,30.848998
27.649541,24,30.99448
38.516045,24,31.111879
38.611353,24,31.217265
36.796296,24,31.368534
29.996196,24,31.478451
31.750535,24,31.600506
36.606958,24,31.795609
36.81059,24,31.927152
37.363939,24,32.097996
36.081114,24,32.246485
30.886227,24,32.356221
36.072613,24,32.527966
31.86214,24,32.652259
34.839304,24,32.751068
34.775831,24,32.919543
27.607969,24,33.031818
27.746369,24,33.189892
34.003937,24,33.283928
37.879069,24,33.379194
30.978798,24,33.536582
38.966831,24,33.671359
36.405032,24,33.763863
33.558394,24,33.925834
36.385736,24,34.04136
