#{"t_start": 1773781324.988811, "env_id": "None"}
r,l,t
-12.428774,24,0.088753
-14.312008,24,0.187993
4.020354,24,0.315748
-10.193496,24,0.402922
3.143278,24,0.495335
1.111384,24,0.63605
-12.872104,24,0.732974
-3.707841,24,0.806629
-0.13113,24,0.914068
-10.263734,24,1.012081
-10.45851,24,1.144804
-3.554329,24,1.228343
-5.462069,24,1.312615
-15.794878,24,1.426757
3.884559,24,1.49962
-6.4879,24,1.578537
-6.998432,24,1.705551
-4.435143,24,1.787294
-15.44961,24,1.910701
-11.371661,24,2.006006
-6.862505,24,2.085813
-2.290455,24,2.207741
-11.529863,24,2.289787
-1.618557,24,2.373788
3.800782,24,2.517742
-6.052097,24,2.613012
-5.243811,24,2.727889
2.867955,24,2.812796
6.236876,24,2.894351
-1.918139,24,3.024652
-1.795603,24,3.122169
-7.250388,24,3.200382
-15.144835,24,3.324947
-3.468501,24,3.401253
10.145693,24,3.518373
2.764393,24,3.583467
-18.308541,24,3.660077
-3.325697,24,3.78209
-1.476323,24,3.855912
-14.967022,24,3.927812
4.11395,24,4.06144
5.664258,24,4.144087
-7.214536,24,4.275814
-10.563534,24,4.345334
-2.195926,24,4.431768
-14.07017,24,4.557537
1.744454,24,4.639817
7.825274,24,4.72163
3.016216,24,4.837155
-1.10914,24,4.908778
-5.616271,24,5.034935
4.074966,24,5.110934
-2.243615,24,5.191551
-6.731385,24,5.303152
0.256839,24,5.390063
2.661581,24,5.461303
-0.279741,24,5.602911
-4.366682,24,5.69201
0.871856,24,5.819224
3.009284,24,5.914281
-3.172355,24,6.009722
5.630382,24,6.163579
-0.27101,24,6.259757
6.119937,24,6.327442
6.957078,24,6.444421
9.195012,24,6.519889
-1.542863,24,6.644448
3.682039,24,6.776909
16.165593,24,6.893012
3.802559,24,7.320759
-1.974146,24,7.457098
5.88867,24,7.573455
4.270077,24,7.80016
-1.298468,24,7.893481
-16.213927,24,8.014679
7.611123,24,8.093766
5.930194,24,8.171988
5.083804,24,8.291629
14.259538,24,8.384255
16.737247,24,8.471354
-0.095109,24,8.609663
8.308976,24,8.688852
4.997103,24,8.811644
5.543133,24,8.885317
11.984232,24,8.958074
9.555939,24,9.082023
12.556889,24,9.155278
6.645742,24,9.229079
-1.037593,24,9.37126
10.306185,24,9.460731
11.786154,24,9.583725
21.688759,24,9.795305
7.643103,24,9.863941
14.566711,24,9.984577
15.86094,24,10.069725
9.81814,24,10.144348
13.298998,24,10.258514
1.325713,24,10.322031
5.635861,24,10.462599
8.946079,24,10.551355
20.745847,24,10.648038
16.749641,24,10.777009
9.18654,24,10.878359
16.964347,24,10.949299
12.102103,24,11.104552
16.260088,24,11.201468
10.608287,24,11.320276
20.413382,24,11.416219
16.372391,24,11.496837
9.947284,24,11.625076
26.741876,24,11.700255
12.009121,24,11.785308
17.821661,24,11.938106
24.47724,24,12.033215
21.670504,24,12.163939
10.273731,24,12.241599
11.696565,24,12.322192
13.313583,24,12.452154
22.836014,24,12.548615
28.354045,24,12.639678
22.535637,24,12.793148
14.181716,24,12.872242
19.81149,24,12.98947
7.744142,24,13.089486
20.865521,24,13.186969
16.923526,24,13.330574
15.596462,24,13.406364
18.568369,24,13.493518
22.06596,24,13.621338
23.187318,24,13.715228
23.554466,24,13.852157
26.859684,24,13.957144
8.752572,24,14.041039
26.755354,24,14.15887
17.234545,24,14.247074
26.062278,24,14.344852
30.410358,24,14.505926
20.110314,24,14.590759
28.302493,24,14.718167
21.989055,24,14.802656
22.83208,24,14.894242
15.63876,24,15.014049
24.531829,24,15.120349
25.667558,24,15.20891
23.610826,24,15.342256
23.454136,24,15.435519
13.120675,24,15.573601
23.80313,24,15.678959
24.391487,24,15.764343
24.990063,24,15.899726
23.164022,24,16.001734
25.210958,24,16.089862
23.342526,24,16.234143
22.498538,24,16.338685
19.852314,24,16.468715
23.886474,24,16.553025
32.442676,24,16.644026
25.252371,24,16.774765
25.755239,24,16.872543
28.550317,24,16.951689
26.917865,24,17.106863
19.711143,24,17.213077
32.021543,24,17.346266
24.596982,24,17.444687
27.636675,24,17.53506
27.845212,24,17.671111
21.785268,24,17.761771
24.630198,24,17.851068
25.40633,24,18.00507
21.072328,24,18.113562
28.690366,24,18.244705
25.653099,24,18.351448
26.313434,24,18.447125
26.639318,24,18.578767
27.208641,24,18.674798
24.03685,24,18.764524
30.617383,24,18.926651
27.886426,24,19.025898
29.385638,24,19.163533
27.276524,24,19.253922
26.60584,24,19.354914
25.535559,24,19.501388
30.579612,24,19.619433
26.76276,24,19.696006
29.70108,24,19.840124
32.631431,24,19.944449
30.887425,24,20.095013
28.470592,24,20.211801
32.644297,24,20.331983
30.934996,24,20.463702
28.050837,24,20.560419
30.80878,24,20.64249
28.628155,24,20.800495
28.235923,24,20.894132
31.223195,24,21.028728
32.632896,24,21.134748
35.254115,24,21.223046
35.104048,24,21.383904
28.332342,24,21.493785
25.901869,24,21.597229
29.729109,24,21.762468
27.041605,24,21.874559
30.31158,24,22.018829
30.84003,24,22.122563
33.574444,24,22.231627
27.395577,24,22.399847
34.313836,24,22.509336
28.045664,24,22.61434
29.510488,24,22.765443
31.296415,24,22.853796
