#{"t_start": 1773781124.894865, "env_id": "None"}
r,l,t
-18.617724,24,1.896949
-17.70488,24,1.96371
-22.176642,24,2.099604
-18.492717,24,2.209686
-24.643241,24,2.313378
-9.47854,24,2.460547
-14.640025,24,2.552904
-13.616468,24,2.630455
-17.545665,24,2.743464
-19.634663,24,2.832444
-24.686189,24,2.964894
-18.783255,24,3.080614
-12.604627,24,3.163084
-16.580323,24,3.287015
-19.268277,24,3.384437
-9.768996,24,3.454976
-6.774229,24,3.613356
-15.397685,24,3.708729
-21.544371,24,3.818576
-24.848489,24,3.891047
-13.055499,24,3.965146
-11.567173,24,4.084674
-2.797405,24,4.15566
-18.69507,24,4.225986
-13.156748,24,4.386766
-0.490918,24,4.482592
-2.599026,24,4.614011
-17.977309,24,4.713578
-20.41116,24,4.795722
-9.105688,24,4.917392
11.648232,24,5.029004
-14.869555,24,5.112883
3.641636,24,5.261199
-11.381053,24,5.354248
-15.067595,24,5.489096
-15.020922,24,5.583298
-1.173004,24,5.670754
1.573757,24,5.812099
6.511246,24,5.905253
-4.24789,24,5.985859
-9.517939,24,6.137876
-5.779727,24,6.229778
-3.276419,24,6.344314
-3.151628,24,6.422933
-8.908831,24,6.505872
-3.436325,24,6.662422
-20.468754,24,6.772255
-18.939892,24,6.864413
-10.960217,24,7.011597
-4.484815,24,7.109486
-4.293551,24,7.248645
-10.523603,24,7.374457
-6.596205,24,7.454997
6.702541,24,7.59147
7.560708,24,7.678247
-7.521974,24,7.75446
-4.620854,24,7.864564
7.436598,24,7.956889
-3.473496,24,8.073013
-4.202626,24,8.172208
6.97483,24,8.259057
1.126045,24,8.396968
2.619535,24,8.485481
-12.340566,24,8.550246
-8.274064,24,8.662889
15.093612,24,8.728767
4.716492,24,8.864896
1.90699,24,8.951948
-8.913543,24,9.022047
-0.603698,24,9.14155
11.620993,24,9.239964
6.478918,24,9.321873
4.708224,24,9.49738
13.253392,24,9.60666
12.253743,24,9.759436
-10.386918,24,9.847243
12.107977,24,9.938058
5.416792,24,10.069632
1.828434,24,10.165312
14.136723,24,10.279058
15.754161,24,10.435002
7.825604,24,10.519053
16.844627,24,10.64861
16.42576,24,10.747954
-7.417212,24,10.832253
14.068673,24,10.978225
11.483313,24,11.095428
5.410925,24,11.162698
14.526046,24,11.278659
20.039877,24,11.377848
21.10418,24,11.52137
13.784818,24,11.610137
-2.461317,24,11.699807
14.186712,24,11.870997
7.761262,24,11.968196
3.881744,24,12.068919
12.939589,24,12.221078
6.915501,24,12.304542
4.107036,24,12.444052
20.289924,24,12.553447
2.091646,24,12.643992
20.902312,24,12.806764
13.894283,24,12.908555
13.444916,24,12.987925
5.536244,24,13.134542
12.217037,24,13.230761
9.093974,24,13.365584
15.853708,24,13.475482
2.356562,24,13.5763
18.89348,24,13.711194
17.309328,24,13.799141
16.167215,24,13.894505
9.445743,24,14.022937
21.669497,24,14.101073
21.428879,24,14.242304
11.733207,24,14.316044
12.40758,24,14.411713
20.673123,24,14.550937
12.396282,24,14.651051
22.61867,24,14.738553
14.805338,24,14.889163
17.780299,24,15.001981
15.021657,24,15.139299
18.753684,24,15.245845
17.830147,24,15.338085
16.551902,24,15.4799
23.191619,24,15.581448
18.687989,24,15.672046
24.157057,24,15.83297
15.279553,24,15.952982
13.587358,24,16.103589
21.067716,24,16.213116
11.325062,24,16.299852
20.225816,24,16.441488
21.999406,24,16.566752
12.915015,24,16.664658
20.428527,24,16.841302
22.228926,24,16.936619
17.866973,24,17.078306
17.113759,24,17.186558
14.2888,24,17.269764
18.848115,24,17.397103
18.333554,24,17.531046
15.720382,24,17.612815
19.499874,24,17.76566
18.960089,24,17.855674
18.631468,24,17.990512
14.704283,24,18.099163
27.241981,24,18.204409
23.895608,24,18.36491
18.516418,24,18.477085
20.805793,24,18.576164
20.89294,24,18.735207
19.51396,24,18.836803
16.737832,24,18.969442
26.382482,24,19.053178
23.030041,24,19.155776
21.85736,24,19.299485
22.591356,24,19.399279
25.02038,24,19.487962
18.179902,24,19.670634
26.464327,24,19.771365
19.90591,24,19.918417
26.359847,24,20.021598
22.208488,24,20.12999
28.592615,24,20.270192
20.795087,24,20.374454
26.459528,24,20.459787
28.275949,24,20.634713
18.02337,24,20.748815
29.412758,24,20.942448
22.927965,24,21.047233
25.415444,24,21.148949
17.946685,24,21.305473
20.742944,24,21.40748
22.570512,24,21.501392
26.9582,24,21.643163
24.593635,24,21.750019
24.596796,24,21.901184
30.308282,24,22.033178
24.996152,24,22.131478
12.902151,24,22.274658
19.606108,24,22.389642
26.160218,24,22.484237
29.742931,24,22.640891
23.612178,24,22.741718
20.83785,24,22.87098
30.290555,24,22.967337
25.389703,24,23.064455
26.073354,24,23.186874
32.700846,24,23.289089
31.982323,24,23.388383
25.105426,24,23.534901
21.665483,24,23.62657
24.872216,24,23.750718
24.178243,24,23.842536
24.786135,24,23.954559
20.834874,24,24.096707
29.93888,24,24.206908
29.233263,24,24.294979
26.296934,24,24.448564
30.80598,24,24.564078
28.149797,24,24.692235
24.340935,24,24.792267
24.720062,24,24.880314
27.129975,24,25.024489
30.478974,24,25.121446
29.05457,24,25.218243
28.770984,24,25.378232
21.833459,24,25.481196
