#{"t_start": 1773781624.1095839, "env_id": "None"}
r,l,t
-12.079818,24,0.06596
3.694602,24,0.133949
-4.30437,24,0.258268
-4.404386,24,0.358892
7.877066,24,0.458542
4.366842,24,0.563993
25.666986,24,0.630815
-11.262313,24,0.698491
-0.428446,24,0.807091
6.916708,24,0.920826
16.008431,24,1.033371
12.131785,24,1.110876
-1.43466,24,1.18602
11.112069,24,1.311018
19.181263,24,1.386589
-11.308584,24,1.458441
-16.416913,24,1.55984
-0.043335,24,1.626987
13.899525,24,1.761605
8.224182,24,1.852214
-4.304341,24,1.917292
-10.775329,24,2.046516
0.712578,24,2.129236
4.734781,24,2.215597
-5.963659,24,2.358315
-5.983217,24,2.443955
9.108545,24,2.572805
-5.420727,24,2.671531
26.764473,24,2.749537
6.398525,24,2.876211
14.64074,24,2.972747
5.360248,24,3.06622
-17.743755,24,3.186757
5.021179,24,3.269228
8.07955,24,3.385582
22.263547,24,3.455994
9.661732,24,3.529842
6.075734,24,3.645555
16.063454,24,3.713677
2.028708,24,3.791319
6.643709,24,3.899858
3.98265,24,3.964588
21.776543,24,4.083347
20.266076,24,4.157897
10.457743,24,4.22575
14.025845,24,4.33677
33.143608,24,4.399846
26.50493,24,4.478171
14.42924,24,4.579617
19.175337,24,4.649885
24.398661,24,4.765679
10.700803,24,4.837436
18.199038,24,4.909501
23.029273,24,5.012861
31.583543,24,5.082289
32.474416,24,5.153435
36.32139,24,5.25851
28.246756,24,5.323029
22.333671,24,5.439092
5.686294,24,5.5197
32.568075,24,5.601543
12.262848,24,5.728357
17.096216,24,5.803713
8.412303,24,5.868272
-11.484725,24,5.974771
-11.657784,24,6.039818
19.099751,24,6.158945
8.987216,24,6.231207
8.79207,24,6.302037
19.991767,24,6.431498
15.981376,24,6.509065
36.702732,24,6.591565
28.736783,24,6.712422
16.174106,24,6.784544
43.618555,24,6.904625
32.505336,24,6.971417
40.919408,24,7.049389
17.145019,24,7.169233
27.615748,24,7.254619
39.175534,24,7.332709
30.850576,24,7.460303
38.082012,24,7.546474
25.704024,24,7.643788
23.485361,24,7.727291
36.893384,24,7.800649
36.792647,24,7.916125
33.98132,24,8.005131
46.89376,24,8.075391
26.902094,24,8.199329
43.499878,24,8.282304
11.896494,24,8.398325
34.20597,24,8.472796
24.747646,24,8.546212
33.822905,24,8.672398
30.962031,24,8.76841
35.00993,24,8.845212
23.250668,24,8.964497
35.440308,24,9.062388
38.236638,24,9.190722
37.986498,24,9.266798
30.990827,24,9.375486
32.290381,24,9.499063
32.247555,24,9.57944
35.733996,24,9.665693
28.751583,24,9.806268
34.660647,24,9.89956
25.470905,24,10.031128
39.067203,24,10.145039
38.007777,24,10.236572
32.513372,24,10.377433
32.35116,24,10.474235
37.61566,24,10.576593
36.127335,24,10.732306
30.631231,24,10.826245
33.929093,24,10.934901
36.844471,24,11.031463
32.221354,24,11.110034
31.42969,24,11.23722
42.68935,24,11.360852
35.922973,24,11.435343
42.867306,24,11.719667
39.777253,24,11.906346
21.965786,24,13.844364
53.633052,24,13.965158
31.46842,24,14.071843
51.667938,24,14.366108
42.5256,24,14.562729
30.769361,24,14.703408
45.298693,24,14.9007
54.19472,24,15.004922
43.980983,24,15.126879
44.779804,24,15.206397
46.182103,24,15.323489
27.276274,24,15.468174
36.642716,24,15.565731
49.176361,24,15.655839
50.340634,24,15.815737
47.588093,24,15.911882
47.852274,24,16.03822
36.053408,24,16.126266
46.069211,24,16.215662
47.051359,24,16.356547
47.910096,24,16.457099
44.595041,24,16.59149
40.807389,24,16.769009
48.375716,24,16.914751
30.200433,24,17.103438
29.754391,24,17.214229
34.341413,24,17.313999
41.721826,24,17.496557
47.247384,24,17.613879
8.656259,24,17.748666
42.661116,24,17.958931
38.457354,24,18.096197
47.431267,24,18.332792
44.490611,24,18.485241
44.030261,24,18.687433
58.260471,24,18.951532
28.468276,24,19.099876
42.574864,24,19.242726
55.920714,24,19.444291
39.760938,24,19.609437
52.469117,24,19.832564
42.640543,24,19.986238
46.345704,24,20.08847
52.580654,24,20.258467
46.438677,24,20.385003
59.91567,24,20.480022
50.320988,24,20.627559
52.588556,24,20.716317
46.619237,24,20.878967
43.674296,24,20.983989
54.522123,24,21.084157
47.857543,24,21.239093
48.342163,24,21.365029
49.489386,24,21.476209
64.776498,24,21.628217
62.492748,24,21.752998
41.840801,24,21.952589
54.101447,24,22.089466
51.675615,24,22.23953
57.442249,24,22.430063
51.577152,24,22.60777
54.595042,24,22.764748
56.973945,24,23.009879
48.534099,24,23.139749
54.113596,24,23.396337
50.061529,24,23.543059
48.844173,24,23.663415
54.665457,24,23.883832
53.414026,24,24.057829
56.714192,24,24.181046
46.785348,24,24.354368
56.32873,24,24.497408
52.365713,24,24.69559
48.49249,24,24.800465
46.464965,24,24.910704
44.200972,24,25.126285
51.420496,24,25.342549
53.680001,24,25.485962
53.872479,24,25.708413
56.345417,24,25.836113
50.520123,24,26.037625
40.129273,24,26.167447
53.565192,24,26.25134
54.879065,24,26.384111
52.848364,24,26.472987
50.644072,24,26.627469
44.52683,24,28.607636
42.25691,24,28.724988
