#{"t_start": 1773781177.520579, "env_id": "None"}
r,l,t
20.047498,24,0.087359
17.641839,24,0.172513
4.382409,24,0.312958
11.648245,24,0.386132
11.228953,24,0.4881
10.756522,24,0.612183
9.047754,24,0.698848
7.553926,24,0.811198
3.913725,24,0.993173
4.310974,24,1.10329
8.597348,24,1.261452
1.938591,24,1.332592
8.930284,24,1.395314
18.511632,24,1.500166
12.270275,24,1.578614
7.75856,24,1.656404
18.032756,24,1.81039
14.353655,24,1.886338
18.31627,24,2.005825
21.187021,24,2.103471
8.43337,24,2.206268
11.575133,24,2.368035
12.285236,24,2.461895
18.841725,24,2.545513
10.698613,24,2.719133
9.310726,24,2.819297
21.01095,24,2.940798
12.886354,24,3.032825
22.659003,24,3.121092
20.100421,24,3.246681
19.359437,24,3.340682
5.274604,24,3.421096
23.856041,24,3.557499
11.613626,24,3.663217
14.933758,24,3.801936
26.245819,24,3.895804
20.397343,24,3.993124
20.23709,24,4.133687
11.933468,24,4.231746
9.316886,24,4.306405
25.33443,24,4.447599
12.77581,24,4.546719
27.557586,24,4.678907
19.732475,24,4.748409
36.532478,24,4.846651
25.415653,24,4.986076
28.232571,24,5.08814
21.917141,24,5.166182
19.258258,24,5.309615
33.551234,24,5.410712
22.02628,24,5.552545
24.442523,24,5.645195
29.578768,24,5.748042
13.294133,24,5.884511
20.834899,24,5.969463
21.477073,24,6.054312
17.59126,24,6.183033
24.615237,24,6.287821
30.809229,24,6.406235
18.944035,24,6.477357
26.191183,24,6.552455
28.769703,24,6.671036
6.582197,24,6.74875
23.304072,24,6.833204
16.627138,24,6.944901
11.055584,24,7.019419
21.505482,24,7.146288
16.880824,24,7.231207
35.309624,24,7.321969
14.321836,24,7.446495
19.223836,24,7.529557
22.965357,24,7.609793
30.409809,24,7.732464
24.000281,24,7.820228
23.00032,24,7.944306
37.054201,24,8.036398
34.777493,24,8.121965
26.87073,24,8.249162
26.80017,24,8.348179
25.78662,24,8.432962
31.955172,24,8.552567
28.185926,24,8.649143
27.276171,24,8.790293
27.688076,24,8.885869
13.740929,24,8.975183
11.656899,24,9.099551
27.43099,24,9.191974
27.189711,24,9.28284
26.954399,24,9.420911
25.288284,24,9.497534
25.610567,24,9.615368
34.007914,24,9.701412
27.505503,24,9.790332
31.399562,24,9.916406
33.514248,24,10.002987
18.705295,24,10.091143
17.54954,24,10.232917
26.267144,24,10.335455
30.47219,24,10.47187
31.495035,24,10.557135
32.8603,24,10.659004
20.337606,24,10.804833
32.817176,24,10.919356
21.088493,24,11.009801
33.414718,24,11.184554
21.966968,24,11.30142
38.249282,24,11.437574
32.35392,24,11.551846
31.707622,24,11.710019
37.253157,24,11.940284
35.796881,24,12.086315
40.492822,24,12.220108
30.56662,24,12.511978
29.54666,24,12.642832
23.18728,24,12.866598
35.793132,24,12.987339
29.679407,24,13.101611
20.040555,24,13.336881
34.572981,24,13.47556
34.98323,24,13.57748
28.501898,24,13.75582
26.278239,24,13.868071
36.472742,24,14.011009
35.392664,24,14.115815
30.453179,24,14.219341
35.337125,24,14.356908
28.401851,24,14.458085
36.306545,24,14.546738
34.578607,24,14.708895
35.746938,24,14.811152
29.946631,24,14.9515
33.1991,24,15.083057
36.601164,24,15.221836
32.634158,24,15.478394
28.710801,24,15.626063
23.535771,24,15.818094
37.616303,24,16.172188
31.350338,24,16.333166
41.952247,24,16.606447
28.312802,24,16.744236
29.147607,24,16.830597
32.759723,24,16.993288
36.640894,24,17.08108
34.58563,24,17.179839
42.617923,24,17.374544
35.270031,24,17.478697
29.047125,24,17.617936
34.445786,24,17.720411
35.278727,24,17.823133
33.896529,24,17.957958
28.436272,24,18.065609
20.047634,24,18.164939
36.446737,24,18.321872
33.449068,24,18.429942
29.301158,24,18.62288
35.997639,24,18.758581
29.458712,24,18.863796
36.301987,24,19.018759
37.136964,24,19.130924
35.921746,24,19.225174
29.83082,24,19.409576
37.279964,24,19.528986
39.553184,24,19.675847
38.043221,24,19.768021
33.709481,24,19.86744
38.181607,24,20.023482
36.412087,24,20.129492
38.826564,24,20.210941
37.687953,24,20.369981
39.004658,24,20.479904
31.731921,24,20.619199
31.729605,24,20.736418
35.248095,24,20.84108
36.132582,24,21.006492
36.638883,24,21.113956
35.538086,24,21.19884
35.674463,24,21.361457
32.439366,24,21.462754
40.742202,24,21.60524
37.588466,24,21.728558
35.808194,24,21.826644
39.594855,24,21.971608
38.744358,24,22.081248
37.120226,24,22.183376
40.151109,24,22.356448
43.528826,24,22.465569
38.86313,24,22.62287
35.95328,24,22.743561
35.481461,24,22.85685
40.519429,24,23.033205
38.154742,24,23.141096
37.340326,24,23.254406
39.257544,24,23.545756
39.211776,24,23.677005
37.946643,24,23.876703
38.158548,24,24.097387
36.437274,24,24.346395
40.775227,24,24.666036
36.72023,24,24.802282
34.56069,24,24.921278
39.232674,24,25.087827
38.487608,24,25.202889
33.851615,24,25.36419
38.929282,24,25.474641
36.60746,24,25.571824
34.43141,24,25.713409
38.64509,24,25.812694
37.842327,24,25.910188
29.918354,24,26.085932
34.683618,24,26.198783
