#{"t_start": 1773781709.173118, "env_id": "None"}
r,l,t
-52.729122,24,0.122729
-60.757893,24,0.256746
-46.764512,24,0.417836
-52.267965,24,0.5825
-36.56873,24,0.747719
-44.670608,24,0.981733
-65.102204,24,1.103723
-40.083298,24,1.199678
-41.365275,24,1.454066
-46.588684,24,1.735851
-43.217078,24,4.146123
-44.613066,24,4.271041
-49.40359,24,4.371089
-56.465698,24,4.568816
-45.318348,24,4.673768
-53.625708,24,4.786768
-45.533827,24,4.966932
-40.338636,24,5.066343
-50.610547,24,5.232185
-59.047137,24,5.341205
-37.69452,24,5.444525
-44.565367,24,5.57648
-36.68442,24,5.660076
-44.356651,24,5.728047
-48.614761,24,5.85691
-60.201563,24,5.935111
-48.974776,24,6.098168
-49.606477,24,6.196879
-47.000862,24,6.296118
-40.35879,24,6.429077
-72.61446,24,6.51769
-44.167042,24,6.59025
-50.371482,24,6.704154
-50.412426,24,6.779565
-54.985418,24,6.899313
-44.562382,24,6.968369
-54.815154,24,7.049751
-52.854436,24,7.177286
-50.980638,24,7.245523
-43.671518,24,7.326375
-50.374302,24,7.441753
-49.403345,24,7.513173
-51.804335,24,7.635446
-38.618617,24,7.705225
-40.441421,24,7.773977
-39.784829,24,7.897885
-48.228958,24,7.972486
-36.426896,24,8.079232
-36.503359,24,8.240897
-35.892171,24,8.377049
-53.070987,24,8.530414
-37.577654,24,8.628291
-36.596255,24,8.717725
-53.327822,24,8.841026
-41.609594,24,8.924476
-48.12681,24,9.015106
-45.181196,24,9.139202
-45.950202,24,9.224364
-43.96652,24,9.343003
-34.995576,24,9.423843
-45.317855,24,9.49039
-46.218964,24,9.629055
-45.822815,24,9.719522
-46.425336,24,9.787425
-41.073041,24,9.894921
-41.312162,24,9.962707
-48.594798,24,10.070496
-48.858702,24,10.144169
-41.128812,24,10.212833
-43.047635,24,10.395643
-42.502563,24,10.542615
-38.722581,24,10.637268
-55.039607,24,10.79954
-56.016949,24,10.908619
-43.610637,24,11.060025
-54.200531,24,11.167925
-45.453357,24,11.286931
-27.846361,24,11.462341
-37.173855,24,11.588063
-49.231196,24,11.69809
-63.169045,24,11.83678
-48.81381,24,11.960613
-43.738758,24,12.131521
-48.208613,24,12.268078
-40.207188,24,12.42929
-53.732715,24,12.676948
-45.27112,24,12.810203
-46.674819,24,12.941911
-49.41566,24,13.162032
-38.167893,24,13.28333
-39.470477,24,13.482533
-37.096114,24,13.583553
-48.867244,24,13.666656
-35.265319,24,13.821293
-41.787969,24,13.926369
-56.264063,24,14.029598
-52.228704,24,14.189247
-45.068114,24,14.279802
-51.107145,24,14.429174
-35.241182,24,14.53752
-46.755337,24,14.648597
-41.144206,24,14.819826
-46.112767,24,14.932713
-39.239636,24,15.018528
-51.952563,24,15.185718
-32.443631,24,15.307061
-44.954079,24,15.467753
-33.554207,24,15.578853
-54.563892,24,15.694199
-39.03889,24,15.87678
-28.218239,24,15.985888
-47.127789,24,16.096276
-41.150327,24,16.233576
-38.463216,24,16.352099
-41.160906,24,16.492387
-44.700141,24,16.634031
-49.702076,24,16.765159
-26.227898,24,18.70164
-53.963517,24,18.837825
-38.595447,24,18.952552
-41.876537,24,19.204354
-61.90268,24,19.276112
-33.013583,24,19.40191
-50.27243,24,19.473049
-59.377596,24,19.554831
-41.378744,24,19.701865
-45.344294,24,19.833326
-36.159333,24,19.927037
-38.446413,24,20.131335
-35.850329,24,20.259902
-40.393721,24,20.469088
-59.566752,24,20.616162
-49.807994,24,20.730308
-44.010103,24,20.980779
-39.924574,24,21.223524
-41.464253,24,21.347853
-37.518699,24,21.658105
-52.002514,24,21.75507
-47.111904,24,21.919907
-53.699902,24,22.044202
-34.605444,24,22.13104
-37.345146,24,22.318165
-36.347789,24,22.440433
-41.997416,24,22.534481
-38.551086,24,22.662738
-38.35938,24,22.750713
-34.276582,24,22.941562
-42.619725,24,23.095998
-44.529963,24,23.211337
-26.715255,24,23.380384
-47.022499,24,23.490435
-46.850827,24,23.609287
-54.37991,24,23.774464
-40.012916,24,23.873845
-57.667973,24,23.98231
-38.10722,24,24.068103
-26.546964,24,24.1769
-37.969509,24,24.318429
-46.709782,24,24.414533
-32.935685,24,24.499627
-25.107795,24,24.704388
-32.705395,24,24.796874
-41.748832,24,24.931243
-34.752986,24,25.047525
-41.018878,24,25.147694
-32.860801,24,25.273497
-46.693113,24,25.38271
-36.569213,24,25.465611
-39.935788,24,25.608466
-35.151533,24,25.68066
-34.777618,24,25.806878
-32.50655,24,25.896175
-51.755928,24,25.982356
-65.418517,24,26.12728
-40.802387,24,26.233856
-42.675785,24,26.326935
-34.9996,24,26.519382
-37.972241,24,26.654809
-41.533181,24,26.808812
-42.361082,24,26.934153
-48.195577,24,27.018874
-53.143351,24,27.137248
-31.935861,24,27.260068
-38.260255,24,27.340022
-44.640073,24,27.51446
-44.23457,24,27.628242
-32.786266,24,27.760996
-46.395919,24,27.856476
-40.773804,24,27.932514
-46.584326,24,28.064594
-40.540406,24,28.199483
-40.285238,24,28.331123
-38.308953,24,28.520886
-41.775185,24,28.635263
-34.932517,24,28.784692
-48.115442,24,28.899911
-34.711958,24,28.982459
-32.138713,24,29.111868
-40.657437,24,29.184512
-33.948931,24,29.261171
-28.277557,24,29.412368
-40.230114,24,29.525343
-38.954257,24,29.630402
-35.1644,24,29.718887
-37.284705,24,29.798659
-33.815477,24,29.921388
-38.378854,24,29.991968
-38.782996,24,30.062342
-40.578134,24,30.185644
-43.140313,24,30.287214
