#{"t_start": 1773781654.209589, "env_id": "None"}
r,l,t
13.229355,24,0.104287
25.27973,24,0.233726
17.787038,24,0.368007
29.331678,24,0.47408
26.56258,24,0.611367
17.725399,24,0.777347
6.655267,24,0.851233
30.262207,24,0.942966
25.494181,24,1.17628
28.438217,24,1.318537
17.230866,24,1.454305
27.826462,24,1.545083
9.440921,24,1.62617
20.379239,24,1.734663
14.458128,24,1.809501
15.976643,24,1.884728
30.798164,24,1.993258
26.620919,24,2.062563
37.67348,24,2.175137
17.971076,24,2.249677
31.007663,24,2.314406
32.534503,24,2.446142
21.117953,24,2.522061
29.577,24,2.589407
13.764703,24,2.715401
22.138065,24,2.799308
20.905387,24,2.909765
22.474604,24,3.008501
7.163186,24,3.088267
28.306847,24,3.205505
8.759315,24,3.299739
25.369076,24,3.378875
52.990352,24,3.497356
25.57545,24,3.584694
13.753895,24,3.714086
20.370193,24,3.795423
38.971432,24,3.87765
31.276478,24,3.992044
32.711585,24,4.075624
46.82674,24,4.158608
33.146454,24,4.29694
34.323251,24,4.407962
29.860929,24,4.554585
22.683065,24,4.64388
30.863854,24,4.717849
26.470428,24,4.839328
27.002978,24,4.928301
34.098819,24,5.016476
37.856328,24,5.142156
23.37207,24,5.228087
44.683479,24,5.363603
36.622452,24,5.497847
37.570111,24,5.611955
34.420292,24,5.854934
42.016469,24,6.022739
26.578041,24,6.128451
39.896566,24,6.290445
42.143258,24,6.388593
37.044392,24,6.580096
42.280965,24,6.686991
41.91272,24,6.806134
33.873668,24,7.018305
39.594651,24,7.126188
38.205682,24,7.216298
31.585343,24,7.367391
22.417398,24,7.492843
31.106598,24,7.642431
26.60964,24,7.730024
30.665291,24,7.813433
32.829942,24,7.963513
29.349967,24,8.067696
42.083439,24,8.132302
27.116892,24,8.26588
24.932343,24,8.390707
38.424959,24,8.51998
33.905252,24,8.6116
38.609968,24,8.721014
40.078817,24,8.886789
28.741933,24,9.010035
39.429008,24,9.098346
26.603894,24,9.236329
36.809767,24,9.356971
37.775091,24,9.482327
36.08467,24,9.549311
36.034303,24,9.640282
43.25885,24,9.794414
31.11767,24,9.896164
35.708815,24,9.982725
46.342908,24,10.124316
40.731007,24,10.216987
45.009842,24,10.332192
46.502205,24,10.421632
38.929311,24,10.50157
36.853614,24,10.611869
35.988862,24,10.708671
40.714616,24,10.782544
35.401733,24,10.948042
51.607325,24,11.037573
40.959589,24,11.19885
45.840917,24,11.292274
28.894726,24,11.371765
30.088017,24,11.541695
34.938786,24,11.675303
46.663461,24,11.806258
45.87633,24,13.40994
47.647451,24,13.50707
52.018639,24,13.62551
44.117368,24,13.722366
49.763342,24,13.8205
38.314634,24,13.956855
47.623945,24,14.047812
45.258847,24,14.132934
53.940171,24,14.27214
41.754286,24,14.342325
41.769689,24,14.471008
45.455007,24,14.557907
55.018622,24,14.633266
50.899593,24,14.7564
39.040681,24,14.832384
41.251087,24,14.908216
43.678119,24,15.040913
47.963356,24,15.125777
46.981068,24,15.234521
48.179364,24,15.316585
38.308052,24,15.392042
56.8029,24,15.5128
57.997749,24,15.603219
51.008209,24,15.697475
47.95827,24,15.825704
52.789765,24,15.9092
37.610643,24,16.038603
51.915504,24,16.135424
54.233147,24,16.218851
44.544182,24,16.346633
58.104046,24,16.439521
43.588,24,16.516828
52.899288,24,16.663917
52.412957,24,16.772181
52.694603,24,16.93911
38.935468,24,17.049079
59.938435,24,17.153522
52.58062,24,17.281537
41.012483,24,17.369895
55.674575,24,17.449775
48.143982,24,17.565872
61.12636,24,17.653258
51.031867,24,17.773232
46.300712,24,17.856145
50.895508,24,17.940059
52.644709,24,18.057982
54.748128,24,18.142243
58.268118,24,18.223681
51.916842,24,18.359163
57.594181,24,18.467387
53.367613,24,18.6207
52.203441,24,18.709125
59.133681,24,18.800436
67.010584,24,18.945735
65.836377,24,19.073553
51.368606,24,19.167159
52.585104,24,19.368541
62.864441,24,19.467032
51.660748,24,19.598029
58.804075,24,19.721474
54.108402,24,19.821036
57.678108,24,19.958364
56.60564,24,20.061906
58.279982,24,20.151492
65.51872,24,20.350169
61.165427,24,20.474352
60.538221,24,20.649637
63.375586,24,20.757882
60.23988,24,20.862182
57.828327,24,21.020294
61.662782,24,21.137685
56.766469,24,21.245106
59.301049,24,21.474898
66.758592,24,21.583454
53.888809,24,21.743113
69.000347,24,21.881039
51.541565,24,21.981497
68.094682,24,22.121019
63.071796,24,22.211456
66.948843,24,22.293623
66.985456,24,22.4141
58.352601,24,22.528693
65.273704,24,22.684179
57.000664,24,22.766238
68.027615,24,22.864537
68.290371,24,22.994278
61.108786,24,23.101205
64.758147,24,23.188971
62.158553,24,23.322748
63.266511,24,23.420743
65.191187,24,23.562017
71.027942,24,23.6748
56.671344,24,23.769149
60.488556,24,23.89031
70.309076,24,23.990847
65.107398,24,24.079426
63.743333,24,24.209588
59.366372,24,24.292846
67.30275,24,24.431856
65.726496,24,24.521224
61.304594,24,24.604646
63.859572,24,24.7383
67.910236,24,24.824541
56.691981,24,24.915768
61.453332,24,25.039183
64.825859,24,25.142625
