feature,feature_label,mean_abs_shap,split,rank
ret_std_60,60-day return volatility,0.10631942692140829,split_013_2018-04-02_2020-06-30,1
mom_60,60-day momentum,0.04189347153672914,split_013_2018-04-02_2020-06-30,2
ret_std_20,20-day return volatility,0.03892472168182002,split_013_2018-04-02_2020-06-30,3
ret_mean_60,60-day average return,0.035825119125022654,split_013_2018-04-02_2020-06-30,4
ret_mean_20,20-day average return,0.029317212281257082,split_013_2018-04-02_2020-06-30,5
macd_hist,MACD histogram,0.028944431415300464,split_013_2018-04-02_2020-06-30,6
mom_20,20-day momentum,0.028889968391929987,split_013_2018-04-02_2020-06-30,7
ret_std_10,10-day return volatility,0.026991030882061572,split_013_2018-04-02_2020-06-30,8
mom_5,5-day momentum,0.025807986324733478,split_013_2018-04-02_2020-06-30,9
volume_roll_mean_20,20-day average volume,0.0239890202101674,split_013_2018-04-02_2020-06-30,10
ret_mean_10,10-day average return,0.02195243769073556,split_013_2018-04-02_2020-06-30,11
simple_return_1,1-day simple return,0.020965488316017775,split_013_2018-04-02_2020-06-30,12
macd_signal_9,MACD signal (9),0.020459561088826125,split_013_2018-04-02_2020-06-30,13
mom_10,10-day momentum,0.02008753831478686,split_013_2018-04-02_2020-06-30,14
ret_std_5,5-day return volatility,0.01992286154878767,split_013_2018-04-02_2020-06-30,15
volume,Trading volume,0.018386577835261094,split_013_2018-04-02_2020-06-30,16
log_return_1,1-day log return,0.01642866748443339,split_013_2018-04-02_2020-06-30,17
ret_mean_5,5-day average return,0.01474198350023641,split_013_2018-04-02_2020-06-30,18
macd_12_26,"MACD (12, 26)",0.011129621400654493,split_013_2018-04-02_2020-06-30,19
ticker_TLT,Asset indicator: TLT,0.010372661711455027,split_013_2018-04-02_2020-06-30,20
ticker_IWM,Asset indicator: IWM,0.008773840818262178,split_013_2018-04-02_2020-06-30,21
rsi_14,14-day RSI,0.008759431951333002,split_013_2018-04-02_2020-06-30,22
ticker_SPY,Asset indicator: SPY,0.008251001823411822,split_013_2018-04-02_2020-06-30,23
ticker_EFA,Asset indicator: EFA,0.00621761148014651,split_013_2018-04-02_2020-06-30,24
volume_chg,Volume change,3.8487115229472185e-06,split_013_2018-04-02_2020-06-30,25
