feature,feature_label,mean_abs_shap,split,rank
macd_signal_9,MACD signal (9),0.01706338375125353,split_027_2021-09-30_2024-01-02,1
ret_mean_20,20-day average return,0.016972088584003446,split_027_2021-09-30_2024-01-02,2
mom_20,20-day momentum,0.01579130111024166,split_027_2021-09-30_2024-01-02,3
rsi_14,14-day RSI,0.014350677779601221,split_027_2021-09-30_2024-01-02,4
macd_12_26,"MACD (12, 26)",0.013657923751097548,split_027_2021-09-30_2024-01-02,5
mom_10,10-day momentum,0.013408099068447046,split_027_2021-09-30_2024-01-02,6
volume_roll_mean_20,20-day average volume,0.011355935225033247,split_027_2021-09-30_2024-01-02,7
ret_std_20,20-day return volatility,0.010727613501707887,split_027_2021-09-30_2024-01-02,8
ret_std_60,60-day return volatility,0.010467506430728921,split_027_2021-09-30_2024-01-02,9
ret_mean_5,5-day average return,0.010465305958963491,split_027_2021-09-30_2024-01-02,10
macd_hist,MACD histogram,0.009679551909860352,split_027_2021-09-30_2024-01-02,11
volume,Trading volume,0.009621166160952004,split_027_2021-09-30_2024-01-02,12
ret_mean_60,60-day average return,0.009555548094233122,split_027_2021-09-30_2024-01-02,13
volume_chg,Volume change,0.009319249828766304,split_027_2021-09-30_2024-01-02,14
log_return_1,1-day log return,0.00905655512152163,split_027_2021-09-30_2024-01-02,15
mom_5,5-day momentum,0.008844967421955369,split_027_2021-09-30_2024-01-02,16
ret_mean_10,10-day average return,0.008768022416975364,split_027_2021-09-30_2024-01-02,17
mom_60,60-day momentum,0.008590645257458888,split_027_2021-09-30_2024-01-02,18
simple_return_1,1-day simple return,0.00832568320629804,split_027_2021-09-30_2024-01-02,19
ret_std_5,5-day return volatility,0.008022625961604081,split_027_2021-09-30_2024-01-02,20
ret_std_10,10-day return volatility,0.006966374957367562,split_027_2021-09-30_2024-01-02,21
ticker_SPY,Asset indicator: SPY,0.006097188138386909,split_027_2021-09-30_2024-01-02,22
ticker_TLT,Asset indicator: TLT,0.006059164784398409,split_027_2021-09-30_2024-01-02,23
ticker_EFA,Asset indicator: EFA,0.004400042295693437,split_027_2021-09-30_2024-01-02,24
ticker_IWM,Asset indicator: IWM,0.0037428862648492367,split_027_2021-09-30_2024-01-02,25
