feature,feature_label,mean_abs_shap,split,rank
mom_60,60-day momentum,0.021492324167456524,split_024_2020-12-30_2023-03-31,1
ret_mean_10,10-day average return,0.017765252613410044,split_024_2020-12-30_2023-03-31,2
volume,Trading volume,0.015624228062388133,split_024_2020-12-30_2023-03-31,3
mom_20,20-day momentum,0.013628053617440471,split_024_2020-12-30_2023-03-31,4
mom_10,10-day momentum,0.013430863834844426,split_024_2020-12-30_2023-03-31,5
rsi_14,14-day RSI,0.012794479784509552,split_024_2020-12-30_2023-03-31,6
ret_mean_20,20-day average return,0.012674894399507057,split_024_2020-12-30_2023-03-31,7
macd_hist,MACD histogram,0.012323436595098497,split_024_2020-12-30_2023-03-31,8
volume_chg,Volume change,0.01231481800876146,split_024_2020-12-30_2023-03-31,9
volume_roll_mean_20,20-day average volume,0.012082198115534962,split_024_2020-12-30_2023-03-31,10
log_return_1,1-day log return,0.01126778576647005,split_024_2020-12-30_2023-03-31,11
ret_mean_5,5-day average return,0.0110527400406268,split_024_2020-12-30_2023-03-31,12
ret_mean_60,60-day average return,0.01097414194920614,split_024_2020-12-30_2023-03-31,13
ret_std_10,10-day return volatility,0.01022468582490817,split_024_2020-12-30_2023-03-31,14
simple_return_1,1-day simple return,0.010064840014068571,split_024_2020-12-30_2023-03-31,15
macd_signal_9,MACD signal (9),0.00992505490393349,split_024_2020-12-30_2023-03-31,16
ticker_IWM,Asset indicator: IWM,0.009587404365537781,split_024_2020-12-30_2023-03-31,17
mom_5,5-day momentum,0.00957043891384657,split_024_2020-12-30_2023-03-31,18
macd_12_26,"MACD (12, 26)",0.009388214959983073,split_024_2020-12-30_2023-03-31,19
ticker_SPY,Asset indicator: SPY,0.008256119712626037,split_024_2020-12-30_2023-03-31,20
ret_std_5,5-day return volatility,0.007710403125359838,split_024_2020-12-30_2023-03-31,21
ret_std_60,60-day return volatility,0.007568977936128151,split_024_2020-12-30_2023-03-31,22
ticker_TLT,Asset indicator: TLT,0.007064155052071591,split_024_2020-12-30_2023-03-31,23
ret_std_20,20-day return volatility,0.00643647780996932,split_024_2020-12-30_2023-03-31,24
ticker_EFA,Asset indicator: EFA,0.005813585860410095,split_024_2020-12-30_2023-03-31,25
