feature,feature_label,mean_abs_shap,split,rank
ret_mean_10,10-day average return,0.010688147965342572,split_009_2017-03-30_2019-07-01,1
rsi_14,14-day RSI,0.010397631614697327,split_009_2017-03-30_2019-07-01,2
mom_10,10-day momentum,0.00936728054263612,split_009_2017-03-30_2019-07-01,3
log_return_1,1-day log return,0.009310596849974264,split_009_2017-03-30_2019-07-01,4
ret_std_5,5-day return volatility,0.008928172656844134,split_009_2017-03-30_2019-07-01,5
ret_std_10,10-day return volatility,0.007627323897705958,split_009_2017-03-30_2019-07-01,6
mom_60,60-day momentum,0.007292608742503264,split_009_2017-03-30_2019-07-01,7
ret_mean_60,60-day average return,0.007249206419738045,split_009_2017-03-30_2019-07-01,8
ret_std_20,20-day return volatility,0.007205564952720471,split_009_2017-03-30_2019-07-01,9
macd_12_26,"MACD (12, 26)",0.0071595418493512345,split_009_2017-03-30_2019-07-01,10
ret_mean_5,5-day average return,0.006975276807598283,split_009_2017-03-30_2019-07-01,11
macd_hist,MACD histogram,0.006485052198979425,split_009_2017-03-30_2019-07-01,12
simple_return_1,1-day simple return,0.006417782177341292,split_009_2017-03-30_2019-07-01,13
ret_mean_20,20-day average return,0.00632196624035241,split_009_2017-03-30_2019-07-01,14
mom_20,20-day momentum,0.006302067240394018,split_009_2017-03-30_2019-07-01,15
macd_signal_9,MACD signal (9),0.0061003770241938576,split_009_2017-03-30_2019-07-01,16
volume,Trading volume,0.005660755499109921,split_009_2017-03-30_2019-07-01,17
mom_5,5-day momentum,0.005521888592287783,split_009_2017-03-30_2019-07-01,18
ret_std_60,60-day return volatility,0.005293686568931174,split_009_2017-03-30_2019-07-01,19
volume_chg,Volume change,0.005211033351703763,split_009_2017-03-30_2019-07-01,20
ticker_EFA,Asset indicator: EFA,0.004436490827817868,split_009_2017-03-30_2019-07-01,21
ticker_TLT,Asset indicator: TLT,0.003906858159379174,split_009_2017-03-30_2019-07-01,22
volume_roll_mean_20,20-day average volume,0.003751033920736991,split_009_2017-03-30_2019-07-01,23
ticker_SPY,Asset indicator: SPY,0.0033637959232891727,split_009_2017-03-30_2019-07-01,24
ticker_IWM,Asset indicator: IWM,0.0027562562699892986,split_009_2017-03-30_2019-07-01,25
