feature,feature_label,mean_abs_shap,split,rank
rsi_14,14-day RSI,0.022726094209628494,split_031_2022-09-30_2025-01-02,1
ret_mean_10,10-day average return,0.01734681718575772,split_031_2022-09-30_2025-01-02,2
ret_std_10,10-day return volatility,0.01402744659419348,split_031_2022-09-30_2025-01-02,3
mom_10,10-day momentum,0.01377926115944114,split_031_2022-09-30_2025-01-02,4
ret_std_5,5-day return volatility,0.013410407749277863,split_031_2022-09-30_2025-01-02,5
mom_60,60-day momentum,0.013279819266450256,split_031_2022-09-30_2025-01-02,6
volume_chg,Volume change,0.013061623773483593,split_031_2022-09-30_2025-01-02,7
macd_signal_9,MACD signal (9),0.011799725561034745,split_031_2022-09-30_2025-01-02,8
macd_hist,MACD histogram,0.011748666564163878,split_031_2022-09-30_2025-01-02,9
ret_mean_5,5-day average return,0.011429597879947734,split_031_2022-09-30_2025-01-02,10
volume,Trading volume,0.011412066792848735,split_031_2022-09-30_2025-01-02,11
ret_mean_60,60-day average return,0.011249682449875679,split_031_2022-09-30_2025-01-02,12
mom_5,5-day momentum,0.01086043939088291,split_031_2022-09-30_2025-01-02,13
simple_return_1,1-day simple return,0.010599390203589293,split_031_2022-09-30_2025-01-02,14
ret_mean_20,20-day average return,0.010287322182989556,split_031_2022-09-30_2025-01-02,15
mom_20,20-day momentum,0.010233687910048531,split_031_2022-09-30_2025-01-02,16
macd_12_26,"MACD (12, 26)",0.009732019321041487,split_031_2022-09-30_2025-01-02,17
ticker_IWM,Asset indicator: IWM,0.009280347445969856,split_031_2022-09-30_2025-01-02,18
log_return_1,1-day log return,0.009135448733720677,split_031_2022-09-30_2025-01-02,19
ret_std_20,20-day return volatility,0.008779032651340633,split_031_2022-09-30_2025-01-02,20
volume_roll_mean_20,20-day average volume,0.007967515637896976,split_031_2022-09-30_2025-01-02,21
ret_std_60,60-day return volatility,0.0071772286106762855,split_031_2022-09-30_2025-01-02,22
ticker_TLT,Asset indicator: TLT,0.007108345309490922,split_031_2022-09-30_2025-01-02,23
ticker_EFA,Asset indicator: EFA,0.005396628161501975,split_031_2022-09-30_2025-01-02,24
ticker_SPY,Asset indicator: SPY,0.004609680511484546,split_031_2022-09-30_2025-01-02,25
