feature,feature_label,mean_abs_shap,split,rank
ret_mean_60,60-day average return,0.006562028131788079,split_014_2018-06-29_2020-09-29,1
macd_hist,MACD histogram,0.006296578523823665,split_014_2018-06-29_2020-09-29,2
mom_60,60-day momentum,0.006285189333396352,split_014_2018-06-29_2020-09-29,3
macd_12_26,"MACD (12, 26)",0.006188972757800077,split_014_2018-06-29_2020-09-29,4
volume,Trading volume,0.006107976585508743,split_014_2018-06-29_2020-09-29,5
ret_mean_20,20-day average return,0.005956235467335717,split_014_2018-06-29_2020-09-29,6
rsi_14,14-day RSI,0.0059009626983733,split_014_2018-06-29_2020-09-29,7
macd_signal_9,MACD signal (9),0.005844301056340029,split_014_2018-06-29_2020-09-29,8
volume_roll_mean_20,20-day average volume,0.004748230616630379,split_014_2018-06-29_2020-09-29,9
mom_5,5-day momentum,0.0044052711380437575,split_014_2018-06-29_2020-09-29,10
mom_10,10-day momentum,0.004373293825687864,split_014_2018-06-29_2020-09-29,11
log_return_1,1-day log return,0.0041339679128486375,split_014_2018-06-29_2020-09-29,12
mom_20,20-day momentum,0.00409205936921353,split_014_2018-06-29_2020-09-29,13
ret_std_20,20-day return volatility,0.004040881401943649,split_014_2018-06-29_2020-09-29,14
simple_return_1,1-day simple return,0.003967843277339943,split_014_2018-06-29_2020-09-29,15
ret_std_60,60-day return volatility,0.0038328543134622493,split_014_2018-06-29_2020-09-29,16
ticker_SPY,Asset indicator: SPY,0.003681009556736878,split_014_2018-06-29_2020-09-29,17
ret_std_5,5-day return volatility,0.0034113777976002412,split_014_2018-06-29_2020-09-29,18
ret_std_10,10-day return volatility,0.00335174846544899,split_014_2018-06-29_2020-09-29,19
ticker_TLT,Asset indicator: TLT,0.003124593133070598,split_014_2018-06-29_2020-09-29,20
ret_mean_10,10-day average return,0.0029024134143906277,split_014_2018-06-29_2020-09-29,21
ret_mean_5,5-day average return,0.002887809675056747,split_014_2018-06-29_2020-09-29,22
ticker_EFA,Asset indicator: EFA,0.002745331625222259,split_014_2018-06-29_2020-09-29,23
volume_chg,Volume change,0.002182063188543975,split_014_2018-06-29_2020-09-29,24
ticker_IWM,Asset indicator: IWM,0.0019106360377956046,split_014_2018-06-29_2020-09-29,25
