feature,feature_label,mean_abs_shap,split,rank
macd_signal_9,MACD signal (9),0.02035356773128905,split_007_2016-09-28_2018-12-28,1
ret_std_20,20-day return volatility,0.019833060255655628,split_007_2016-09-28_2018-12-28,2
ret_mean_60,60-day average return,0.017603096842157967,split_007_2016-09-28_2018-12-28,3
mom_20,20-day momentum,0.016948267759647428,split_007_2016-09-28_2018-12-28,4
ret_std_60,60-day return volatility,0.016271415865645157,split_007_2016-09-28_2018-12-28,5
ret_mean_10,10-day average return,0.0161264329723113,split_007_2016-09-28_2018-12-28,6
ret_mean_20,20-day average return,0.016105329497625717,split_007_2016-09-28_2018-12-28,7
ret_std_10,10-day return volatility,0.014784481464198133,split_007_2016-09-28_2018-12-28,8
ret_std_5,5-day return volatility,0.01458375394899211,split_007_2016-09-28_2018-12-28,9
mom_5,5-day momentum,0.013924135959284479,split_007_2016-09-28_2018-12-28,10
log_return_1,1-day log return,0.012983258962120716,split_007_2016-09-28_2018-12-28,11
mom_60,60-day momentum,0.012252097976476656,split_007_2016-09-28_2018-12-28,12
macd_12_26,"MACD (12, 26)",0.011462001961591027,split_007_2016-09-28_2018-12-28,13
mom_10,10-day momentum,0.01022457756856757,split_007_2016-09-28_2018-12-28,14
volume,Trading volume,0.00962790891115547,split_007_2016-09-28_2018-12-28,15
rsi_14,14-day RSI,0.008623007647433132,split_007_2016-09-28_2018-12-28,16
ret_mean_5,5-day average return,0.008302245910931934,split_007_2016-09-28_2018-12-28,17
simple_return_1,1-day simple return,0.008079496690996047,split_007_2016-09-28_2018-12-28,18
macd_hist,MACD histogram,0.007814261931791229,split_007_2016-09-28_2018-12-28,19
volume_roll_mean_20,20-day average volume,0.007754029323029395,split_007_2016-09-28_2018-12-28,20
volume_chg,Volume change,0.005092855061747525,split_007_2016-09-28_2018-12-28,21
ticker_IWM,Asset indicator: IWM,0.004617941488642499,split_007_2016-09-28_2018-12-28,22
ticker_TLT,Asset indicator: TLT,0.004563824379974754,split_007_2016-09-28_2018-12-28,23
ticker_SPY,Asset indicator: SPY,0.0033920796257782475,split_007_2016-09-28_2018-12-28,24
ticker_EFA,Asset indicator: EFA,0.002566742896335915,split_007_2016-09-28_2018-12-28,25
