feature,feature_label,mean_abs_shap,split,rank
mom_10,10-day momentum,0.007434077315770816,split_034_2023-07-05_2025-10-06,1
mom_20,20-day momentum,0.005443216774320688,split_034_2023-07-05_2025-10-06,2
rsi_14,14-day RSI,0.004823752522937748,split_034_2023-07-05_2025-10-06,3
mom_60,60-day momentum,0.004675431584987124,split_034_2023-07-05_2025-10-06,4
mom_5,5-day momentum,0.004582007726801221,split_034_2023-07-05_2025-10-06,5
ret_mean_60,60-day average return,0.004364476739078049,split_034_2023-07-05_2025-10-06,6
macd_signal_9,MACD signal (9),0.004285639702791213,split_034_2023-07-05_2025-10-06,7
volume_roll_mean_20,20-day average volume,0.003923652350991806,split_034_2023-07-05_2025-10-06,8
ret_mean_20,20-day average return,0.0038919125659782777,split_034_2023-07-05_2025-10-06,9
ret_mean_10,10-day average return,0.0038784654784502627,split_034_2023-07-05_2025-10-06,10
volume,Trading volume,0.0037004251768643546,split_034_2023-07-05_2025-10-06,11
ret_std_60,60-day return volatility,0.0035234616270167127,split_034_2023-07-05_2025-10-06,12
ret_mean_5,5-day average return,0.0035191752356167265,split_034_2023-07-05_2025-10-06,13
macd_12_26,"MACD (12, 26)",0.0034320761064478692,split_034_2023-07-05_2025-10-06,14
simple_return_1,1-day simple return,0.0030418482213081595,split_034_2023-07-05_2025-10-06,15
ret_std_10,10-day return volatility,0.002912027825899596,split_034_2023-07-05_2025-10-06,16
macd_hist,MACD histogram,0.0028656099226692833,split_034_2023-07-05_2025-10-06,17
ret_std_20,20-day return volatility,0.002822825393037977,split_034_2023-07-05_2025-10-06,18
log_return_1,1-day log return,0.0025880866839411137,split_034_2023-07-05_2025-10-06,19
volume_chg,Volume change,0.0021938151917109488,split_034_2023-07-05_2025-10-06,20
ticker_TLT,Asset indicator: TLT,0.0019683680678304707,split_034_2023-07-05_2025-10-06,21
ret_std_5,5-day return volatility,0.0018503605146130734,split_034_2023-07-05_2025-10-06,22
ticker_IWM,Asset indicator: IWM,0.001510775263282525,split_034_2023-07-05_2025-10-06,23
ticker_SPY,Asset indicator: SPY,0.0012269839011572281,split_034_2023-07-05_2025-10-06,24
ticker_EFA,Asset indicator: EFA,0.0011474987167745102,split_034_2023-07-05_2025-10-06,25
