feature,feature_label,mean_abs_shap,split,rank
rsi_14,14-day RSI,0.015375356970418414,split_011_2017-09-28_2019-12-30,1
ret_mean_10,10-day average return,0.014850691002856147,split_011_2017-09-28_2019-12-30,2
mom_10,10-day momentum,0.013495441022990964,split_011_2017-09-28_2019-12-30,3
ret_mean_20,20-day average return,0.013305604787738724,split_011_2017-09-28_2019-12-30,4
macd_signal_9,MACD signal (9),0.01247842810779963,split_011_2017-09-28_2019-12-30,5
ret_mean_60,60-day average return,0.012342547041494862,split_011_2017-09-28_2019-12-30,6
mom_20,20-day momentum,0.01174467856154396,split_011_2017-09-28_2019-12-30,7
ret_mean_5,5-day average return,0.011608814473084967,split_011_2017-09-28_2019-12-30,8
mom_5,5-day momentum,0.01132239529216943,split_011_2017-09-28_2019-12-30,9
macd_12_26,"MACD (12, 26)",0.010412785390054365,split_011_2017-09-28_2019-12-30,10
ret_std_5,5-day return volatility,0.009972571383341271,split_011_2017-09-28_2019-12-30,11
mom_60,60-day momentum,0.00994643775834823,split_011_2017-09-28_2019-12-30,12
ret_std_10,10-day return volatility,0.009505128452887717,split_011_2017-09-28_2019-12-30,13
ret_std_60,60-day return volatility,0.009269644244822234,split_011_2017-09-28_2019-12-30,14
ticker_TLT,Asset indicator: TLT,0.009251036111304867,split_011_2017-09-28_2019-12-30,15
simple_return_1,1-day simple return,0.00850382218265795,split_011_2017-09-28_2019-12-30,16
ret_std_20,20-day return volatility,0.008405723894055363,split_011_2017-09-28_2019-12-30,17
log_return_1,1-day log return,0.008285366569486714,split_011_2017-09-28_2019-12-30,18
volume_roll_mean_20,20-day average volume,0.00822429331082058,split_011_2017-09-28_2019-12-30,19
ticker_SPY,Asset indicator: SPY,0.007775705341395945,split_011_2017-09-28_2019-12-30,20
ticker_EFA,Asset indicator: EFA,0.006653904377231841,split_011_2017-09-28_2019-12-30,21
macd_hist,MACD histogram,0.006108239109319331,split_011_2017-09-28_2019-12-30,22
volume,Trading volume,0.005929630976733136,split_011_2017-09-28_2019-12-30,23
ticker_IWM,Asset indicator: IWM,0.005430650698933976,split_011_2017-09-28_2019-12-30,24
volume_chg,Volume change,1.1775745898551742e-05,split_011_2017-09-28_2019-12-30,25
