feature,feature_label,mean_abs_shap,split,rank
mom_20,20-day momentum,0.02373273296841471,split_019_2019-10-01_2021-12-29,1
ret_mean_20,20-day average return,0.016913516435353843,split_019_2019-10-01_2021-12-29,2
macd_hist,MACD histogram,0.01589149302816349,split_019_2019-10-01_2021-12-29,3
ret_mean_10,10-day average return,0.015621565391657948,split_019_2019-10-01_2021-12-29,4
rsi_14,14-day RSI,0.014265686839191802,split_019_2019-10-01_2021-12-29,5
simple_return_1,1-day simple return,0.014195187825130344,split_019_2019-10-01_2021-12-29,6
ret_mean_5,5-day average return,0.014177706146544618,split_019_2019-10-01_2021-12-29,7
macd_12_26,"MACD (12, 26)",0.013870241290644073,split_019_2019-10-01_2021-12-29,8
volume,Trading volume,0.013620495972778682,split_019_2019-10-01_2021-12-29,9
log_return_1,1-day log return,0.010842643763488575,split_019_2019-10-01_2021-12-29,10
mom_10,10-day momentum,0.01059304226338447,split_019_2019-10-01_2021-12-29,11
mom_60,60-day momentum,0.010569111130065928,split_019_2019-10-01_2021-12-29,12
macd_signal_9,MACD signal (9),0.010334462302288431,split_019_2019-10-01_2021-12-29,13
ret_std_5,5-day return volatility,0.010044941631556541,split_019_2019-10-01_2021-12-29,14
ticker_TLT,Asset indicator: TLT,0.00978360378336752,split_019_2019-10-01_2021-12-29,15
volume_roll_mean_20,20-day average volume,0.009607916413357991,split_019_2019-10-01_2021-12-29,16
mom_5,5-day momentum,0.00960619400214684,split_019_2019-10-01_2021-12-29,17
ret_std_20,20-day return volatility,0.009140239137402788,split_019_2019-10-01_2021-12-29,18
ret_mean_60,60-day average return,0.00798531164397671,split_019_2019-10-01_2021-12-29,19
volume_chg,Volume change,0.007788610988442324,split_019_2019-10-01_2021-12-29,20
ret_std_10,10-day return volatility,0.007513979629223515,split_019_2019-10-01_2021-12-29,21
ticker_IWM,Asset indicator: IWM,0.006946994096731172,split_019_2019-10-01_2021-12-29,22
ticker_EFA,Asset indicator: EFA,0.006541311102321232,split_019_2019-10-01_2021-12-29,23
ticker_SPY,Asset indicator: SPY,0.0059960355863402925,split_019_2019-10-01_2021-12-29,24
ret_std_60,60-day return volatility,0.00437058462464448,split_019_2019-10-01_2021-12-29,25
