feature,feature_label,mean_abs_shap,split,rank
ret_std_60,60-day return volatility,0.07575916248847045,split_033_2023-04-03_2025-07-08,1
ret_std_20,20-day return volatility,0.047003976596627105,split_033_2023-04-03_2025-07-08,2
macd_signal_9,MACD signal (9),0.03746622498649291,split_033_2023-04-03_2025-07-08,3
log_return_1,1-day log return,0.03599155072169956,split_033_2023-04-03_2025-07-08,4
ret_std_5,5-day return volatility,0.030344323372018086,split_033_2023-04-03_2025-07-08,5
macd_12_26,"MACD (12, 26)",0.030072496848807223,split_033_2023-04-03_2025-07-08,6
simple_return_1,1-day simple return,0.028818988918806288,split_033_2023-04-03_2025-07-08,7
ret_std_10,10-day return volatility,0.028337056036682705,split_033_2023-04-03_2025-07-08,8
macd_hist,MACD histogram,0.026900456568624533,split_033_2023-04-03_2025-07-08,9
mom_10,10-day momentum,0.026545048388868977,split_033_2023-04-03_2025-07-08,10
mom_20,20-day momentum,0.025708171993846167,split_033_2023-04-03_2025-07-08,11
ret_mean_20,20-day average return,0.023334667680824508,split_033_2023-04-03_2025-07-08,12
ret_mean_10,10-day average return,0.02091064850952715,split_033_2023-04-03_2025-07-08,13
mom_5,5-day momentum,0.020836126705230412,split_033_2023-04-03_2025-07-08,14
mom_60,60-day momentum,0.01845917985813531,split_033_2023-04-03_2025-07-08,15
rsi_14,14-day RSI,0.018188960837851632,split_033_2023-04-03_2025-07-08,16
ret_mean_5,5-day average return,0.017837198486879723,split_033_2023-04-03_2025-07-08,17
volume_roll_mean_20,20-day average volume,0.01730810879168778,split_033_2023-04-03_2025-07-08,18
volume,Trading volume,0.015032610518716887,split_033_2023-04-03_2025-07-08,19
ret_mean_60,60-day average return,0.014624093738115154,split_033_2023-04-03_2025-07-08,20
volume_chg,Volume change,0.009531653803207503,split_033_2023-04-03_2025-07-08,21
ticker_SPY,Asset indicator: SPY,0.008220912278307532,split_033_2023-04-03_2025-07-08,22
ticker_TLT,Asset indicator: TLT,0.007953513144231752,split_033_2023-04-03_2025-07-08,23
ticker_IWM,Asset indicator: IWM,0.00785540308183691,split_033_2023-04-03_2025-07-08,24
ticker_EFA,Asset indicator: EFA,0.006200032231789025,split_033_2023-04-03_2025-07-08,25
