feature,feature_label,mean_abs_shap,split,rank
mom_10,10-day momentum,0.040285213601754646,split_004_2015-12-29_2018-03-29,1
macd_hist,MACD histogram,0.030914802693883033,split_004_2015-12-29_2018-03-29,2
volume,Trading volume,0.03035880815333827,split_004_2015-12-29_2018-03-29,3
mom_20,20-day momentum,0.029888411712211866,split_004_2015-12-29_2018-03-29,4
mom_5,5-day momentum,0.028107099157092693,split_004_2015-12-29_2018-03-29,5
ret_mean_10,10-day average return,0.027635614721320298,split_004_2015-12-29_2018-03-29,6
ret_mean_5,5-day average return,0.026998224361335355,split_004_2015-12-29_2018-03-29,7
ret_mean_20,20-day average return,0.025899305416870202,split_004_2015-12-29_2018-03-29,8
ret_std_20,20-day return volatility,0.025091375504458238,split_004_2015-12-29_2018-03-29,9
log_return_1,1-day log return,0.02285345060861401,split_004_2015-12-29_2018-03-29,10
ret_std_10,10-day return volatility,0.020900649595693346,split_004_2015-12-29_2018-03-29,11
rsi_14,14-day RSI,0.020808824351032804,split_004_2015-12-29_2018-03-29,12
volume_roll_mean_20,20-day average volume,0.020242175079760998,split_004_2015-12-29_2018-03-29,13
ret_std_5,5-day return volatility,0.019890906847871433,split_004_2015-12-29_2018-03-29,14
macd_signal_9,MACD signal (9),0.01929737470795143,split_004_2015-12-29_2018-03-29,15
macd_12_26,"MACD (12, 26)",0.01753588145718793,split_004_2015-12-29_2018-03-29,16
simple_return_1,1-day simple return,0.017301349824709,split_004_2015-12-29_2018-03-29,17
mom_60,60-day momentum,0.016044496850473086,split_004_2015-12-29_2018-03-29,18
ret_std_60,60-day return volatility,0.01602843084762524,split_004_2015-12-29_2018-03-29,19
ret_mean_60,60-day average return,0.016000735872080625,split_004_2015-12-29_2018-03-29,20
ticker_SPY,Asset indicator: SPY,0.014293381726138324,split_004_2015-12-29_2018-03-29,21
ticker_EFA,Asset indicator: EFA,0.01372239577528482,split_004_2015-12-29_2018-03-29,22
volume_chg,Volume change,0.012283183342118925,split_004_2015-12-29_2018-03-29,23
ticker_TLT,Asset indicator: TLT,0.010869818054055852,split_004_2015-12-29_2018-03-29,24
ticker_IWM,Asset indicator: IWM,0.007804031045970174,split_004_2015-12-29_2018-03-29,25
