feature,feature_label,mean_abs_shap,split,rank
macd_signal_9,MACD signal (9),0.01028781310300943,split_005_2016-03-31_2018-06-28,1
ret_std_20,20-day return volatility,0.006256073337805989,split_005_2016-03-31_2018-06-28,2
ret_mean_10,10-day average return,0.0059815414357114694,split_005_2016-03-31_2018-06-28,3
mom_60,60-day momentum,0.005944207112054668,split_005_2016-03-31_2018-06-28,4
mom_20,20-day momentum,0.005743425012601259,split_005_2016-03-31_2018-06-28,5
ret_std_10,10-day return volatility,0.0052451693024464004,split_005_2016-03-31_2018-06-28,6
mom_10,10-day momentum,0.0049861994058255,split_005_2016-03-31_2018-06-28,7
ret_std_60,60-day return volatility,0.004946452658611721,split_005_2016-03-31_2018-06-28,8
rsi_14,14-day RSI,0.004908799070973703,split_005_2016-03-31_2018-06-28,9
ret_mean_20,20-day average return,0.00469049184554141,split_005_2016-03-31_2018-06-28,10
volume_roll_mean_20,20-day average volume,0.004684819552633804,split_005_2016-03-31_2018-06-28,11
macd_hist,MACD histogram,0.004659224410275901,split_005_2016-03-31_2018-06-28,12
macd_12_26,"MACD (12, 26)",0.004488124488841182,split_005_2016-03-31_2018-06-28,13
ret_mean_60,60-day average return,0.004416388042566341,split_005_2016-03-31_2018-06-28,14
ret_std_5,5-day return volatility,0.0043109238722407895,split_005_2016-03-31_2018-06-28,15
mom_5,5-day momentum,0.004247777455292078,split_005_2016-03-31_2018-06-28,16
ret_mean_5,5-day average return,0.004147965786735826,split_005_2016-03-31_2018-06-28,17
simple_return_1,1-day simple return,0.003998314890674421,split_005_2016-03-31_2018-06-28,18
log_return_1,1-day log return,0.0038961515406812867,split_005_2016-03-31_2018-06-28,19
volume,Trading volume,0.0036927324540703276,split_005_2016-03-31_2018-06-28,20
volume_chg,Volume change,0.0036335693722292254,split_005_2016-03-31_2018-06-28,21
ticker_TLT,Asset indicator: TLT,0.0031416971170338294,split_005_2016-03-31_2018-06-28,22
ticker_SPY,Asset indicator: SPY,0.0026400386277747466,split_005_2016-03-31_2018-06-28,23
ticker_IWM,Asset indicator: IWM,0.00262278137922529,split_005_2016-03-31_2018-06-28,24
ticker_EFA,Asset indicator: EFA,0.00195174069618852,split_005_2016-03-31_2018-06-28,25
