feature,feature_label,mean_abs_shap,split,rank
volume_chg,Volume change,9.423128712101898,split_010_2017-06-29_2019-09-30,1
mom_5,5-day momentum,0.021713524827294262,split_010_2017-06-29_2019-09-30,2
ret_mean_5,5-day average return,0.0188907128267308,split_010_2017-06-29_2019-09-30,3
mom_20,20-day momentum,0.016977636976662325,split_010_2017-06-29_2019-09-30,4
mom_60,60-day momentum,0.015382748583511609,split_010_2017-06-29_2019-09-30,5
macd_hist,MACD histogram,0.014081591034952115,split_010_2017-06-29_2019-09-30,6
macd_signal_9,MACD signal (9),0.013625203056782935,split_010_2017-06-29_2019-09-30,7
ret_std_10,10-day return volatility,0.01260788657104821,split_010_2017-06-29_2019-09-30,8
mom_10,10-day momentum,0.012166863150513007,split_010_2017-06-29_2019-09-30,9
rsi_14,14-day RSI,0.012123873067755466,split_010_2017-06-29_2019-09-30,10
ret_mean_10,10-day average return,0.011596147978531418,split_010_2017-06-29_2019-09-30,11
ret_std_20,20-day return volatility,0.010894619531222081,split_010_2017-06-29_2019-09-30,12
simple_return_1,1-day simple return,0.010411046171699832,split_010_2017-06-29_2019-09-30,13
log_return_1,1-day log return,0.010396494154255994,split_010_2017-06-29_2019-09-30,14
ret_mean_60,60-day average return,0.010134700532768376,split_010_2017-06-29_2019-09-30,15
ret_mean_20,20-day average return,0.010004077203179364,split_010_2017-06-29_2019-09-30,16
macd_12_26,"MACD (12, 26)",0.009224950236275177,split_010_2017-06-29_2019-09-30,17
ret_std_5,5-day return volatility,0.008501810946449216,split_010_2017-06-29_2019-09-30,18
volume_roll_mean_20,20-day average volume,0.006983873272709447,split_010_2017-06-29_2019-09-30,19
volume,Trading volume,0.006106039693511247,split_010_2017-06-29_2019-09-30,20
ret_std_60,60-day return volatility,0.005797352952413348,split_010_2017-06-29_2019-09-30,21
ticker_IWM,Asset indicator: IWM,0.005076208115995894,split_010_2017-06-29_2019-09-30,22
ticker_EFA,Asset indicator: EFA,0.004302449348386055,split_010_2017-06-29_2019-09-30,23
ticker_TLT,Asset indicator: TLT,0.004078577936026352,split_010_2017-06-29_2019-09-30,24
ticker_SPY,Asset indicator: SPY,0.004043597064038852,split_010_2017-06-29_2019-09-30,25
