feature,feature_label,mean_abs_shap,split,rank
macd_signal_9,MACD signal (9),0.017835981682996223,split_008_2016-12-28_2019-04-01,1
mom_20,20-day momentum,0.017076105703247284,split_008_2016-12-28_2019-04-01,2
ret_std_60,60-day return volatility,0.015154595213017109,split_008_2016-12-28_2019-04-01,3
ret_std_10,10-day return volatility,0.014570189803068432,split_008_2016-12-28_2019-04-01,4
ret_mean_10,10-day average return,0.013915320073785969,split_008_2016-12-28_2019-04-01,5
mom_10,10-day momentum,0.011982279126194222,split_008_2016-12-28_2019-04-01,6
ret_mean_20,20-day average return,0.011420172042383709,split_008_2016-12-28_2019-04-01,7
macd_12_26,"MACD (12, 26)",0.01104668571184209,split_008_2016-12-28_2019-04-01,8
ret_std_5,5-day return volatility,0.010098354957499694,split_008_2016-12-28_2019-04-01,9
mom_60,60-day momentum,0.009387131142986737,split_008_2016-12-28_2019-04-01,10
ret_std_20,20-day return volatility,0.008309463182416441,split_008_2016-12-28_2019-04-01,11
macd_hist,MACD histogram,0.008052356471619563,split_008_2016-12-28_2019-04-01,12
rsi_14,14-day RSI,0.00804138311119817,split_008_2016-12-28_2019-04-01,13
mom_5,5-day momentum,0.00768771805248479,split_008_2016-12-28_2019-04-01,14
ret_mean_60,60-day average return,0.007534651254439111,split_008_2016-12-28_2019-04-01,15
volume,Trading volume,0.007173438044133707,split_008_2016-12-28_2019-04-01,16
simple_return_1,1-day simple return,0.006546957887741107,split_008_2016-12-28_2019-04-01,17
ret_mean_5,5-day average return,0.006252715911098109,split_008_2016-12-28_2019-04-01,18
volume_roll_mean_20,20-day average volume,0.006206595620980926,split_008_2016-12-28_2019-04-01,19
log_return_1,1-day log return,0.0057665604794550985,split_008_2016-12-28_2019-04-01,20
ticker_SPY,Asset indicator: SPY,0.0050615988402271,split_008_2016-12-28_2019-04-01,21
volume_chg,Volume change,0.004632641128944308,split_008_2016-12-28_2019-04-01,22
ticker_IWM,Asset indicator: IWM,0.0031086991158771836,split_008_2016-12-28_2019-04-01,23
ticker_TLT,Asset indicator: TLT,0.0027671822844255434,split_008_2016-12-28_2019-04-01,24
ticker_EFA,Asset indicator: EFA,0.00253618673751276,split_008_2016-12-28_2019-04-01,25
