feature,feature_label,mean_abs_shap,split,rank
ret_mean_10,10-day average return,0.012854167609475553,split_030_2022-07-01_2024-10-02,1
ret_mean_5,5-day average return,0.011645733177171153,split_030_2022-07-01_2024-10-02,2
mom_5,5-day momentum,0.010077529727756726,split_030_2022-07-01_2024-10-02,3
ret_std_20,20-day return volatility,0.009620499014852065,split_030_2022-07-01_2024-10-02,4
macd_hist,MACD histogram,0.00811887207852508,split_030_2022-07-01_2024-10-02,5
mom_10,10-day momentum,0.00809202556268374,split_030_2022-07-01_2024-10-02,6
ret_mean_20,20-day average return,0.007491477583754182,split_030_2022-07-01_2024-10-02,7
log_return_1,1-day log return,0.006907735809829497,split_030_2022-07-01_2024-10-02,8
ret_std_60,60-day return volatility,0.0069061303563557885,split_030_2022-07-01_2024-10-02,9
ret_std_5,5-day return volatility,0.006662501459132039,split_030_2022-07-01_2024-10-02,10
macd_12_26,"MACD (12, 26)",0.006442080384732709,split_030_2022-07-01_2024-10-02,11
ret_std_10,10-day return volatility,0.006373014814726492,split_030_2022-07-01_2024-10-02,12
rsi_14,14-day RSI,0.006189262247062288,split_030_2022-07-01_2024-10-02,13
simple_return_1,1-day simple return,0.00601800455079661,split_030_2022-07-01_2024-10-02,14
mom_20,20-day momentum,0.00588423029750437,split_030_2022-07-01_2024-10-02,15
macd_signal_9,MACD signal (9),0.0057936358584922305,split_030_2022-07-01_2024-10-02,16
volume,Trading volume,0.0054556129800654544,split_030_2022-07-01_2024-10-02,17
volume_roll_mean_20,20-day average volume,0.004745424212603943,split_030_2022-07-01_2024-10-02,18
volume_chg,Volume change,0.004656798800103233,split_030_2022-07-01_2024-10-02,19
ret_mean_60,60-day average return,0.004561713983648366,split_030_2022-07-01_2024-10-02,20
mom_60,60-day momentum,0.004474568347983385,split_030_2022-07-01_2024-10-02,21
ticker_EFA,Asset indicator: EFA,0.0038540445773803623,split_030_2022-07-01_2024-10-02,22
ticker_IWM,Asset indicator: IWM,0.003842936293398733,split_030_2022-07-01_2024-10-02,23
ticker_TLT,Asset indicator: TLT,0.0024845288170455924,split_030_2022-07-01_2024-10-02,24
ticker_SPY,Asset indicator: SPY,0.0023596425282330453,split_030_2022-07-01_2024-10-02,25
