feature,feature_label,mean_abs_shap,split,rank
ret_mean_60,60-day average return,0.00810449776250965,split_015_2018-09-28_2020-12-29,1
macd_12_26,"MACD (12, 26)",0.007936215118415482,split_015_2018-09-28_2020-12-29,2
mom_10,10-day momentum,0.007795146488921896,split_015_2018-09-28_2020-12-29,3
ret_mean_10,10-day average return,0.007670275095405799,split_015_2018-09-28_2020-12-29,4
ret_mean_20,20-day average return,0.00766664854001617,split_015_2018-09-28_2020-12-29,5
macd_signal_9,MACD signal (9),0.007363300364961076,split_015_2018-09-28_2020-12-29,6
simple_return_1,1-day simple return,0.007324554848041696,split_015_2018-09-28_2020-12-29,7
mom_60,60-day momentum,0.006859622867896029,split_015_2018-09-28_2020-12-29,8
mom_20,20-day momentum,0.006668868982473452,split_015_2018-09-28_2020-12-29,9
ticker_SPY,Asset indicator: SPY,0.00602356292265391,split_015_2018-09-28_2020-12-29,10
rsi_14,14-day RSI,0.005828899921600735,split_015_2018-09-28_2020-12-29,11
ret_mean_5,5-day average return,0.0057577240693747435,split_015_2018-09-28_2020-12-29,12
mom_5,5-day momentum,0.005687202984711907,split_015_2018-09-28_2020-12-29,13
log_return_1,1-day log return,0.005222614978951331,split_015_2018-09-28_2020-12-29,14
macd_hist,MACD histogram,0.0048689503856905025,split_015_2018-09-28_2020-12-29,15
volume_roll_mean_20,20-day average volume,0.0045507118595166695,split_015_2018-09-28_2020-12-29,16
ticker_IWM,Asset indicator: IWM,0.004471747502677437,split_015_2018-09-28_2020-12-29,17
ret_std_20,20-day return volatility,0.004086354028764677,split_015_2018-09-28_2020-12-29,18
volume,Trading volume,0.0038146463601032203,split_015_2018-09-28_2020-12-29,19
ret_std_10,10-day return volatility,0.0036399200091152316,split_015_2018-09-28_2020-12-29,20
ticker_TLT,Asset indicator: TLT,0.0030133347849127337,split_015_2018-09-28_2020-12-29,21
ret_std_60,60-day return volatility,0.0026827623883409466,split_015_2018-09-28_2020-12-29,22
ticker_EFA,Asset indicator: EFA,0.002591734083403324,split_015_2018-09-28_2020-12-29,23
ret_std_5,5-day return volatility,0.0024617632660040535,split_015_2018-09-28_2020-12-29,24
volume_chg,Volume change,5.861627871302757e-06,split_015_2018-09-28_2020-12-29,25
