feature,feature_label,mean_abs_shap,split,rank
rsi_14,14-day RSI,0.024388919173805156,split_006_2016-06-29_2018-09-27,1
ret_mean_10,10-day average return,0.021839611513314594,split_006_2016-06-29_2018-09-27,2
mom_20,20-day momentum,0.019341997742393563,split_006_2016-06-29_2018-09-27,3
macd_12_26,"MACD (12, 26)",0.016849080816975063,split_006_2016-06-29_2018-09-27,4
mom_10,10-day momentum,0.016549735494286656,split_006_2016-06-29_2018-09-27,5
log_return_1,1-day log return,0.01608479125342995,split_006_2016-06-29_2018-09-27,6
ret_mean_5,5-day average return,0.01530266331430199,split_006_2016-06-29_2018-09-27,7
ret_std_10,10-day return volatility,0.014625885396851775,split_006_2016-06-29_2018-09-27,8
ret_mean_60,60-day average return,0.014315001346847388,split_006_2016-06-29_2018-09-27,9
mom_60,60-day momentum,0.013472403623781269,split_006_2016-06-29_2018-09-27,10
simple_return_1,1-day simple return,0.013118355288593822,split_006_2016-06-29_2018-09-27,11
macd_signal_9,MACD signal (9),0.012265340937940381,split_006_2016-06-29_2018-09-27,12
mom_5,5-day momentum,0.010342503377407736,split_006_2016-06-29_2018-09-27,13
macd_hist,MACD histogram,0.009609008495169654,split_006_2016-06-29_2018-09-27,14
volume_roll_mean_20,20-day average volume,0.009604013885316492,split_006_2016-06-29_2018-09-27,15
volume_chg,Volume change,0.009309306553419683,split_006_2016-06-29_2018-09-27,16
ret_std_60,60-day return volatility,0.008908129010240195,split_006_2016-06-29_2018-09-27,17
ret_mean_20,20-day average return,0.00859318356189642,split_006_2016-06-29_2018-09-27,18
ticker_TLT,Asset indicator: TLT,0.008232274238156886,split_006_2016-06-29_2018-09-27,19
ret_std_5,5-day return volatility,0.007979940100004176,split_006_2016-06-29_2018-09-27,20
volume,Trading volume,0.007267228166200788,split_006_2016-06-29_2018-09-27,21
ret_std_20,20-day return volatility,0.006739184842297071,split_006_2016-06-29_2018-09-27,22
ticker_EFA,Asset indicator: EFA,0.006589533929259713,split_006_2016-06-29_2018-09-27,23
ticker_SPY,Asset indicator: SPY,0.00570757399908893,split_006_2016-06-29_2018-09-27,24
ticker_IWM,Asset indicator: IWM,0.005509172426623931,split_006_2016-06-29_2018-09-27,25
