feature,feature_label,mean_abs_shap,split,rank
mom_10,10-day momentum,0.018961539362700147,split_022_2020-07-01_2022-09-29,1
ret_mean_10,10-day average return,0.015608599683226322,split_022_2020-07-01_2022-09-29,2
simple_return_1,1-day simple return,0.014795642604469795,split_022_2020-07-01_2022-09-29,3
macd_hist,MACD histogram,0.01363090693377775,split_022_2020-07-01_2022-09-29,4
log_return_1,1-day log return,0.01323873827108977,split_022_2020-07-01_2022-09-29,5
ret_mean_20,20-day average return,0.012379082403906689,split_022_2020-07-01_2022-09-29,6
ret_std_20,20-day return volatility,0.012375056032470912,split_022_2020-07-01_2022-09-29,7
mom_20,20-day momentum,0.011882221008071485,split_022_2020-07-01_2022-09-29,8
volume_roll_mean_20,20-day average volume,0.011421985921419317,split_022_2020-07-01_2022-09-29,9
ret_std_60,60-day return volatility,0.01137270786367902,split_022_2020-07-01_2022-09-29,10
ret_mean_5,5-day average return,0.011325991376884857,split_022_2020-07-01_2022-09-29,11
macd_12_26,"MACD (12, 26)",0.010920670162933705,split_022_2020-07-01_2022-09-29,12
mom_5,5-day momentum,0.010504828444426515,split_022_2020-07-01_2022-09-29,13
rsi_14,14-day RSI,0.010189737089263887,split_022_2020-07-01_2022-09-29,14
mom_60,60-day momentum,0.009164787880977904,split_022_2020-07-01_2022-09-29,15
ret_std_5,5-day return volatility,0.00825254616317646,split_022_2020-07-01_2022-09-29,16
volume,Trading volume,0.0077834188050030385,split_022_2020-07-01_2022-09-29,17
macd_signal_9,MACD signal (9),0.007629214273141607,split_022_2020-07-01_2022-09-29,18
ret_std_10,10-day return volatility,0.007594568350132767,split_022_2020-07-01_2022-09-29,19
ret_mean_60,60-day average return,0.006495631263119063,split_022_2020-07-01_2022-09-29,20
volume_chg,Volume change,0.006029743443485028,split_022_2020-07-01_2022-09-29,21
ticker_IWM,Asset indicator: IWM,0.004702500374942173,split_022_2020-07-01_2022-09-29,22
ticker_SPY,Asset indicator: SPY,0.004133210792473604,split_022_2020-07-01_2022-09-29,23
ticker_EFA,Asset indicator: EFA,0.00341292633713489,split_022_2020-07-01_2022-09-29,24
ticker_TLT,Asset indicator: TLT,0.0033859212613473262,split_022_2020-07-01_2022-09-29,25
