date,markowitz_gross,markowitz_net,black_litterman_gross,black_litterman_net
2021-07-01,1.0029611606776523,1.0019611606776522,1.0038265701377391,1.0028265701377392
2021-07-02,1.009805800288984,1.0087989758576106,1.007329942890932,1.0063264528729772
2021-07-06,1.0143756916513857,1.0133643108208799,1.0085932219130627,1.0075884734316845
2021-07-07,1.02046417132264,1.0194467199882005,1.0118817384329646,1.0108737139708366
2021-07-08,1.017956525557427,1.0169415744651342,1.0084587485983265,1.007454134077653
2021-07-09,1.0169756977201017,1.0159617245598325,1.010960614438211,1.0099535075887685
2021-07-12,1.018267262734088,1.0172520018220448,1.0119756912610465,1.010967573204237
2021-07-13,1.0127012820073278,1.011691570642909,1.0035920199354982,1.002592253591599
2021-07-14,1.0188695867438695,1.0178537252861288,1.0058938478640738,1.0048917884667756
2021-07-15,1.0223278500405741,1.021308540529776,1.0079922308330018,1.0069880810517358
2021-07-16,1.0171676319242329,1.0161534673964296,1.0017217272677628,1.000723824087007
2021-07-19,1.0197614084641646,1.0187446578177344,1.0022481740467892,1.0012497464260608
2021-07-20,1.0228986190001235,1.0218787404055143,1.0097165926947589,1.0087107251248697
2021-07-21,1.0211895338547967,1.0201713592993988,1.0110555602472613,1.0100483588139417
2021-07-22,1.02681041356076,1.0257866347208433,1.0126569526305884,1.0116481559093666
2021-07-23,1.0291270025937316,1.0281009140043211,1.0146709358351076,1.0136601328079518
2021-07-26,1.029023625935528,1.0279976404175648,1.0149274837029851,1.0139164251059176
2021-07-27,1.0317041771648081,1.0306755190097234,1.0153662604895426,1.0143547647882982
2021-07-28,1.0315677921101853,1.0305392699374896,1.0182842949805864,1.0172698923683499
2021-07-29,1.0311396351258415,1.0301115398460317,1.019135172299621,1.0181199220535955
2021-07-30,1.03077802730151,1.0297502925619069,1.0179153761248707,1.0169013410251775
2021-08-02,1.0340627959408104,1.0330158770663456,1.0206975734550916,1.0195415910063759
2021-08-03,1.038703514120539,1.037651896831749,1.0251003867444999,1.0239394179266383
2021-08-04,1.0370695680224735,1.036019604993963,1.022238614915405,1.0210808871731498
2021-08-05,1.0379513149667412,1.0369004592288884,1.0251841842927738,1.0240231205707042
2021-08-06,1.0305287942786656,1.0294854533426556,1.0190768296737045,1.0179226827847216
2021-08-09,1.028319627007884,1.0272785227048153,1.0164507655949055,1.0152995928326995
2021-08-10,1.0267073743213118,1.0256679023154058,1.0153571949939062,1.0142072607458832
2021-08-11,1.0277321936175032,1.0266916840511433,1.0171879624253417,1.016035954757068
2021-08-12,1.0285271594904906,1.027485845074773,1.0172357584626424,1.0160836966633688
2021-08-13,1.0372943170146056,1.0362441264428912,1.0240009456622938,1.0228412220071794
2021-08-16,1.0397706752973255,1.0387179775797817,1.024322510493857,1.0231624226531981
2021-08-17,1.0360234645906836,1.0349745606713798,1.0193213403596706,1.0181669165521676
2021-08-18,1.0317924707173278,1.0307478503941085,1.0151816676076806,1.0140319321517217
2021-08-19,1.0362689615365588,1.0352198090681464,1.0166214678783931,1.0154701017887522
2021-08-20,1.0408899101214935,1.039836079254138,1.0224384897952186,1.02128053568635
2021-08-23,1.045322522859738,1.0442642042707886,1.0287211897647315,1.0275561202368748
2021-08-24,1.042286432639561,1.0412311878872957,1.0274052617054665,1.0262416825208613
2021-08-25,1.0392715261772087,1.0382193338145012,1.0250800444536132,1.0239190986742424
2021-08-26,1.037459929209696,1.0364095709667978,1.0222298300535728,1.021072112260539
2021-08-27,1.0456723648815152,1.0446136921011016,1.0330116605154227,1.0318417318510171
2021-08-30,1.0493740695302276,1.0483116490233901,1.0352754501797652,1.0341029576794227
2021-08-31,1.0455838244746367,1.0443582033572614,1.0325478518147575,1.0311916637715552
2021-09-01,1.0466178902605938,1.045391057023411,1.035180297525433,1.0338206519268343
2021-09-02,1.050377506422274,1.049146266207044,1.0395332612747532,1.0381678983262237
2021-09-03,1.0464036157874606,1.0451770337203066,1.0358391737244725,1.0344786627325449
2021-09-07,1.040627856541327,1.0394080447515388,1.0302317107760877,1.0288785648415664
2021-09-08,1.0427001412732797,1.0414779003755912,1.0296145391807003,1.0282622038630786
2021-09-09,1.0450692284141496,1.0438442105002517,1.0316724861643058,1.0303174478600015
2021-09-10,1.036439772398881,1.0352248698322906,1.0233369679031479,1.021992877788973
2021-09-13,1.0405453233075708,1.0393256082622728,1.028077954004499,1.0267276368969191
2021-09-14,1.0422221941248904,1.041000513471253,1.0274283407983575,1.0260788769177358
2021-09-15,1.0459831408801035,1.0447570516887128,1.0316363841485285,1.0302813932619994
2021-09-16,1.043070909930089,1.0418482344217217,1.0293505314528633,1.0279985428931404
2021-09-17,1.0349705119806822,1.033757331663952,1.0225981864814193,1.0212550667111648
2021-09-20,1.0297503599177886,1.028543298602189,1.014175648641552,1.0128435913562872
2021-09-21,1.0288121004442312,1.0276061389454014,1.0144676883075445,1.0131352474461552
2021-09-22,1.0372880244904736,1.0360721276127127,1.0236658455660295,1.0223213234912887
2021-09-23,1.0354741880212954,1.0342604173014072,1.02502926243047,1.023682949591605
2021-09-24,1.0324496325957218,1.031239407224292,1.0208909085181357,1.0195500311523915
2021-09-27,1.0291591656097232,1.0279527972851696,1.0208372155178755,1.0194964086745821
2021-09-28,1.0103031537761584,1.0091188882479103,1.0012740186061349,0.9999589068177406
2021-09-29,1.0120244227415385,1.0108381395619617,1.0020644583596976,1.0007483083773439
