date,markowitz_gross,markowitz_net,black_litterman_gross,black_litterman_net
2023-07-05,0.9946338415145874,0.9936338415145874,0.9946338415145874,0.9936338415145874
2023-07-06,0.9830715275936968,0.9820831522875673,0.9830715275936968,0.9820831522875673
2023-07-07,0.9845439537213864,0.983554098045229,0.9845439537213864,0.983554098045229
2023-07-10,0.9871499892945375,0.9861575135229597,0.9871499892945375,0.9861575135229597
2023-07-11,0.994476257766435,0.9934764162003646,0.994476257766435,0.9934764162003646
2023-07-12,1.00687373224029,1.0058614263140135,1.00687373224029,1.0058614263140135
2023-07-13,1.018113892083244,1.0170902853552313,1.018113892083244,1.0170902853552313
2023-07-14,1.0154307350124605,1.0144098259174448,1.0154307350124605,1.0144098259174448
2023-07-17,1.0170512634030953,1.0160287250367608,1.0170512634030953,1.0160287250367608
2023-07-18,1.0242327883337101,1.0232030296973318,1.0242327883337101,1.0232030296973318
2023-07-19,1.025378629816039,1.024347719156238,1.025378629816039,1.024347719156238
2023-07-20,1.0191966731059827,1.0181719777552252,1.0191966731059827,1.0181719777552252
2023-07-21,1.0200249959026335,1.018999467760187,1.0200249959026335,1.018999467760187
2023-07-24,1.021766330097332,1.0207390512260024,1.021766330097332,1.0207390512260024
2023-07-25,1.023883016314064,1.0228536093367635,1.023883016314064,1.0228536093367635
2023-07-26,1.0250861015118948,1.02405548495862,1.0250861015118948,1.02405548495862
2023-07-27,1.0200674296252799,1.0190418588201762,1.0200674296252799,1.0190418588201762
2023-07-28,1.0289853684672667,1.0279508316100645,1.0289853684672667,1.0279508316100645
2023-07-31,1.0302714824198207,1.0292356525099404,1.0302714824198207,1.0292356525099404
2023-08-01,1.0233554081904097,1.0223265316677366,1.0233554081904097,1.0223265316677366
2023-08-02,1.0071872352767106,1.0061746141560144,1.0071872352767106,1.0061746141560144
2023-08-03,1.0043386556463758,1.003328898473709,1.0043239610626524,1.002691497195147
2023-08-04,1.0027299385886164,1.001721798812212,1.0012284241931486,0.9996009919213095
2023-08-07,1.0113719165930903,1.0103550882142638,1.007445814780097,1.0058082765405851
2023-08-08,1.0062868737526378,1.0052751578510146,1.002308060664854,1.0006788735135153
2023-08-09,1.0021392162317704,1.0011316703647344,0.9958369112316281,0.9942182425166113
2023-08-10,1.004073630027827,1.0030641393106208,0.9950706913049752,0.9934532680310644
2023-08-11,1.001012384977705,1.000005972021301,0.9945505124644309,0.9929339347076986
2023-08-14,1.002551288204456,1.0015433280422739,0.9969131678367913,0.9952927497360303
2023-08-15,0.9905739991589894,0.9895780809046385,0.9847491548007827,0.9831485085192107
2023-08-16,0.9829722253899373,0.9819839499217574,0.9759589164788665,0.9743725581631337
2023-08-17,0.9756833138880612,0.9747023666558589,0.9673097415688352,0.9657374419294577
2023-08-18,0.9759650412167072,0.9749838107372265,0.9692189614003603,0.9676435584472007
2023-08-21,0.9812283319199565,0.9802418097537429,0.9728908121979192,0.9713094408879481
2023-08-22,0.9789057568710604,0.9779215698104424,0.9702482262981157,0.9686711503412035
2023-08-23,0.9897005963771331,0.9887055562376679,0.9808876440207439,0.9792932743760608
2023-08-24,0.9760415000068546,0.9750601926560802,0.9673141377933151,0.9657418310081581
2023-08-25,0.9828004581957935,0.9818123554215107,0.9732702637799937,0.9716882756959326
2023-08-28,0.9906819981347009,0.9896859712987082,0.9805863022147265,0.9789924223817269
2023-08-29,1.0041878131299757,1.003178207613637,0.9944254224698529,0.9928090480388446
2023-08-30,1.0064458030380015,1.005433927349652,0.9979936101448547,0.9963714358547593
2023-08-31,1.0039923192836973,1.0029829103159156,0.9962255047735227,0.9946062044247497
2023-09-01,1.0033909609405443,1.0013791736651838,0.9956287984965415,0.9931959850345591
2023-09-05,0.9913300901293731,0.9893424847605398,0.9836612297401992,0.9812576589662764
2023-09-06,0.9888205393241066,0.9868379655756221,0.9811710926448127,0.9787736065071088
2023-09-07,0.9855525433670117,0.9835765219126362,0.9779283776763581,0.975538815094743
2023-09-08,0.9859695635392121,0.983992705964213,0.9783421718096115,0.9759515981243206
2023-09-11,0.9889604766614841,0.9869776223402561,0.9813099474367148,0.978912122008095
2023-09-12,0.9877796870842238,0.9857992002324458,0.9801382923652132,0.9777433298692797
2023-09-13,0.9856259199944903,0.9836497514208251,0.9780011866673677,0.9756114461773858
2023-09-14,0.9926917041076291,0.9907013687185124,0.9850123103677506,0.9826054382357877
2023-09-15,0.9850394909687608,0.9830644981785118,0.9774192942156524,0.9750309755766577
2023-09-18,0.9840891047878645,0.9821160175109198,0.9764762601559211,0.9740902458154351
2023-09-19,0.9810130374084159,0.9790461176110012,0.9734239890190316,0.9710454328861855
2023-09-20,0.9764822329108098,0.9745243973240271,0.9689282345087997,0.9665606637272319
2023-09-21,0.958336918645814,0.9564154642043343,0.950923291128539,0.9485997153265296
2023-09-22,0.9593911071010285,0.9574675390238847,0.951969324455439,0.9496431926767813
2023-09-25,0.9545060353402358,0.9525922617754906,0.9471220432688432,0.944807755794953
2023-09-26,0.9440166315192916,0.9421238890879277,0.9367137847437691,0.9344249297920135
2023-09-27,0.9446489265849652,0.9427549164093052,0.9373411884189445,0.9350508004097791
2023-09-28,0.9508017624369623,0.9488954158965588,0.9434464263622164,0.9411411202379066
2023-09-29,0.9484394525659455,0.94653784242952,0.9411023911554887,0.938802812668241
2023-10-02,0.9373191897944273,0.9354398756562848,0.9300681539606525,0.9277955375709565
