date,equal_weight_gross,equal_weight_net,markowitz_gross,markowitz_net,black_litterman_gross,black_litterman_net
2024-01-03,0.9904559403657913,0.9894559403657913,0.9920936703681946,0.9910936703681946,0.9920936703681946,0.9910936703681946
2024-01-04,0.9859808072752057,0.9849853255307971,0.9910886392580522,0.9900896522985949,0.9910886392580522,0.9900896522985949
2024-01-05,0.9834017575248258,0.9824088796819592,0.9921704638270665,0.9911703864216147,0.9921704638270665,0.9911703864216147
2024-01-08,0.9963829390765492,0.9953769549651221,1.004896197586091,1.0038832930312087,1.004896197586091,1.0038832930312087
2024-01-09,0.9899619730340222,0.9889624717612363,1.0003888077094305,0.9993804464653376,1.0003888077094305,0.9993804464653376
2024-01-10,0.9919475803519512,0.9909460743384827,1.0063687147712765,1.0053543259642221,1.0063687147712765,1.0053543259642221
2024-01-11,0.9912526583883986,0.99025185399318,1.0060488787515722,1.0050348123294188,1.0060488787515722,1.0050348123294188
2024-01-12,0.9915553862550731,0.9905542762148941,1.0081356672259267,1.0071194973849766,1.0081356672259267,1.0071194973849766
2024-01-16,0.9790525048495848,0.9780640181689072,0.9991467004485904,0.9981395912105308,0.9991467004485904,0.9981395912105308
2024-01-17,0.973239291317243,0.972256673866377,0.9920240440416912,0.9910241142228937,0.9920240440416912,0.9910241142228937
2024-01-18,0.9767427075246752,0.9757565528985905,1.00084510973921,0.9998362885566623,1.00084510973921,0.9998362885566623
2024-01-19,0.9834750835457119,0.9824821316702528,1.0092537946254456,1.0082364977463611,1.0092537946254456,1.0082364977463611
2024-01-22,0.9914746478961743,0.9904736193723511,1.0117901490415797,1.0107702955950137,1.0117901490415797,1.0107702955950137
2024-01-23,0.9888125724446934,0.9878142316481511,1.0124144994138344,1.0113940166412372,1.0124144994138344,1.0113940166412372
2024-01-24,0.9874760689211624,0.9864790775067268,1.0161452443724592,1.0151210011233365,1.0161452443724592,1.0151210011233365
2024-01-25,0.9931727148251434,0.9921699718717732,1.02060694702407,1.0195782065154797,1.02060694702407,1.0195782065154797
2024-01-26,0.9934908433018507,0.9924877791545095,1.021631920801031,1.0206021471503013,1.021631920801031,1.0206021471503013
2024-01-29,1.0041212124269545,1.00310741547597,1.0288821805798576,1.0278450988895795,1.0288821805798576,1.0278450988895795
2024-01-30,1.0037302254568587,1.0027168232604051,1.027859456526648,1.0268234057108565,1.027859456526648,1.0268234057108565
2024-01-31,0.9947049959416396,0.9937007059420515,1.0157240338962967,1.0147002152144184,1.0157240338962967,1.0147002152144184
2024-02-01,1.008591526185213,1.0075732158444086,1.027708587709345,1.0266726889646955,1.027708587709345,1.0266726889646955
2024-02-02,1.0023502814215322,1.0013382724662911,1.0309439199511121,1.0299047600907651,1.0309439199511121,1.0299047600907651
2024-02-05,0.9918600025717278,0.990858584979941,1.0264966681353984,1.0254619909685192,1.0264966681353984,1.0254619909685192
2024-02-06,0.9987644168708788,0.997756028333674,1.0308115574368324,1.029772530993841,1.0308115574368324,1.029772530993841
2024-02-07,0.9989255226349791,0.9979169714395909,1.0357506399896221,1.0347066351028604,1.0357506399896221,1.0347066351028604
2024-02-08,1.0009388285149523,0.9999282446134153,1.035308687541638,1.0342651281293926,1.035308687541638,1.0342651281293926
2024-02-09,1.006816098953621,1.005799581148112,1.0403336682313136,1.0392850437926098,1.0403336682313136,1.0392850437926098
2024-02-12,1.0120061430180238,1.0109843851570486,1.0407780723167996,1.039728999932404,1.0407780723167996,1.039728999932404
2024-02-13,0.9898867917123307,0.9888873663453154,1.0257749815040167,1.0247410317751333,1.0257749815040167,1.0247410317751333
2024-02-14,1.0019085662742346,1.0008970032905198,1.0359535073172894,1.034909297946482,1.0359535073172894,1.034909297946482
2024-02-15,1.01444635565636,1.013422134068793,1.044932305864272,1.0438790461398386,1.044932305864272,1.0438790461398386
2024-02-16,1.0086675566065288,1.0076491695026721,1.042470477794527,1.041419699517303,1.042470477794527,1.041419699517303
2024-02-20,1.0050480907342714,1.0040333579735556,1.0407261812588717,1.0396771611790716,1.0407261812588717,1.0396771611790716
2024-02-21,1.0024992300553266,1.0014870707161787,1.0416188730099503,1.0405689531242368,1.0416188730099503,1.0405689531242368
2024-02-22,1.013628489394056,1.012605093553732,1.0592404260428652,1.0581727441720092,1.0592404260428652,1.0581727441720092
2024-02-23,1.0180950854852464,1.0170671800085933,1.0602268321736752,1.0591581560356849,1.0602268321736752,1.0591581560356849
2024-02-26,1.0176462877390364,1.0166188353847565,1.057294395124281,1.0562286747929217,1.057294395124281,1.0562286747929217
2024-02-27,1.0206207281846384,1.0195902727281263,1.0596219883380344,1.0585539218640847,1.0596219883380344,1.0585539218640847
2024-02-28,1.0183206806703935,1.0172925474247143,1.0563206233870905,1.0552558845877844,1.0563206233870905,1.0552558845877844
2024-02-29,1.0234674221176696,1.0224340925364066,1.0596957689336184,1.0586276280910907,1.0596957689336184,1.0586276280910907
2024-03-01,1.0326608803399886,1.0316182687120967,1.0697803652305395,1.06870205942416,1.0697803652305395,1.06870205942416
2024-03-04,1.030445307463161,1.0294049327574648,1.067994810842052,1.066918304819747,1.067994810842052,1.066918304819747
2024-03-05,1.0286088388907946,1.0275703183499305,1.0608219401530274,1.0597526641644415,1.0608219401530274,1.0597526641644415
2024-03-06,1.0363857499574425,1.035339377566991,1.0690739245964962,1.0679963308606149,1.0690739245964962,1.0679963308606149
2024-03-07,1.0439398651573613,1.0428858658600562,1.0805021949191917,1.0794130818372405,1.0805021949191917,1.0794130818372405
2024-03-08,1.040893301191808,1.0398423778152395,1.075197671744212,1.074113905458973,1.075197671744212,1.074113905458973
2024-03-11,1.0369927159072214,1.0359457307020805,1.0722008331408563,1.07112008757704,1.0722008331408563,1.07112008757704
2024-03-12,1.0393327185326269,1.0382833707765333,1.082550042227622,1.0814588649783752,1.082550042227622,1.0814588649783752
2024-03-13,1.038712856263366,1.037664134342551,1.0815864773375596,1.080496271332177,1.0815864773375596,1.080496271332177
2024-03-14,1.0276702121772952,1.0266326393077767,1.0771449706731961,1.0760592415703452,1.0771449706731961,1.0760592415703452
2024-03-15,1.0264042468282066,1.0253679521229129,1.0728711286377368,1.0717897074366125,1.0728711286377368,1.0717897074366125
2024-03-18,1.0256205813380714,1.024585077849689,1.0765880225689164,1.0755028548526775,1.0765880225689164,1.0755028548526775
2024-03-19,1.029303066286047,1.0282638448281942,1.0809421384373044,1.0798525819057767,1.0809421384373044,1.0798525819057767
2024-03-20,1.039428858980378,1.0383794141574247,1.0915376962046957,1.0904374596758213,1.0915376962046957,1.0904374596758213
2024-03-21,1.043702562205116,1.0426488024974208,1.0934834019965682,1.0923812042559151,1.0934834019965682,1.0923812042559151
2024-03-22,1.0415453537684893,1.0404937720561485,1.0913078301635963,1.0902078253326433,1.0913078301635963,1.0902078253326433
2024-03-25,1.0395647079120511,1.0385151259311225,1.088566853003228,1.0874696109932083,1.088566853003228,1.0874696109932083
2024-03-26,1.039633796528978,1.0385841447936925,1.0878537688164431,1.086757245573419,1.0878537688164431,1.086757245573419
2024-03-27,1.0516264565474007,1.0505646965905078,1.0959643057813138,1.0948596073657155,1.0959643057813138,1.0948596073657155
2024-03-28,1.0515906652273934,1.0505289414067065,1.0948528605992631,1.093749282486329,1.0948528605992631,1.093749282486329
2024-04-01,1.0426380156937585,1.041585330790573,1.0918453658555836,1.0907448192051348,1.0918453658555836,1.0907448192051348
2024-04-02,1.0329164595801883,1.0318735899102882,1.084604579065415,1.0835113309060325,1.084604579065415,1.0835113309060325
2024-04-03,1.0362751802859986,1.0352289195306712,1.0877370076086272,1.08664060205732,1.0877370076086272,1.08664060205732
