date,markowitz_gross,markowitz_net,black_litterman_gross,black_litterman_net
2021-12-30,1.0023628880381583,1.0013628880381584,1.002173565632105,1.0011735656321048
2021-12-31,1.0019017775078047,1.0009022375313512,1.0015698109760451,1.0005704134212468
2022-01-03,0.9929426651971132,0.991952063213494,0.9946518230668957,0.993659328495918
2022-01-04,0.9908647084977873,0.9898761795724629,0.9926017580134611,0.9916113090612501
2022-01-05,0.9781133446907458,0.9771375370702096,0.9777565456626361,0.976780909725715
2022-01-06,0.9787814322787483,0.9778049581455188,0.9789634611071324,0.9779866208723871
2022-01-07,0.9734560590689192,0.9724848977553017,0.9729860234395457,0.9720151476782933
2022-01-10,0.9739028874255437,0.972931280336886,0.9730610405938904,0.9720900899781848
2022-01-11,0.9816778266975136,0.980698462997588,0.9810804343830284,0.9801014817664078
2022-01-12,0.9813820766107255,0.9804030079637097,0.9800041132874027,0.9790262346574972
2022-01-13,0.9780848851079081,0.9771091058798663,0.9762875297098416,0.9753133596027957
2022-01-14,0.9715057047499809,0.970536489193077,0.9704328180014872,0.9694644899081495
2022-01-18,0.9559245962304035,0.9549709250523923,0.9534574605133247,0.9525060709604458
2022-01-19,0.9536059067564908,0.9526545488020652,0.9498937915964827,0.9489459579834519
2022-01-20,0.9506083186663432,0.9496599512337395,0.9455503633309913,0.9446068637259751
2022-01-21,0.9457317930387275,0.9447882906362299,0.9395857822970763,0.9386482343368036
2022-01-24,0.9443289304167143,0.9433868275698456,0.9405085454093205,0.9395700766872715
2022-01-25,0.9373999018162863,0.9364647116640945,0.9330937690699886,0.9321626990427303
2022-01-26,0.9309165798285024,0.929987857715047,0.9258393743033808,0.9249155429371841
2022-01-27,0.9362935259606959,0.93535943957628,0.9285991708228836,0.9276725856457563
2022-01-28,0.9490052092733331,0.948058441171084,0.9416040289972212,0.9406644671675256
2022-01-31,0.9572981534021631,0.9562297241153271,0.9525441999522767,0.9513240708030739
2022-02-01,0.9599082336974102,0.958836891330445,0.956297586758299,0.9550726498357136
2022-02-02,0.9668033036003101,0.9657242657263674,0.9623556518794549,0.9611229550840548
2022-02-03,0.9501498830570723,0.9490894318712696,0.9448838937285496,0.9436735767884977
2022-02-04,0.9472275344298862,0.9461703448432505,0.943545306677541,0.9423367043551202
2022-02-07,0.94564892500457,0.9445934972854741,0.9422742670380515,0.9410672928106987
2022-02-08,0.9477882949893103,0.9467304795443644,0.9461797134484569,0.9449677366721344
2022-02-09,0.9568249166202437,0.9557570155074522,0.9565912573790029,0.9553659442890075
2022-02-10,0.9404284439558684,0.9393788427546907,0.9402944641117891,0.9390900258457702
2022-02-11,0.9348796680643742,0.9338362597871539,0.9325653617094616,0.9313708237747226
2022-02-14,0.9283935133047987,0.927357344149141,0.926785531621809,0.9255983971641661
2022-02-15,0.9331606256210958,0.9321191359470664,0.9345424259898574,0.9333453556017598
2022-02-16,0.9360003964687568,0.9349557373596555,0.9370976665884097,0.9358973231516308
2022-02-17,0.9267889254916365,0.9257545471976939,0.9252889473947571,0.9241037299358631
2022-02-18,0.9270908060968589,0.9260560908774991,0.9240925914392987,0.9229089064119435
2022-02-22,0.9220870115903376,0.9210578810475772,0.9177741760394622,0.916598584371771
2022-02-23,0.9071899443023707,0.9061774402023981,0.9027315475432248,0.901575224219732
2022-02-24,0.9156203594313319,0.9145984462435094,0.9124794833631567,0.9113106737522674
2022-02-25,0.9280096125281132,0.9269738718396279,0.9266412772235719,0.9254543275437022
2022-02-28,0.9347211757308255,0.9336779443450471,0.9314516429362099,0.9302585315817169
2022-03-01,0.9305023208643919,0.9294637980932496,0.9246705736387533,0.9234861482647251
2022-03-02,0.9314718400467863,0.9303143606077354,0.9351841920381451,0.9336876257115472
2022-03-03,0.9311828929128815,0.9300257725296304,0.930680420814053,0.9291910618295104
2022-03-04,0.931130125350936,0.9299730705385002,0.9242927080605523,0.922813571271693
2022-03-07,0.9108014183608889,0.9096696247097162,0.900824205084589,0.8993826247167948
2022-03-08,0.9038932621598436,0.9027700528248259,0.896758199727592,0.8953231261493187
2022-03-09,0.917067853197357,0.9159282726554083,0.9167972934958051,0.9153301515472532
2022-03-10,0.9100437704310494,0.9089129182596545,0.9114884085080143,0.9100297623173806
2022-03-11,0.9032054091230871,0.9020830545382755,0.9015671655780185,0.9001243962576457
2022-03-14,0.8909763587304955,0.8898692003907877,0.8911314528698441,0.8897053837208023
2022-03-15,0.9031086308254126,0.9019863965006937,0.9059440802937058,0.904494306638536
2022-03-16,0.9199071829733824,0.9187640741810937,0.9266636446571823,0.9251807136811424
2022-03-17,0.9254202861204117,0.9242703265536136,0.9359141230457225,0.9344163886175081
2022-03-18,0.9359240171780787,0.9347610053082374,0.9462055841246867,0.9446913803696451
2022-03-21,0.9279409704769517,0.92678787861974,0.9407926117141472,0.9392870702871318
2022-03-22,0.931044250297081,0.9298873021959864,0.9479374109986441,0.9464204358176042
2022-03-23,0.9296935534888862,0.9285382838108169,0.9397865480890948,0.9382826166560854
2022-03-24,0.9363290223142468,0.9351655071708789,0.9497997747359634,0.9482798192320299
2022-03-25,0.9347812417200926,0.9336196499029455,0.9509036623232414,0.9493819402785498
2022-03-28,0.9414808563609766,0.9403109393687001,0.9560922800317136,0.9545622546916818
2022-03-29,0.9524606627723139,0.9512771018891334,0.9704748650410713,0.9689218233876781
2022-03-30,0.9502206485895779,0.9490398712262509,0.9638646570885508,0.9623221936877818
