date,markowitz_gross,markowitz_net,black_litterman_gross,black_litterman_net
2023-10-03,0.9839383661746979,0.9829383661746979,0.9839383661746979,0.9829383661746979
2023-10-04,0.9897550637182935,0.98874915207002,0.9897550637182935,0.98874915207002
2023-10-05,0.9907893170115442,0.9897823542270117,0.9907893170115442,0.9897823542270117
2023-10-06,0.9958553464869063,0.9948432349759398,0.9958553464869063,0.9948432349759398
2023-10-09,1.0043680579320635,1.0033472947496733,1.0043680579320635,1.0033472947496733
2023-10-10,1.0116203436515847,1.0105922097984605,1.0116203436515847,1.0105922097984605
2023-10-11,1.0185647050076598,1.0175295134346674,1.0185647050076598,1.0175295134346674
2023-10-12,1.0022293582969812,1.0012107687259761,1.0022293582969812,1.0012107687259761
2023-10-13,1.0010559938331949,1.000038596780445,1.0010559938331949,1.000038596780445
2023-10-16,1.0055319429485545,1.004509996882097,1.0055319429485545,1.004509996882097
2023-10-17,1.0057000139176004,1.0046778970366135,1.0057000139176004,1.0046778970366135
2023-10-18,0.990589441367405,0.9895826817212506,0.990589441367405,0.9895826817212506
2023-10-19,0.9772052754011681,0.9762121184017102,0.9772052754011681,0.9762121184017102
2023-10-20,0.9702498616209919,0.9692637735742441,0.9702498616209919,0.9692637735742441
2023-10-23,0.970870739513627,0.9698840204538869,0.970870739513627,0.9698840204538869
2023-10-24,0.9794013526496004,0.9784059637245218,0.9794013526496004,0.9784059637245218
2023-10-25,0.964637492036898,0.963657107975051,0.964637492036898,0.963657107975051
2023-10-26,0.9643272388991287,0.9633471701549363,0.9643272388991287,0.9633471701549363
2023-10-27,0.9586453858300822,0.9576710916885116,0.9586453858300822,0.9576710916885116
2023-10-30,0.9648186037948667,0.963838035664826,0.9648186037948667,0.963838035664826
2023-10-31,0.9681093076962977,0.9671253951454938,0.9681093076962977,0.9671253951454938
2023-11-01,0.9795995214353184,0.9786039311065824,0.9795995214353184,0.9786039311065824
2023-11-02,1.0014061466744983,1.0003883937530749,1.0014061466744983,1.0003883937530749
2023-11-03,1.0148473904523474,1.0138159768746877,1.0148473904523474,1.0138159768746877
2023-11-06,1.008525575086096,1.0075005865199855,1.008525575086096,1.0075005865199855
2023-11-07,1.0105416534907985,1.0095146159361803,1.0105416534907985,1.0095146159361803
2023-11-08,1.0120073777940117,1.010978850588869,1.0120073777940117,1.010978850588869
2023-11-09,1.0002611225340776,0.9992445333279639,1.0002611225340776,0.9992445333279639
2023-11-10,1.0094867536579137,1.0084607882231247,1.0094867536579137,1.0084607882231247
2023-11-13,1.0094194684443074,1.0083935713930838,1.0094194684443074,1.0083935713930838
2023-11-14,1.0403410175645027,1.0392836942063242,1.0403410175645027,1.0392836942063242
2023-11-15,1.0372906166164673,1.036236393453436,1.0372906166164673,1.036236393453436
2023-11-16,1.0364553292701943,1.0354019550295905,1.0364553292701943,1.0354019550295905
2023-11-17,1.0450513667052075,1.0439892561069917,1.0450513667052075,1.0439892561069917
2023-11-20,1.0511640941264058,1.0500957710177001,1.0511640941264058,1.0500957710177001
2023-11-21,1.046070036310146,1.045006890413745,1.046070036310146,1.045006890413745
2023-11-22,1.0502626175692518,1.0491952106526452,1.0502626175692518,1.0491952106526452
2023-11-24,1.0511066292182272,1.0500383645124765,1.0511066292182272,1.0500383645124765
2023-11-27,1.053238167328756,1.0521677362900483,1.053238167328756,1.0521677362900483
2023-11-28,1.0530743013496646,1.0520040368518548,1.0530743013496646,1.0520040368518548
2023-11-29,1.0581346357721135,1.0570592283358875,1.0581346357721135,1.0570592283358875
2023-11-30,1.0569065891148626,1.0558324297717077,1.0569065891148626,1.0558324297717077
2023-12-01,1.0650947284269712,1.0629564148530113,1.0650947284269712,1.0629564148530113
2023-12-04,1.0584216851061843,1.0562967685181746,1.0584216851061843,1.0562967685181746
2023-12-05,1.0567805059755488,1.0546588842640592,1.0567805059755488,1.0546588842640592
2023-12-06,1.05551072278483,1.0533916503251206,1.05551072278483,1.0533916503251206
2023-12-07,1.0623795007690013,1.0602466383610292,1.0623795007690013,1.0602466383610292
2023-12-08,1.066401939328024,1.0642610013613791,1.066401939328024,1.0642610013613791
2023-12-11,1.0699404641918864,1.0677924221850599,1.0699404641918864,1.0677924221850599
2023-12-12,1.0736311596293007,1.071475708080449,1.0736311596293007,1.071475708080449
2023-12-13,1.0887706679267544,1.0865848218831862,1.0887706679267544,1.0865848218831862
2023-12-14,1.0940815575824192,1.091885049250195,1.0940815575824192,1.091885049250195
2023-12-15,1.088744957696031,1.0865591632690317,1.088744957696031,1.0865591632690317
2023-12-18,1.0934741136562993,1.091278824845267,1.0934741136562993,1.091278824845267
2023-12-19,1.1011614824884042,1.098950760303529,1.1011614824884042,1.098950760303529
2023-12-20,1.0875609054092634,1.0853774881183154,1.0875609054092634,1.0853774881183154
2023-12-21,1.1007942969623215,1.0985843119492429,1.1007942969623215,1.0985843119492429
2023-12-22,1.1025344704418805,1.1003209918084946,1.1025344704418805,1.1003209918084946
2023-12-26,1.1073343798977207,1.1051112648336314,1.1073343798977207,1.1051112648336314
2023-12-27,1.1108957041088872,1.1086654392320172,1.1108957041088872,1.1086654392320172
2023-12-28,1.109969892357113,1.107741486165469,1.109969892357113,1.107741486165469
2023-12-29,1.1085137380501766,1.1062882552741098,1.1085137380501766,1.1062882552741098
2024-01-02,1.0998484529565231,1.0976403668459767,1.0998484529565231,1.0976403668459767
