date,equal_weight_gross,equal_weight_net,markowitz_gross,markowitz_net,black_litterman_gross,black_litterman_net
2022-12-30,0.9932964444160461,0.9922964444160461,0.9943182587623596,0.9933182587623596,0.9943182587623596,0.9933182587623596
2023-01-03,0.9978170336299703,0.9968124825322197,0.995321086668543,0.9943200781102697,0.995321086668543,0.9943200781102697
2023-01-04,1.009582701444697,1.0085663052750335,1.0052221051047794,1.0042111389515922,1.0052221051047794,1.0042111389515922
2023-01-05,1.0025341724526822,1.0015248723810986,0.9943233777469507,0.9933233725987152,0.9943233777469507,0.9933233725987152
2023-01-06,1.0249345202710307,1.0239026686762394,1.0181827540555506,1.0171587531935702,1.0181827540555506,1.0171587531935702
2023-01-09,1.027677056886456,1.0266424442462276,1.0195701277811653,1.0185447316177174,1.0195701277811653,1.0185447316177174
2023-01-10,1.0297764110851146,1.0287396849225734,1.025052314399922,1.0240214047235012,1.025052314399922,1.0240214047235012
2023-01-11,1.0423763246757332,1.0413269135653482,1.0359383190281057,1.0348964611421634,1.0359383190281057,1.0348964611421634
2023-01-12,1.0566760252566918,1.0556122179399563,1.0443144612902535,1.043264179399031,1.0443144612902535,1.043264179399031
2023-01-13,1.0583522652183868,1.0572867703490871,1.0489482023622616,1.0478932602518072,1.0489482023622616,1.0478932602518072
2023-01-17,1.0566573747148718,1.0555935861745467,1.0491038826028858,1.0480487839226014,1.0491038826028858,1.0480487839226014
2023-01-18,1.053684103721983,1.0526233085186518,1.0376832860468617,1.0366396732227963,1.0376832860468617,1.0366396732227963
2023-01-19,1.0471840141300066,1.0461297628840494,1.0325030636031467,1.031464660602393,1.0325030636031467,1.031464660602393
2023-01-20,1.054437216446409,1.0533756630477489,1.0476814571215438,1.0466277889947757,1.0476814571215438,1.0466277889947757
2023-01-23,1.0606980650032518,1.0596302085028417,1.0569354557708681,1.0558724807661786,1.0569354557708681,1.0558724807661786
2023-01-24,1.063325767269302,1.062255265332798,1.0557210256670901,1.0546592720320105,1.0557210256670901,1.0546592720320105
2023-01-25,1.066564156865139,1.0654903946838066,1.0587457215387626,1.0576809259240703,1.0587457215387626,1.0576809259240703
2023-01-26,1.070056319623606,1.0689790417116192,1.066081762460707,1.06500958888543,1.066081762460707,1.06500958888543
2023-01-27,1.0709207343930085,1.069842586232493,1.066719280932569,1.065646466195907,1.066719280932569,1.065646466195907
2023-01-30,1.0611348011399393,1.0600665049559492,1.0559477230309364,1.0548857414030972,1.0559477230309364,1.0548857414030972
2023-01-31,1.0751277550702694,1.0740453714967502,1.067697550265949,1.066623751669919,1.067697550265949,1.066623751669919
2023-02-01,1.0878447563659808,1.0867495699667118,1.0783259711977575,1.0772414834477892,1.0783259711977575,1.0772414834477892
2023-02-02,1.0971345988484325,1.0960300599114243,1.0871467787516689,1.0860534197902185,1.0871467787516689,1.0860534197902185
2023-02-03,1.0857283747595257,1.0846353190248919,1.0761719539710743,1.0750896325468349,1.0761719539710743,1.0750896325468349
2023-02-06,1.0753586115275926,1.0742759955396128,1.067825952462797,1.0667520247308535,1.067825952462797,1.0667520247308535
2023-02-07,1.080992970712515,1.0799046823402068,1.0798307151759576,1.078744714083591,1.0798307151759576,1.078744714083591
2023-02-08,1.0737041261827,1.0726231758458502,1.0700803239962424,1.0690041290108176,1.0700803239962424,1.0690041290108176
2023-02-09,1.0654407203113838,1.06436808914845,1.0652996899193794,1.0642283028855686,1.0652996899193794,1.0642283028855686
2023-02-10,1.0624513869233725,1.0613817652682294,1.0649302400824203,1.0638592246095597,1.0649302400824203,1.0638592246095597
2023-02-13,1.0736692016746991,1.0725882864980556,1.0767106276714746,1.0756277644954413,1.0767106276714746,1.0756277644954413
2023-02-14,1.0732912752374113,1.0722107405377537,1.0771976922498676,1.0761143392260677,1.0771976922498676,1.0761143392260677
2023-02-15,1.073177642938248,1.0720972226377707,1.0773683517601225,1.0762848271016283,1.0773683517601225,1.0762848271016283
2023-02-16,1.06179706583038,1.0607281029122098,1.0663491544589958,1.065276711963787,1.0663491544589958,1.065276711963787
2023-02-17,1.0646031624559058,1.063531374503335,1.0658345270122356,1.0647626020851617,1.0658345270122356,1.0647626020851617
2023-02-21,1.0433123727545248,1.0422620192788628,1.0483231744116979,1.0472688609007337,1.0483231744116979,1.0472688609007337
2023-02-22,1.0446048365057954,1.0435531818438073,1.0451281574584725,1.0440770572214526,1.0451281574584725,1.0440770572214526
2023-02-23,1.051753721846074,1.050694870052373,1.050618295677658,1.0495616739306277,1.050618295677658,1.0495616739306277
2023-02-24,1.038685958237194,1.0376402623987795,1.0368812798085574,1.0358384735735606,1.0368812798085574,1.0358384735735606
2023-02-27,1.0442886424858566,1.0432373061518176,1.043926295864584,1.0428764043568448,1.043926295864584,1.0428764043568448
2023-02-28,1.0426179391073602,1.041568284751937,1.0385630216776434,1.0375185240909546,1.0385630216776434,1.0375185240909546
2023-03-01,1.0405408865901666,1.0394933233048653,1.0383890985031605,1.0373447758334793,1.0383890985031605,1.0373447758334793
2023-03-02,1.0414009792825425,1.0403525500999582,1.0440687048992372,1.0430186701687083,1.0440687048992372,1.0430186701687083
2023-03-03,1.0593102757203745,1.0582438163751549,1.06021295937178,1.0591466881351521,1.06021295937178,1.0591466881351521
2023-03-06,1.052895633804868,1.051835632392677,1.0595766249277525,1.0585109936617159,1.0595766249277525,1.0585109936617159
2023-03-07,1.0430269274736588,1.0419768613696898,1.0427577725081416,1.0417090562009437,1.0427577725081416,1.0417090562009437
2023-03-08,1.0452599536619407,1.044207639461544,1.0460586298664465,1.045006593840105,1.0460586298664465,1.045006593840105
2023-03-09,1.0319057101025424,1.0308668402707777,1.0314261184254467,1.0303887985237585,1.0314261184254467,1.0303887985237585
2023-03-10,1.0268912492539495,1.0258574277246093,1.0180964553789735,1.0170725413087973,1.0180964553789735,1.0170725413087973
2023-03-13,1.0211692366219294,1.02014117572192,1.0144377513443816,1.0134175168848356,1.0144377513443816,1.0134175168848356
2023-03-14,1.0293276815464596,1.0282914071418412,1.0299149323088048,1.028879132228465,1.0299149323088048,1.028879132228465
2023-03-15,1.0204745160520585,1.019447154561147,1.0132897520794573,1.0122706721790826,1.0132897520794573,1.0122706721790826
2023-03-16,1.0304006424717405,1.0293632878650019,1.0302529837798922,1.0292168437163847,1.0302529837798922,1.0292168437163847
2023-03-17,1.0212330230585271,1.0202048979415996,1.0181156459434075,1.0170917125730081,1.0181156459434075,1.0170917125730081
2023-03-20,1.0287422791764442,1.0277065941249572,1.0303544800547324,1.0293182379149792,1.0303544800547324,1.0293182379149792
2023-03-21,1.0385366662407982,1.0374911207019215,1.044693621499851,1.0436429582818176,1.044693621499851,1.0436429582818176
2023-03-22,1.0293094421622808,1.0282731861201404,1.0325606236691576,1.0315221627794269,1.0325606236691576,1.0315221627794269
2023-03-23,1.0289002575082535,1.0278644134122712,1.034295293336058,1.0332550878643976,1.034295293336058,1.0332550878643976
2023-03-24,1.0332203472099488,1.0321801538688584,1.0371089200706571,1.0360658848946138,1.0371089200706571,1.0360658848946138
2023-03-27,1.0329470803589016,1.0319071621288847,1.0421906821707596,1.0411425361943711,1.0421906821707596,1.0411425361943711
2023-03-28,1.0325774695986798,1.0315379234738509,1.0409671162426153,1.039920200823865,1.0409671162426153,1.039920200823865
2023-03-29,1.0418628538771806,1.0408139597029042,1.05507770081094,1.0540165941768078,1.05507770081094,1.0540165941768078
2023-03-30,1.0472664891820986,1.0462121549044823,1.0637043859962245,1.0626346033822347,1.0637043859962245,1.0626346033822347
2023-03-31,1.0610160154089718,1.059947838812374,1.0748522347063116,1.0737712405424866,1.0748522347063116,1.0737712405424866
