split,model,train_start,train_end,test_start,test_end,n_reb,turnover_total,tc_total,net_ann_return,net_ann_vol,net_sharpe,net_sortino,net_cumulative_return,net_max_drawdown,model_display
split_026_2021-07-01_2023-10-02,dnn_only,2021-07-01,2023-07-03,2023-07-05,2023-10-02,3,3.2019640242627485,0.0032019640242627,-0.3521948720035084,0.12077836242379,-3.53210396611824,-4.244288008613916,-0.1028581929526807,-0.1180577017116847,DNN-only
split_027_2021-09-30_2024-01-02,dnn_only,2021-09-30,2023-10-02,2023-10-03,2024-01-02,3,2.6714661664508124,0.0026714661664508,0.6526810632055262,0.1531576643751224,3.358353238934194,6.347292422628224,0.1338282218722544,-0.0546776273883999,DNN-only
split_028_2021-12-30_2024-04-03,dnn_only,2021-12-30,2024-01-02,2024-01-03,2024-04-03,3,2.6333333333333337,0.0026333333333333,0.2253592861950284,0.1323709960723318,1.6012976255090332,2.300555178325129,0.0521214179541678,-0.0308562080065409,DNN-only
split_029_2022-03-31_2024-07-03,dnn_only,2022-03-31,2024-04-03,2024-04-04,2024-07-03,3,2.489310841910208,0.0024893108419102,0.0910215198873298,0.1151052174500296,0.8136854260584917,1.1532381934892235,0.0220174928166769,-0.0495762879121121,DNN-only
split_030_2022-07-01_2024-10-02,dnn_only,2022-07-01,2024-07-03,2024-07-05,2024-10-02,3,3.6666666666666665,0.0036666666666666,0.3323051064146691,0.1506474706282073,1.9798043119593844,3.010923834214059,0.0743627028112423,-0.0301630369568508,DNN-only
split_031_2022-09-30_2025-01-02,dnn_only,2022-09-30,2024-10-02,2024-10-03,2025-01-02,3,4.0640660597656,0.0040640660597656,-0.26360910305677,0.1152127662339268,-2.597113036583115,-2.9809970877283445,-0.0736457404755596,-0.0718743431912016,DNN-only
split_032_2022-12-30_2025-04-04,dnn_only,2022-12-30,2025-01-02,2025-01-03,2025-04-04,3,4.2,0.0042,-0.2636261179621233,0.1326223094824829,-2.240554693387125,-2.7454481071526637,-0.0736510915624238,-0.1001952097468497,DNN-only
split_033_2023-04-03_2025-07-08,dnn_only,2023-04-03,2025-04-04,2025-04-07,2025-07-08,3,2.7493331868449493,0.0027493331868449,1.1624538885628937,0.227123928545496,3.5096682357454085,7.752660103038961,0.2126534700988247,-0.0329112730145512,DNN-only
split_034_2023-07-05_2025-10-06,dnn_only,2023-07-05,2025-07-08,2025-07-09,2025-10-06,3,2.4419266320689577,0.0024419266320689,0.4158892544284236,0.0969162238458798,3.6382579862965247,6.669324224782556,0.0908306230326481,-0.0196683514825857,DNN-only
split_001_2015-03-31_2017-06-28,dnn_rl,2015-03-31,2017-03-29,2017-03-30,2017-06-28,3,2.038934094593888,0.0020389340945938,0.2120554881539336,0.0587050518741252,3.3061298314486782,5.320731663767338,0.0492539808563117,-0.0098304650447511,DNN+RL
split_002_2015-06-30_2017-09-27,dnn_rl,2015-06-30,2017-06-28,2017-06-29,2017-09-27,3,2.402905752684539,0.0024029057526845,-0.0375475528442892,0.0636555130884771,-0.5697951110934707,-0.7424357893693989,-0.0095220305102455,-0.0256658102400004,DNN+RL
split_003_2015-09-29_2017-12-27,dnn_rl,2015-09-29,2017-09-27,2017-09-28,2017-12-27,3,0.9267363239449764,0.0009267363239449,0.1599492710899841,0.0573406407285589,2.616633702323696,3.824800030617519,0.0377906392255467,-0.0181538801654249,DNN+RL
split_004_2015-12-29_2018-03-29,dnn_rl,2015-12-29,2017-12-27,2017-12-28,2018-03-29,3,2.06103505653124,0.0020610350565312,-0.0850105801265627,0.1079802991716847,-0.7693912772315034,-0.9935073832520768,-0.0219658527695897,-0.0613634598035878,DNN+RL
