date,dnn_rl_gross,dnn_rl_net
2024-01-03,0.9910808688361679,0.9903808688361679
2024-01-04,0.9875946043164063,0.9868970666635676
2024-01-05,0.9870890103743677,0.9863918298223171
2024-01-08,1.0005485186038252,0.9998418316067842
2024-01-09,0.9963505137973798,0.9956467918493644
2024-01-10,1.0003317408698142,0.9996252069827954
2024-01-11,0.9997243589468613,0.9990182540534387
2024-01-12,1.000396627251181,0.9996900475349384
2024-01-16,0.9919221062689381,0.9912215121032938
2024-01-17,0.9860259206580263,0.9853294909657943
2024-01-18,0.9924001986387893,0.9916992667967056
2024-01-19,1.0017230192429478,1.0010155026966003
2024-01-22,1.0067958889520763,1.006084789439991
2024-01-23,1.0068270311745833,1.0061159096667593
2024-01-24,1.0070614839211276,1.0063501968194275
2024-01-25,1.0125801273267763,1.0118649424095643
2024-01-26,1.0123296044336663,1.0116145964606682
2024-01-29,1.0216023261889333,1.0208807688964672
2024-01-30,1.0208927886990344,1.0201717325525985
2024-01-31,1.0081433434776885,1.0074312922590396
2024-02-01,1.0215732913661935,1.0208517545810105
2024-02-02,1.0242472911176919,1.0234223729916707
2024-02-05,1.017469419500967,1.0166499602023218
2024-02-06,1.0225026596025373,1.0216791465846111
2024-02-07,1.026780547511579,1.0259535891271796
2024-02-08,1.029031365250836,1.028202594081216
2024-02-09,1.0358962143171995,1.0350619142694695
2024-02-12,1.039224227893197,1.038387247497912
2024-02-13,1.0195155509436622,1.0186944437120131
2024-02-14,1.0313114025849974,1.030480795096999
2024-02-15,1.042528866282633,1.0416892243659255
2024-02-16,1.0368187713271484,1.0359837282615882
2024-02-20,1.0316697089848166,1.0308388129205666
2024-02-21,1.0310105151169577,1.0301801499605998
2024-02-22,1.0473449439630915,1.0465014232274608
2024-02-23,1.049375046576074,1.048529890816892
2024-02-26,1.0477514985981353,1.0469076504276256
2024-02-27,1.051407621452861,1.0505608286789923
2024-02-28,1.0485825540664089,1.04773803657246
2024-02-29,1.0530466378314443,1.0521985250108141
2024-03-01,1.062974788910021,1.0621186800596687
2024-03-04,1.0613925084231832,1.0605376739250947
2024-03-05,1.0567341697408186,1.0556212532024896
2024-03-06,1.0636651921129914,1.0625449760572943
2024-03-07,1.0725652779878927,1.0714356886640204
2024-03-08,1.067707557287834,1.0665830839504231
2024-03-11,1.0655432192306953,1.06442102530062
2024-03-12,1.0724077880968745,1.071278364636007
2024-03-13,1.070750221845829,1.0696225440774418
2024-03-14,1.0643504487109052,1.063229510966232
2024-03-15,1.0600785997417166,1.0589621609632953
2024-03-18,1.0629770921367092,1.0618576007645375
2024-03-19,1.06758683939644,1.0664624931950124
2024-03-20,1.0765536585816486,1.0754198688307899
2024-03-21,1.0795790561668053,1.0784420801699595
2024-03-22,1.07894855089434,1.0778122389242335
2024-03-25,1.0759485536575784,1.0748154011826747
2024-03-26,1.0753897976700362,1.0742572336579619
2024-03-27,1.0849316565626475,1.083789043388852
2024-03-28,1.0843716092977131,1.0832295859466765
2024-04-01,1.0784931243877256,1.0773572920573486
2024-04-02,1.0710271921919978,1.0698992227278483
2024-04-03,1.0731260554229995,1.0719958755073775
