date,dnn_rl_gross,dnn_rl_net
2022-09-30,0.9881745557594066,0.9877475289429125
2022-10-03,1.0103141173672987,1.0098775232264317
2022-10-04,1.0343985360535866,1.0339515341435874
2022-10-05,1.0278417938024056,1.0273976253035217
2022-10-06,1.0181808990959433,1.0177409054273938
2022-10-07,0.9967213526269767,0.9962906324230784
2022-10-10,0.9874279793241982,0.9870012751310268
2022-10-11,0.9844209925251982,0.9839955877623678
2022-10-12,0.9835778290121047,0.9831527886114496
2022-10-13,0.9983137344729609,0.9978823261419028
2022-10-14,0.9803689252640281,0.9799452715495044
2022-10-17,0.9976285961450635,0.9971974838876466
2022-10-18,1.005978345169228,1.0055436246760763
2022-10-19,0.9934984081828973,0.9930690807326349
2022-10-20,0.9830142537833922,0.9825894569244619
2022-10-21,0.9936949452325418,0.9932655328513427
2022-10-24,0.9971276168160885,0.9966967210503903
2022-10-25,1.019258169212889,1.0188177100160316
2022-10-26,1.022332661835462,1.0218908740364974
2022-10-27,1.021664155122418,1.0212226562099582
2022-10-28,1.0346987804418577,1.0342516487851405
2022-10-31,1.028864499203243,1.0278915394441464
2022-11-01,1.033728486435936,1.0327509269809125
2022-11-02,1.0159660749748887,1.0150053127867449
2022-11-03,1.0086300004232633,1.0076761756941668
2022-11-04,1.016905026308711,1.0159433761884202
2022-11-07,1.0166534043869317,1.0156919922163465
2022-11-08,1.0242520055774882,1.0232834076859558
2022-11-09,1.011888536016776,1.0109316298090123
2022-11-10,1.0632561168954762,1.062250634233616
2022-11-11,1.0702818720951153,1.0692697454319393
2022-11-14,1.0623897965246278,1.061385133110453
2022-11-15,1.0756584892152496,1.0746412780806958
2022-11-16,1.0777202040583629,1.0767010432350224
2022-11-17,1.0704014160060977,1.0693891762945904
2022-11-18,1.0706869864348965,1.0696744766698147
2022-11-21,1.068575548236215,1.0675650351814898
2022-11-22,1.0826168086877048,1.081593017323351
2022-11-23,1.0939785214043145,1.092943985681227
2022-11-25,1.0943437613174036,1.0933088802002064
2022-11-28,1.0840284302307615,1.0830033039472249
2022-11-29,1.0804821393603827,1.0794603666752196
2022-11-30,1.1034262713034455,1.1018802683648672
2022-12-01,1.1122077555298837,1.1106494489143202
2022-12-02,1.1170824893287696,1.1155173527573008
2022-12-05,1.0951404267899045,1.093606033090928
2022-12-06,1.0878374559566533,1.086313294399744
2022-12-07,1.0912219664536469,1.0896930628824228
2022-12-08,1.0964429195261254,1.0949067009135593
2022-12-09,1.0848574456929982,1.0833374594079168
2022-12-12,1.0933924467403877,1.0918605021242034
2022-12-13,1.10453325891438,1.102985704983095
2022-12-14,1.101422854449496,1.0998796584844548
2022-12-15,1.079831744687159,1.0783187998770956
2022-12-16,1.0700508861289653,1.068551645212371
2022-12-19,1.0590026982055192,1.057518936828827
2022-12-20,1.0590696960274602,1.0575858407805816
2022-12-21,1.0719458344260346,1.0704439385104505
2022-12-22,1.0619560588871388,1.0604681595771643
2022-12-23,1.0627246033084201,1.0612356271961574
2022-12-27,1.055850665845184,1.0543713207592926
2022-12-28,1.0432933559305062,1.0418316048049305
2022-12-29,1.0631385083889096,1.0616489523570931
