date,dnn_rl_gross,dnn_rl_net
2023-04-03,1.0037336805714463,1.003219485823146
2023-04-04,0.9969029832702812,0.9963922877656024
2023-04-05,0.9927555280351382,0.9922469571973327
2023-04-06,0.996073961152608,0.9955636903410797
2023-04-10,0.9979364157011815,0.9974251907876176
2023-04-11,1.0007616316100103,1.000248959389047
2023-04-12,0.9978490901639676,0.9973379099857091
2023-04-13,1.0094309612886543,1.0089138479257045
2023-04-14,1.004441918843906,1.003927361277851
2023-04-17,1.0083053574736571,1.0077888207373378
2023-04-18,1.0087611812864323,1.0082444110397555
2023-04-19,1.0083987943087833,1.0078822097064506
2023-04-20,1.004955143000811,1.0044403225192324
2023-04-21,1.006104188588023,1.0055887794710145
2023-04-24,1.0076327258586126,1.0071165336993966
2023-04-25,0.9920551974822399,0.9915469854112063
2023-04-26,0.9866201750658509,0.9861147472592466
2023-04-27,1.001208439846728,1.0006955387339247
2023-04-28,1.0088777029801959,1.0083608730415468
2023-05-01,1.0060666511610028,1.0055512612737443
2023-05-02,0.995349291909934,0.9948393923334513
2023-05-03,0.9943795207633461,0.9936502076283213
2023-05-04,0.9870417948385062,0.986317863451382
2023-05-05,1.005135489179053,1.0043982872361017
2023-05-08,1.0039700974460763,1.0032337502426694
2023-05-09,1.0001093014083913,0.9993757858494452
2023-05-10,1.003658220247031,1.0029221017854004
2023-05-11,1.000457399155563,0.9997236282894089
2023-05-12,0.9985103631694175,0.9977780203283679
2023-05-15,1.0049717283227877,1.0042346464878449
2023-05-16,0.995342266524346,0.9946122472775057
2023-05-17,1.0082524803861692,1.007512992331546
2023-05-18,1.013630866373698,1.0128874336204319
2023-05-19,1.0120753781441008,1.0113330862409562
2023-05-22,1.0159743267810353,1.0152291752509632
2023-05-23,1.0064910388937491,1.0057528427426596
2023-05-24,0.9966352368127176,0.995904269255705
2023-05-25,0.9974971393571562,0.9967655396503118
2023-05-26,1.0090215712338535,1.0082815191007815
2023-05-30,1.0062436011597764,1.0055055864882787
2023-05-31,0.99889646778125,0.9981638417574124
2023-06-01,1.0097195638316487,1.0089789997661012
2023-06-02,1.029428602375168,1.0284669808331104
2023-06-05,1.0235058492535793,1.0225497603409601
2023-06-06,1.0338105009213758,1.0328447861104628
2023-06-07,1.035448416009766,1.0344811711710011
2023-06-08,1.0397766384583598,1.0388053504912655
2023-06-09,1.038071830168053,1.0371021347158482
2023-06-12,1.0450746695244275,1.0440984325003595
2023-06-13,1.053281757825589,1.0522978543029513
2023-06-14,1.051644470653011,1.0506620965716693
2023-06-15,1.0630504357266846,1.0620574069756576
2023-06-16,1.0582362274600543,1.0572476958119508
2023-06-20,1.0521141883082408,1.0511313754489062
2023-06-21,1.0489050566501947,1.0479252415413856
2023-06-22,1.0472781035027214,1.0462998081818713
2023-06-23,1.03647602666841,1.0355078219063019
2023-06-26,1.0347670006202212,1.0338003923129424
2023-06-27,1.046291973309929,1.0453145991642185
2023-06-28,1.0482843414551144,1.0473051061758356
2023-06-29,1.053006072608278,1.0520224266118479
2023-06-30,1.0634243307947093,1.0624309527765734
2023-07-03,1.0642946327335348,1.0633004417390637
