date,dnn_rl_gross,dnn_rl_net
2021-04-01,1.0124877279570235,1.0120709296752604
2021-04-05,1.021896623289852,1.0214759517646907
2021-04-06,1.0195023721971366,1.019082686283666
2021-04-07,1.0139691969635183,1.0135517888237593
2021-04-08,1.0206291625078396,1.020209012742559
2021-04-09,1.0235756844616062,1.02315432173813
2021-04-12,1.0213067018478375,1.0208862731683293
2021-04-13,1.0234526851063108,1.023031373016456
2021-04-14,1.025330017712308,1.0249079328041928
2021-04-15,1.0343836957257724,1.033957883802173
2021-04-16,1.0366579459030982,1.0362311977670984
2021-04-19,1.029560998723516,1.029137172099855
2021-04-20,1.0168908331696191,1.0164722223160725
2021-04-21,1.0309454816905326,1.0305210851339177
2021-04-22,1.0259108447151983,1.0254885207052253
2021-04-23,1.0381664640118171,1.0377390948828529
2021-04-26,1.042587736848129,1.0421585476685407
2021-04-27,1.0413891029928695,1.0409604072400331
2021-04-28,1.042425561459806,1.0419964390409506
2021-04-29,1.0433092012623963,1.0428797150864888
2021-04-30,1.0339210332509579,1.033495411785889
2021-05-03,1.0364441190763298,1.035010690671177
2021-05-04,1.036629716323236,1.0351960312324011
2021-05-05,1.0390219227904767,1.0375849292176522
2021-05-06,1.0428360992457637,1.0413938305705264
2021-05-07,1.043686454608646,1.0422430098704552
2021-05-10,1.0325253148373934,1.0310973062375215
2021-05-11,1.0252870495514552,1.0238690516553675
2021-05-12,1.0098551673214735,1.0084585121084366
2021-05-13,1.0156118100052232,1.0142071932098982
2021-05-14,1.0284072912455595,1.026984977976368
2021-05-17,1.0264366112500087,1.0250170234810454
2021-05-18,1.0226633495495137,1.0212489802968234
2021-05-19,1.0189929182854076,1.0175836253318988
2021-05-20,1.028373681721876,1.026951414935505
2021-05-21,1.0305393442640436,1.0291140823116556
2021-05-24,1.0362648134476489,1.034831633026711
2021-05-25,1.0408113247026798,1.0393718563417969
2021-05-26,1.0415686201816092,1.040128104461944
2021-05-27,1.0402045529322939,1.0387659237521012
2021-05-28,1.0398324866215853,1.0383943720185016
2021-06-01,1.0408207192397765,1.0393812378860114
2021-06-02,1.0428929717715687,1.0408980116237796
2021-06-03,1.0380449486450827,1.036059262328065
2021-06-04,1.048210533773601,1.046205401609541
2021-06-07,1.0495249734285512,1.047517326860042
2021-06-08,1.0538249785207188,1.0518091064304862
2021-06-09,1.0548276105582717,1.0528098205234253
2021-06-10,1.0578549276369913,1.0558313466177485
2021-06-11,1.0600904790584114,1.058062621631028
2021-06-14,1.0579864413214537,1.0559626087283998
2021-06-15,1.0565238780921582,1.054502843250585
2021-06-16,1.0528136752707264,1.0507997377123541
2021-06-17,1.0550425735761508,1.0530243723364487
2021-06-18,1.0495889419845172,1.0475811730499323
2021-06-21,1.0547695524942937,1.0527518735192847
2021-06-22,1.0585121469365815,1.0564873087161237
2021-06-23,1.0567974801409634,1.05477592192336
2021-06-24,1.0634702474447717,1.0614359248254446
2021-06-25,1.0617680911359475,1.0597370245880422
2021-06-28,1.0639241759994156,1.0618889850557245
2021-06-29,1.0639333057111955,1.0618980973031897
2021-06-30,1.0647816208641963,1.062744789705852
