date,dnn_rl_gross,dnn_rl_net
2024-07-05,1.0053073997133068,1.0045633314490217
2024-07-08,1.0052225839875575,1.0044785784987873
2024-07-09,1.0040822924027892,1.0033391308894841
2024-07-10,1.0148869015836859,1.014135743146453
2024-07-11,1.0139550611023098,1.013204592357533
2024-07-12,1.0219401729375006,1.021183794091689
2024-07-15,1.0219909185862213,1.021234502181523
2024-07-16,1.0304233967913425,1.0296607391718442
2024-07-17,1.0195429683255948,1.018788363746913
2024-07-18,1.0101214842161774,1.0093738528551703
2024-07-19,1.0037239563120268,1.0029810600176121
2024-07-22,1.0139477956507732,1.013197332283448
2024-07-23,1.0121824722796287,1.0114333154988233
2024-07-24,0.9928149907638014,0.9920801686316411
2024-07-25,0.9893649244386624,0.9886326558387479
2024-07-26,1.0011413888019651,1.0004004039691843
2024-07-29,0.9996061655812374,0.9988663170286405
2024-07-30,0.9977704977615498,0.997032007860216
2024-07-31,1.012264627450772,1.0115154098636345
2024-08-01,0.994008677770479,0.9932729721427633
2024-08-02,0.9773994882230426,0.9766760757216297
2024-08-05,0.9588183209435328,0.9576006924993237
2024-08-06,0.9583899131548028,0.9571728287568408
2024-08-07,0.9549810891325142,0.9537683336892667
2024-08-08,0.9686499754661153,0.9674198615468804
2024-08-09,0.9732990446799926,0.9720630267862609
2024-08-12,0.9730389073033482,0.9718032197648697
2024-08-13,0.9871254761638022,0.9858718997233794
2024-08-14,0.9901164272638552,0.9888590525364628
2024-08-15,1.000588773916122,0.9993181000820242
2024-08-16,1.0042476705612038,1.002972350198632
2024-08-19,1.0138580254067295,1.0125705006033756
2024-08-20,1.012878979915938,1.0115926984280397
2024-08-21,1.0186999021786698,1.017406228549462
2024-08-22,1.0107671428771359,1.0094835432662856
2024-08-23,1.025475370791904,1.0241730928180293
2024-08-26,1.022593064856971,1.021294447198731
2024-08-27,1.0233205410379893,1.0220209995387348
2024-08-28,1.0191441144710636,1.0178498767250561
2024-08-29,1.0204563008206604,1.0191603966949139
2024-08-30,1.0222772957410333,1.0209790790862463
2024-09-03,1.010550671003919,1.0092673462963575
2024-09-04,1.0089891684280299,1.0072759111188703
2024-09-05,1.0076982774064325,1.005987212022169
2024-09-06,0.9912510045110309,0.9895678664934681
2024-09-09,1.0007047816679742,0.999005591195816
2024-09-10,1.0020931831765647,1.0003916352073123
2024-09-11,1.009595970378982,1.0078816827238979
2024-09-12,1.0174377281781997,1.0157101252673262
2024-09-13,1.0235746727293709,1.0218366493249609
2024-09-16,1.0278468118715305,1.026101534401527
2024-09-17,1.0268373716963004,1.0250938082494128
2024-09-18,1.0232891041947756,1.0215515656839547
2024-09-19,1.0402845900164248,1.0385181932767766
2024-09-20,1.0349972938733176,1.0332398749295135
2024-09-23,1.0369932931490362,1.0352324850109222
2024-09-24,1.040518125259542,1.0387513319785089
2024-09-25,1.035791473210662,1.0340327057553007
2024-09-26,1.0452923357106567,1.0435174358500816
2024-09-27,1.0437386385322844,1.0419663768398189
2024-09-30,1.04482971681912,1.0430556024825348
2024-10-01,1.0367777759483252,1.0350173337570725
2024-10-02,1.0355967931053598,1.033838356215602
