,net_ann_return,net_ann_return,net_ann_vol,net_ann_vol,net_sharpe,net_sharpe,net_sortino,net_sortino,net_cumulative_return,net_cumulative_return,net_max_drawdown,net_max_drawdown,turnover_total,turnover_total,tc_total,tc_total
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,,,,,,,
dnn_rl,0.40088559747568714,0.5255527466428976,0.13113486589075882,0.049931585387199,1.9345221420578274,2.0234133323566446,3.580379209652515,3.818766940410558,0.078707214383821,0.09937469466221557,-0.036176599173123214,0.009678349545960292,1.8677378525828947,0.34436123635335514,0.0018677378525828946,0.0003443612363533553
