split,case_rank,date,ticker,y_true,y_pred,base_value,summary_text
split_023_2020-09-30_2022-12-29,2,2022-11-10,SPY,0.009632010012865067,-0.34443598985671997,0.013097858056426048,"For SPY on 2022-11-10, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were Volume change, 20-day average volume, 60-day return volatility. The main downward influences were 1-day log return, Trading volume, 5-day return volatility."
split_023_2020-09-30_2022-12-29,3,2022-11-10,IWM,0.008165807463228703,-0.2943377196788788,0.013097858056426048,"For IWM on 2022-11-10, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 20-day return volatility, 5-day momentum, Asset indicator: IWM. The main downward influences were 5-day return volatility, 1-day log return, 20-day momentum."
split_023_2020-09-30_2022-12-29,4,2022-11-10,EFA,0.01974756084382534,-0.2366102784872055,0.013097858056426048,"For EFA on 2022-11-10, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 20-day average return, 10-day average return, 5-day momentum. The main downward influences were 1-day simple return, 5-day return volatility, 60-day return volatility."
split_024_2020-12-30_2023-03-31,1,2023-02-07,IWM,-0.014731227420270443,0.1453752964735031,0.02305370196700096,"For IWM on 2023-02-07, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were 20-day momentum, MACD (12, 26), Volume change. The main downward influences were 20-day average return, 10-day average return, 60-day return volatility."
split_024_2020-12-30_2023-03-31,2,2023-01-10,EFA,0.00754936458542943,-0.13575142621994019,0.02305370196700096,"For EFA on 2023-01-10, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 60-day average return, 10-day momentum, Trading volume. The main downward influences were 60-day momentum, 20-day momentum, 5-day average return."
split_024_2020-12-30_2023-03-31,3,2023-01-11,EFA,0.014645038172602654,-0.11832408607006073,0.02305370196700096,"For EFA on 2023-01-11, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 10-day momentum, Trading volume, 60-day average return. The main downward influences were 60-day momentum, 10-day average return, 20-day momentum."
split_024_2020-12-30_2023-03-31,4,2023-01-12,EFA,0.005259653087705374,-0.11767173558473587,0.02305370196700096,"For EFA on 2023-01-12, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 10-day momentum, 60-day average return, Trading volume. The main downward influences were 60-day momentum, 10-day average return, 5-day momentum."
split_025_2021-04-01_2023-07-03,1,2023-05-05,TLT,-0.01411371398717165,0.2463339865207672,-0.028488244861364365,"For TLT on 2023-05-05, the DNN predicted a positive next-period log return. Relative to the baseline prediction, the forecast moved strongly up. The main upward influences were 5-day return volatility, 20-day average return, Volume change. The main downward influences were 20-day average volume, 10-day average return, 60-day return volatility."
split_025_2021-04-01_2023-07-03,2,2023-06-30,EFA,-0.0011040818644687533,-0.20344120264053345,-0.028488244861364365,"For EFA on 2023-06-30, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 20-day average return, 5-day average return, 20-day return volatility. The main downward influences were Volume change, 60-day return volatility, 20-day momentum."
split_025_2021-04-01_2023-07-03,3,2023-05-05,SPY,0.00026654056273400784,-0.182567298412323,-0.028488244861364365,"For SPY on 2023-05-05, the DNN predicted a negative next-period log return. Relative to the baseline prediction, the forecast moved strongly down. The main upward influences were 1-day simple return, Trading volume, MACD signal (9). The main downward influences were 1-day log return, MACD histogram, Asset indicator: SPY."
