split,family,family_label,full_rmse,ablated_rmse,is_outlier_rmse,outlier_reason,delta_mae,delta_rmse,delta_direction_acc,delta_net_ann_return,delta_net_sharpe,delta_net_sortino,delta_net_max_drawdown,delta_turnover_total,delta_tc_total
split_008_2016-12-28_2019-04-01,volume,Volume family,0.04177822545170784,0.039636339992284775,False,,-0.0025370512157678604,-0.002141885459423065,-0.06349206349206349,-0.02977164530549259,1.1401618403539153,2.6990752233793156,-0.010809077802271916,-0.17306623884217398,-0.00017306623884217383
split_009_2017-03-30_2019-07-01,return_level,Return-level family,0.031237175688147545,0.01626364141702652,False,,-0.012225639075040817,-0.014973534271121025,-0.00793650793650802,0.27963957452708854,3.1195909344487798,5.546869108870886,-0.03684421419003414,-0.6346906713880047,-0.0006346906713880049
split_009_2017-03-30_2019-07-01,volatility,Volatility family,0.031237175688147545,0.0194172952324152,False,,-0.009517187252640724,-0.011819880455732346,0.12301587301587297,0.13303127047606234,1.751527175120211,3.5619999333164145,-0.02877474138856395,-0.35389399950672695,-0.00035389399950672704
split_009_2017-03-30_2019-07-01,momentum,Momentum family,0.031237175688147545,0.01869288459420204,False,,-0.009992375038564205,-0.012544291093945503,0.06746031746031744,-0.10027762337586776,-0.6497840399965389,-2.099256497969777,-0.0012293328316936858,1.1094001640753857,0.0011094001640753852
split_009_2017-03-30_2019-07-01,macd,MACD family,0.031237175688147545,0.018268512561917305,False,,-0.009962542913854122,-0.01296866312623024,0.055555555555555525,0.34162326503170015,3.6806964665518143,6.240789410448737,-0.0558601208018511,0.21136106875816507,0.00021136106875816471
split_009_2017-03-30_2019-07-01,rsi,RSI family,0.031237175688147545,0.019392915070056915,False,,-0.010164798237383366,-0.01184426061809063,0.023809523809523725,0.10822938113641145,1.5165883859310267,3.202651744236125,-0.023947122072325633,-0.6246416102592862,-0.0006246416102592862
split_009_2017-03-30_2019-07-01,volume,Volume family,0.031237175688147545,0.025968968868255615,False,,-0.005630878731608391,-0.00526820681989193,0.03968253968253965,-0.02655758706375333,-0.9302021537472709,-2.2399299712347034,0.006273234349260082,-0.2872273328400605,-0.0002872273328400608
split_010_2017-06-29_2019-09-30,return_level,Return-level family,73.55513763427734,16.235137939453125,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4367.83); rmse_gt_1.0,-3.6319985389709473,-57.31999969482422,0.06746031746031744,-0.0501920844880146,-0.18599413366727147,-0.19625116322689928,0.03994737921142366,-1.2332376947210006,-0.0012332376947210007
split_010_2017-06-29_2019-09-30,volatility,Volatility family,73.55513763427734,42.40260696411133,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4367.83); rmse_gt_1.0,-1.9821202754974365,-31.152530670166016,0.007936507936507908,-0.09050293491853789,-0.5179893763759295,-0.6359418173176883,0.045013850734826,-0.23781670546755507,-0.0002378167054675551
split_010_2017-06-29_2019-09-30,momentum,Momentum family,73.55513763427734,57.559207916259766,True,rmse_above_iqr_upper(0.088579); rmse_robust_z_gt_3.5(4367.83); rmse_gt_1.0,-1.0228910446166992,-15.995929718017578,0.003968253968253954,-0.13456547361132387,-0.9878106032226638,-1.2801865327147908,0.04631610269627917,-0.3174915316100151,-0.00031749153161001516
