,diagnostic_mean,diagnostic_std
mae,0.1761351267204565,0.7947699617327367
rmse,2.2148648166262053,12.605556442271865
direction_acc,0.4920634920634921,0.04072699555116575
pred_real_corr,-0.019840706960601622,0.07170420194482109
n_epochs_trained,40.0,0.0
