,portfolio_mean,portfolio_std
net_ann_return,0.10809644423768017,0.33322383422987967
net_ann_vol,0.13803554471811583,0.08490870054287336
net_sharpe,0.9707946375571561,2.1838030291037582
net_sortino,1.8665155001495624,3.5011006927976154
net_cumulative_return,0.016475714526852713,0.08351716210957362
net_max_drawdown,-0.06809741748390014,0.06400989560059199
turnover_total,2.7379460806760005,0.5854851059951871
tc_total,0.002737946080676001,0.0005854851059951871
