feature,feature_label,mean_abs_shap
mom_10,10-day momentum,0.03868545469115971
volume,Trading volume,0.029920365443436688
mom_20,20-day momentum,0.02982554975170661
macd_hist,MACD histogram,0.029650760532855588
ret_mean_10,10-day average return,0.02792496297071211
ret_mean_5,5-day average return,0.027849762246105678
mom_5,5-day momentum,0.02762762441545227
ret_mean_20,20-day average return,0.02480657867389214
ret_std_20,20-day return volatility,0.024206624168058386
log_return_1,1-day log return,0.023162236441164826
volume_roll_mean_20,20-day average volume,0.021102879131187986
rsi_14,14-day RSI,0.020629244287000453
ret_std_10,10-day return volatility,0.020252889492861335
macd_signal_9,MACD signal (9),0.01975749507622142
ret_std_5,5-day return volatility,0.019441413338441873
macd_12_26,"MACD (12, 26)",0.017071919838296406
ret_std_60,60-day return volatility,0.01662790528354254
simple_return_1,1-day simple return,0.01653474190907292
ret_mean_60,60-day average return,0.015584803808303512
mom_60,60-day momentum,0.014926451067648434
ticker_SPY,Asset indicator: SPY,0.013867949929154133
ticker_EFA,Asset indicator: EFA,0.013834415171773369
volume_chg,Volume change,0.012191939337687316
ticker_TLT,Asset indicator: TLT,0.010859911940751477
ticker_IWM,Asset indicator: IWM,0.007636447931111071
