split_name,case_id,date,ticker,y_true,y_pred,local_pred,intercept,fidelity_score,plain_english,top_positive_features,top_negative_features
split_010_2017-06-29_2019-09-30,1,2019-07-31,IWM,-0.014605767093598843,1167.63671875,16.90461303871738,-5.050001603543996,0.014076593140655236,"For IWM on 2019-07-31, the DNN predicted a positive next-period log return. Relative to the local surrogate baseline, the forecast moved strongly up. The main upward influences were 0.11 < 10-day momentum <= 0.60, 10-day return volatility > 0.31, -0.67 < 20-day average Trading volume <= -0.39. The main downward influences were none.",0.11 < 10-day momentum <= 0.60; 10-day return volatility > 0.31; -0.67 < 20-day average Trading volume <= -0.39,
split_010_2017-06-29_2019-09-30,2,2019-08-30,TLT,0.0012918146094307303,-0.14293530583381653,-0.025389580736750964,-0.0010558596795508524,0.08006656301053494,"For TLT on 2019-08-30, the DNN predicted a negative next-period log return. Relative to the local surrogate baseline, the forecast moved moderately down. The main upward influences were MACD signal (9) > 0.49, 60-day average return > 0.62, 0.09 < 5-day average return <= 0.60. The main downward influences were 60-day momentum > 0.62, MACD (12, 26) > 0.53, 20-day average return > 0.61.",MACD signal (9) > 0.49; 60-day average return > 0.62; 0.09 < 5-day average return <= 0.60,"60-day momentum > 0.62; MACD (12, 26) > 0.53; 20-day average return > 0.61"
split_010_2017-06-29_2019-09-30,3,2019-09-13,TLT,0.012663067318499088,0.1457071155309677,-0.006644753557885071,-0.014802316952416726,0.10472047333894641,"For TLT on 2019-09-13, the DNN predicted a negative next-period log return. Relative to the local surrogate baseline, the forecast moved slightly up. The main upward influences were MACD signal (9) > 0.49, 5-day momentum <= -0.49, 10-day return volatility > 0.31. The main downward influences were 5-day average return <= -0.48, 1-day simple return <= -0.47, 0.12 < 60-day momentum <= 0.62.",MACD signal (9) > 0.49; 5-day momentum <= -0.49; 10-day return volatility > 0.31,5-day average return <= -0.48; 1-day simple return <= -0.47; 0.12 < 60-day momentum <= 0.62
