split_name,case_id,date,ticker,y_true,y_pred,local_pred,intercept,fidelity_score,plain_english,top_positive_features,top_negative_features
split_013_2018-04-02_2020-06-30,1,2020-06-12,SPY,0.009292429313063622,0.2959222197532654,-0.07608804536915856,0.03122090017421517,0.11903586539752486,"For SPY on 2020-06-12, the DNN predicted a negative next-period log return. Relative to the local surrogate baseline, the forecast moved strongly down. The main upward influences were 20-day return volatility > 0.11, MACD signal (9) > 0.47. The main downward influences were 10-day return volatility > 0.07, 5-day average return <= -0.29, 5-day momentum <= -0.31.",20-day return volatility > 0.11; MACD signal (9) > 0.47,10-day return volatility > 0.07; 5-day average return <= -0.29; 5-day momentum <= -0.31
split_013_2018-04-02_2020-06-30,2,2020-05-20,IWM,0.0017891994211822748,-0.5195600986480713,0.09248747981048237,-0.04384250538277863,0.09511661444058972,"For IWM on 2020-05-20, the DNN predicted a positive next-period log return. Relative to the local surrogate baseline, the forecast moved strongly up. The main upward influences were 20-day return volatility > 0.11, MACD signal (9) > 0.47, 60-day average return <= -0.41. The main downward influences were 10-day return volatility > 0.07, Asset indicator: TLT <= 0.00.",20-day return volatility > 0.11; MACD signal (9) > 0.47; 60-day average return <= -0.41,10-day return volatility > 0.07; Asset indicator: TLT <= 0.00
split_013_2018-04-02_2020-06-30,3,2020-05-19,IWM,0.029844211414456367,-0.5008453726768494,0.0457797851550163,-0.03038208624400155,0.07837516941987499,"For IWM on 2020-05-19, the DNN predicted a positive next-period log return. Relative to the local surrogate baseline, the forecast moved strongly up. The main upward influences were 20-day return volatility > 0.11, MACD signal (9) > 0.47, 5-day momentum > 0.46. The main downward influences were 10-day return volatility > 0.07, Asset indicator: TLT <= 0.00, MACD (12, 26) > 0.47.",20-day return volatility > 0.11; MACD signal (9) > 0.47; 5-day momentum > 0.46,"10-day return volatility > 0.07; Asset indicator: TLT <= 0.00; MACD (12, 26) > 0.47"
